,training
0,8
1,1
2,4
3,5
4,6
5,9
6,8
7,1
8,6
9,2
10,2
11,5
12,9
13,4
14,9
15,0
16,5
17,4
18,5
19,5
20,8
21,6
22,0
23,1
24,8
25,5
26,0
27,9
28,0
29,7
30,8
31,2
32,0
33,1
34,6
35,7
36,6
37,8
38,7
39,9
40,3
41,0
42,0
43,4
44,2
45,0
46,2
47,6
48,2
49,3
50,8
51,4
52,6
53,3
54,7
55,3
56,6
57,3
58,6
59,1
60,0
61,2
62,5
63,2
64,6
65,8
66,9
67,0
68,2
69,5
70,4
71,7
72,6
73,7
74,2
75,3
76,8
77,9
78,9
79,6
80,8
81,7
82,5
83,5
84,8
85,4
86,9
87,2
88,7
89,3
90,5
91,6
92,1
93,8
94,4
95,9
96,7
97,2
98,6
99,9
100,6
101,7
102,0
103,6
104,6
105,3
106,4
107,9
108,1
109,3
110,9
111,9
112,0
113,1
114,4
115,1
116,1
117,3
118,6
119,7
120,9
121,2
122,9
123,5
124,3
125,4
126,1
127,4
128,1
129,8
130,0
131,9
132,1
133,0
134,8
135,1
136,6
137,7
138,8
139,0
140,6
141,9
142,4
143,3
144,0
145,5
146,5
147,4
148,3
149,7
150,3
151,9
152,3
153,2
154,1
155,8
156,4
157,9
158,3
159,1
160,7
161,9
162,2
163,1
164,7
165,0
166,3
167,4
168,1
169,5
170,6
171,1
172,4
173,9
174,2
175,8
176,6
177,8
178,5
179,7
180,8
181,5
182,3
183,2
184,9
185,6
186,4
187,1
188,2
189,0
190,2
191,0
192,1
193,2
194,3
195,0
196,5
197,7
198,7
199,4
200,0
201,5
202,1
203,1
204,7
205,2
206,8
207,8
208,8
209,9
210,3
211,9
212,6
213,6
214,0
215,7
216,3
217,6
218,7
219,6
220,0
221,6
222,6
223,0
224,8
225,2
226,1
227,0
228,9
229,3
230,8
231,7
232,2
233,6
234,4
235,4
236,6
237,9
238,9
239,2
240,8
241,1
242,2
243,5
244,1
245,3
246,8
247,4
248,9
249,9
250,0
251,5
252,0
253,7
254,5
255,9
256,9
257,7
258,0
259,7
260,9
261,0
262,1
263,5
264,7
265,7
266,9
267,5
268,0
269,6
270,4
271,9
272,9
273,7
274,4
275,0
276,0
277,5
278,6
279,3
280,1
281,1
282,1
283,9
284,6
285,9
286,7
287,5
288,2
289,5
290,4
291,4
292,3
293,7
294,5
295,8
296,4
297,9
298,3
299,6
300,1
301,3
302,0
303,9
304,9
305,5
306,6
307,0
308,9
309,8
310,5
311,7
312,5
313,2
314,4
315,4
316,0
317,9
318,2
319,8
320,5
321,6
322,8
323,4
324,6
325,5
326,6
327,6
328,9
329,5
330,3
331,4
332,3
333,5
334,6
335,6
336,4
337,5
338,1
339,6
340,2
341,6
342,6
343,5
344,4
345,9
346,8
347,4
348,3
349,1
350,4
351,6
352,4
353,2
354,6
355,3
356,4
357,2
358,8
359,6
360,8
361,1
362,9
363,0
364,3
365,2
366,2
367,0
368,7
369,3
370,0
371,1
372,2
373,4
374,9
375,2
376,9
377,0
378,5
379,1
380,7
381,5
382,1
383,5
384,2
385,3
386,5
387,5
388,9
389,5
390,2
391,7
392,2
393,4
394,9
395,7
396,1
397,7
398,2
399,9
400,6
401,8
402,3
403,4
404,2
405,0
406,1
407,4
408,9
409,1
410,1
411,1
412,5
413,3
414,5
415,3
416,1
417,6
418,9
419,9
420,1
421,4
422,7
423,4
424,6
425,7
426,8
427,2
428,9
429,7
430,7
431,0
432,4
433,0
434,1
435,9
436,8
437,0
438,7
439,3
440,0
441,2
442,1
443,4
444,5
445,5
446,8
447,5
448,9
449,1
450,9
451,8
452,5
453,9
454,4
455,0
456,7
457,9
458,9
459,6
460,8
461,0
462,3
463,7
464,2
465,0
466,5
467,6
468,7
469,1
470,4
471,3
472,6
473,5
474,7
475,4
476,6
477,9
478,6
479,0
480,5
481,8
482,4
483,0
484,1
485,9
486,7
487,3
488,4
489,6
490,7
491,5
492,5
493,2
494,6
495,0
496,3
497,4
498,4
499,9
500,1
501,2
502,9
503,6
504,4
505,1
506,2
507,5
508,5
509,6
510,3
511,7
512,4
513,9
514,7
515,9
516,4
517,4
518,0
519,1
520,5
521,2
522,2
523,8
524,9
525,2
526,8
527,1
528,4
529,7
530,6
531,5
532,2
533,1
534,7
535,7
536,3
537,7
538,2
539,7
540,9
541,2
542,5
543,1
544,6
545,2
546,1
547,4
548,7
549,0
550,1
551,9
552,1
553,6
554,2
555,6
556,0
557,5
558,8
559,3
560,2
561,1
562,1
563,8
564,6
565,1
566,0
567,1
568,4
569,1
570,5
571,3
572,0
573,0
574,2
575,4
576,0
577,1
578,9
579,3
580,9
581,0
582,2
583,5
584,4
585,4
586,6
587,1
588,2
589,5
590,1
591,2
592,1
593,6
594,5
595,8
596,2
597,4
598,0
599,8
600,6
601,4
602,0
603,4
604,7
605,9
606,7
607,0
608,9
609,9
610,2
611,6
612,9
613,6
614,5
615,9
616,7
617,9
618,5
619,3
620,4
621,3
622,6
623,0
624,9
625,1
626,5
627,0
628,3
629,6
630,3
631,7
632,8
