,training
0,2
1,5
2,0
3,3
4,5
5,0
6,6
7,6
8,8
9,5
10,0
11,6
12,2
13,2
14,8
15,5
16,9
17,9
18,6
19,7
20,5
21,4
22,2
23,7
24,1
25,6
26,0
27,6
28,3
29,7
30,9
31,8
32,1
33,6
34,6
35,3
36,8
37,1
38,8
39,1
40,6
41,7
42,8
43,2
44,5
45,7
46,1
47,7
48,3
49,4
50,5
51,4
52,2
53,8
54,0
55,1
56,9
57,9
58,4
59,7
60,1
61,5
62,8
63,4
64,6
65,4
66,7
67,5
68,5
69,9
70,6
71,0
72,8
73,7
74,2
75,4
76,1
77,8
78,1
79,9
80,7
81,8
82,6
83,8
84,2
85,7
86,4
87,5
88,1
89,7
90,3
91,6
92,0
93,9
94,0
95,9
96,5
97,0
98,7
99,4
100,9
101,3
102,8
103,7
104,1
105,1
106,1
107,6
108,5
109,6
110,8
111,1
112,1
113,8
114,8
115,6
116,3
117,8
118,1
119,8
120,7
121,6
122,8
123,0
124,7
125,8
126,6
127,6
128,0
129,4
130,1
131,8
132,9
133,1
134,6
135,8
136,7
137,4
138,3
139,3
140,8
141,6
142,0
143,3
144,4
145,9
146,7
147,1
148,5
149,2
150,5
151,3
152,2
153,0
154,9
155,9
156,9
157,5
158,2
159,5
160,1
161,7
162,4
163,8
164,1
165,7
166,5
167,0
168,4
169,9
170,8
171,6
172,8
173,9
174,3
175,8
176,3
177,5
178,6
179,5
180,2
181,0
182,6
183,6
184,0
185,3
186,6
187,1
188,5
189,9
190,5
191,3
192,8
193,7
194,7
195,4
196,9
197,2
198,9
199,1
200,6
201,3
202,2
203,7
204,9
205,8
206,8
207,5
208,6
209,7
210,2
211,9
212,4
213,8
214,7
215,2
216,9
217,0
218,7
219,0
220,3
221,1
222,7
223,0
224,3
225,9
226,3
227,1
228,9
229,6
230,1
231,3
232,8
233,9
234,1
235,6
236,6
237,4
238,8
239,9
240,4
241,3
242,3
243,8
244,9
245,0
246,8
247,7
248,6
249,1
250,7
251,2
252,2
253,2
254,2
255,6
256,0
257,0
258,6
259,6
260,4
261,7
262,5
263,1
264,4
265,8
266,8
267,2
268,2
269,2
270,3
271,4
272,4
273,0
274,4
275,8
276,5
277,0
278,2
279,1
280,3
281,9
282,2
283,6
284,3
285,7
286,9
287,0
288,1
289,3
290,4
291,5
292,3
293,0
294,1
295,4
296,5
297,1
298,3
299,8
300,9
301,5
302,4
303,3
304,1
