,training
0,7.0
1,0.0
2,6.0
3,0.0
4,8.0
5,3.0
6,9.0
7,2.0
8,1.0
9,1.0
10,5.0
11,5.0
12,8.0
13,2.0
14,0.0
15,0.0
16,5.0
17,5.0
18,3.0
19,1.0
20,2.0
21,4.0
22,7.0
23,6.0
24,6.0
25,4.0
26,8.0
27,3.0
28,5.0
29,2.0
30,3.0
31,5.0
32,6.0
33,4.0
34,4.0
35,3.0
36,8.0
37,7.0
38,3.0
39,0.0
40,2.0
41,5.0
42,8.0
43,3.0
44,5.0
45,6.0
46,4.0
47,0.0
48,9.0
49,6.0
50,9.0
51,5.0
52,2.0
53,4.0
54,6.0
55,3.0
56,2.0
57,7.0
58,0.0
59,4.0
60,9.0
61,1.0
62,6.0
63,3.0
64,7.0
65,8.0
66,0.0
67,0.0
68,0.0
69,6.0
70,6.0
71,3.0
72,3.0
73,9.0
74,0.0
75,3.0
76,3.0
77,1.0
78,0.0
79,4.0
80,9.0
81,9.0
82,8.0
83,4.0
84,4.0
85,7.0
86,4.0
87,7.0
88,6.0
89,4.0
90,6.0
91,6.0
92,0.0
93,1.0
94,8.0
95,6.0
96,0.0
97,2.0
98,3.0
99,9.0
100,1.0
101,2.0
102,4.0
103,7.0
104,6.0
105,9.0
106,5.0
107,2.0
108,3.0
109,6.0
110,1.0
111,8.0
112,5.0
113,0.0
114,9.0
115,7.0
116,1.0
117,1.0
118,7.0
119,0.0
120,5.0
121,1.0
122,4.0
123,7.0
124,4.0
125,8.0
126,4.0
127,8.0
128,5.0
129,2.0
130,3.0
131,0.0
132,4.0
133,7.0
134,0.0
135,4.0
136,3.0
137,4.0
138,3.0
139,4.0
140,7.0
141,3.0
142,7.0
143,2.0
144,9.0
145,4.0
146,7.0
147,2.0
148,6.0
149,5.0
150,7.0
151,4.0
152,4.0
153,1.0
154,3.0
155,7.0
156,1.0
157,1.0
158,6.0
159,4.0
160,5.0
161,7.0
162,2.0
163,9.0
164,0.0
165,4.0
166,2.0
167,5.0
168,9.0
169,7.0
170,1.0
171,3.0
172,5.0
173,8.0
174,7.0
175,3.0
176,9.0
177,6.0
178,2.0
179,5.0
180,2.0
181,2.0
182,1.0
183,5.0
184,0.0
185,0.0
186,0.0
187,2.0
188,7.0
189,2.0
190,0.0
191,8.0
192,7.0
193,8.0
194,7.0
195,6.0
196,2.0
197,2.0
198,5.0
199,9.0
200,6.0
201,5.0
202,9.0
203,2.0
204,3.0
205,7.0
206,0.0
207,7.0
208,7.0
209,3.0
210,4.0
211,1.0
212,3.0
213,5.0
214,0.0
215,8.0
216,2.0
217,5.0
218,2.0
219,5.0
220,3.0
221,1.0
222,3.0
223,7.0
224,4.0
225,1.0
226,0.0
227,5.0
228,1.0
229,2.0
230,9.0
231,2.0
232,5.0
233,8.0
234,2.0
235,2.0
236,0.0
237,9.0
238,8.0
239,9.0
240,6.0
241,3.0
242,5.0
243,1.0
