,training
0,6
1,7
2,1
3,3
4,0
5,9
6,8
7,2
8,9
9,0
10,0
11,0
12,7
13,6
14,7
15,7
16,1
17,8
18,6
19,1
20,4
21,5
22,5
23,7
24,5
25,8
26,9
27,8
28,2
29,2
30,2
31,7
32,4
33,9
34,7
35,1
36,1
37,3
38,5
39,5
40,8
41,6
42,1
43,3
44,0
45,9
46,6
47,0
48,8
49,1
50,3
51,0
52,2
53,4
54,2
55,7
56,6
57,5
58,6
59,0
60,6
61,5
62,7
63,3
64,4
65,4
66,5
67,0
68,3
69,0
70,0
71,4
72,6
73,3
74,2
75,2
76,2
77,4
78,8
79,7
80,6
81,5
82,2
83,3
84,8
85,2
86,5
87,3
88,1
89,3
90,5
91,7
92,6
93,0
94,0
95,4
96,9
97,2
98,0
99,5
100,2
101,6
102,4
103,6
104,0
105,3
106,6
107,4
108,4
109,2
110,3
111,5
112,8
113,1
114,6
115,4
116,0
117,3
118,6
119,1
120,1
121,0
122,1
123,5
124,9
125,7
126,0
127,5
128,1
129,4
130,2
131,6
132,4
133,2
134,1
135,5
136,3
137,0
138,0
139,3
140,0
141,6
142,3
143,9
144,8
145,9
146,2
147,2
148,6
149,0
150,5
151,0
152,4
153,8
154,4
155,2
156,8
157,2
158,7
159,0
160,9
161,2
162,9
163,7
164,6
165,2
166,5
167,0
168,1
169,0
170,9
171,3
172,5
173,1
174,4
175,9
176,4
177,4
178,0
179,9
180,3
181,4
182,9
183,9
184,0
185,5
186,6
187,4
188,8
189,8
190,8
191,8
192,5
193,9
194,8
195,2
196,9
197,2
198,0
199,7
200,2
201,6
202,5
203,4
204,7
205,2
206,9
207,1
208,0
209,1
210,4
211,0
212,1
213,1
214,3
215,0
216,4
217,9
218,2
219,8
220,2
221,3
222,1
223,8
224,7
225,7
226,3
227,2
228,2
229,7
230,5
231,7
232,2
233,8
234,5
235,3
236,7
237,8
238,3
239,4
240,9
241,8
242,3
243,2
244,0
245,4
246,8
247,2
248,1
249,6
250,2
251,3
252,9
253,6
254,4
255,0
256,1
257,2
258,2
259,2
260,0
261,8
262,6
263,3
264,6
265,8
266,9
267,7
268,6
269,8
270,1
271,8
272,7
273,2
274,8
275,8
276,3
277,4
278,7
279,7
280,7
281,0
282,1
283,2
284,0
285,8
286,3
287,6
288,5
289,7
290,2
291,2
292,8
293,4
294,5
295,0
296,7
297,6
298,8
299,1
300,6
301,8
302,5
303,8
304,3
305,9
306,3
307,6
308,8
309,2
310,3
311,0
312,8
313,5
314,2
315,4
316,5
317,1
318,9
319,2
320,4
321,7
322,5
323,4
324,1
325,1
326,6
327,2
328,2
329,2
330,1
331,4
332,8
333,3
334,5
335,8
336,1
337,8
338,7
339,3
340,4
341,9
342,5
343,7
344,7
345,7
346,0
347,5
348,8
349,9
350,1
351,2
352,9
353,0
354,1
355,5
356,0
357,2
358,0
359,7
360,7
361,7
362,0
363,5
364,4
365,1
366,1
367,4
368,2
369,6
370,7
371,2
372,8
373,4
374,0
375,6
376,8
377,0
378,8
379,2
380,5
381,4
382,0
383,2
384,2
385,7
386,9
387,6
388,2
389,5
390,0
391,7
392,6
393,9
394,0
395,8
396,0
397,0
398,1
399,0
400,0
401,8
402,4
403,9
404,2
405,9
406,7
407,4
408,0
409,9
410,4
411,6
412,7
413,8
414,9
415,9
416,1
417,9
418,1
419,9
420,3
421,5
422,8
423,5
424,7
425,7
426,5
427,8
428,1
429,4
430,2
431,0
432,1
433,1
434,6
435,4
436,6
437,1
438,3
439,2
440,1
441,2
442,4
443,9
444,9
445,9
446,9
447,0
448,2
449,0
450,0
451,0
452,9
453,3
454,3
455,2
456,2
457,9
458,8
459,5
460,8
461,0
462,8
463,2
464,3
465,3
466,1
467,0
468,8
469,0
470,9
471,0
472,6
473,8
474,9
475,1
476,3
477,7
478,4
479,8
480,6
481,5
482,9
483,2
484,5
485,4
486,0
487,9
488,3
489,8
490,6
491,1
492,1
493,6
494,9
495,3
496,1
497,3
498,9
499,2
500,6
501,6
502,6
503,7
504,3
505,4
506,1
507,4
508,7
509,3
510,7
511,8
512,5
513,3
514,1
515,9
516,2
517,6
518,0
519,6
520,9
521,8
522,0
523,1
524,8
525,9
526,6
527,4
528,5
529,4
530,4
531,8
532,7
533,3
534,4
535,4
536,2
537,8
538,1
539,4
540,9
541,0
542,6
543,4
544,2
545,6
546,8
547,8
548,0
549,0
550,7
551,1
552,5
553,5
554,7
555,2
556,5
557,0
558,7
559,1
560,9
561,6
562,4
563,9
564,8
565,5
566,2
567,7
568,6
569,8
570,6
571,3
572,8
573,3
574,2
575,6
576,9
577,4
578,3
579,5
580,3
581,6
582,0
583,3
584,8
585,9
586,6
587,2
588,6
589,6
590,1
591,6
592,1
593,8
594,7
595,8
596,8
597,5
598,4
599,2
600,4
601,6
602,6
603,6
604,6
605,7
606,7
607,4
608,7
609,7
610,0
611,1
612,5
613,0
614,8
615,9
616,7
617,7
618,0
619,5
620,7
621,6
622,0
623,0
624,4
625,4
626,9
627,7
628,9
629,6
630,8
631,6
632,2
633,3
634,5
635,1
636,6
637,9
638,7
639,6
640,4
641,6
642,6
643,2
644,6
645,0
646,4
647,5
648,3
649,4
650,6
651,1
652,3
653,2
654,9
655,8
656,4
657,1
658,1
659,1
660,7
661,1
662,4
663,9
664,0
665,3
666,5
667,9
668,8
669,1
670,3
671,8
672,6
673,1
674,9
675,5
676,5
677,4
678,0
679,8
680,8
681,6
682,8
683,6
684,2
685,3
686,9
687,4
688,3
689,5
690,8
691,3
692,3
693,8
694,4
695,8
696,2
697,4
698,5
699,1
700,7
701,1
702,4
703,9
704,4
705,7
706,5
707,6
708,8
709,8
710,4
711,7
712,9
713,7
714,1
715,8
716,0
717,0
718,3
719,9
720,1
721,3
722,9
723,5
724,5
725,7
726,7
727,0
728,9
729,9
730,9
731,9
732,5
733,9
734,4
735,8
736,4
737,9
738,9
739,3
740,8
741,2
742,1
743,2
744,3
745,0
746,6
747,8
748,8
749,3
750,1
751,3
752,5
753,6
754,2
755,5
756,7
757,5
758,2
759,3
760,5
761,3
762,8
763,6
764,8
765,0
766,9
767,2
768,1
769,5
770,7
771,7
772,9
773,1
774,3
775,7
776,8
777,3
778,0
779,0
780,0
781,4
782,8
783,1
784,9
785,2
786,4
787,3
788,6
789,9
790,2
791,2
792,4
793,1
794,9
795,8
796,0
797,5
798,7
799,8
800,9
801,8
802,5
803,8
804,4
805,3
806,9
807,6
808,8
809,2
810,9
811,9
812,1
813,9
814,3
815,4
816,3
817,1
818,6
819,5
820,9
821,3
822,0
823,6
824,9
825,0
826,1
827,9
828,8
829,4
830,7
831,4
832,7
833,6
834,6
835,4
836,2
837,8
838,9
839,0
840,0
841,8
842,6
843,0
844,8
845,3
846,8
847,3
848,1
849,2
850,2
851,9
852,6
853,2
854,6
855,5
856,6
857,3
858,5
859,1
860,2
861,7
862,2
863,8
864,6
865,2
866,6
867,3
868,9
869,4
870,2
871,2
872,0
873,3
874,2
875,2
876,5
877,0
878,3
879,9
880,9
881,1
882,5
883,4
884,6
885,9
886,3
887,2
888,8
889,8
890,8
891,1
892,2
893,2
894,6
895,3
896,5
897,2
898,8
899,6
900,5
901,3
902,4
903,5
904,3
905,4
906,7
907,3
908,1
909,2
910,1
911,1
912,9
913,5
914,2
915,8
916,0
917,6
918,6
919,0
920,0
921,1
922,5
923,9
924,5
925,3
926,9
927,1
928,6
929,4
930,3
931,2
932,5
933,5
934,3
935,0
936,3
937,9
938,2
939,0
940,7
941,3
942,5
943,1
944,8
945,5
946,4
947,6
948,4
949,5
950,5
951,7
952,0
953,6
954,9
955,4
956,8
957,1
958,9
959,6
960,1
961,0
962,9
963,7
964,6
965,4
966,3
967,2
968,1
969,2
970,9
971,9
972,2
973,6
974,9
975,4
976,5
977,5
978,9
979,5
980,2
981,9
982,4
983,8
984,4
985,4
986,7
987,8
988,5
989,3
990,6
991,3
992,4
993,6
994,2
995,6
996,9
997,3
998,5
999,3
1000,1
1001,8
1002,6
1003,2
1004,9
1005,0
1006,8
1007,2
1008,3
1009,7
1010,2
1011,8
1012,7
1013,2
1014,3
1015,7
1016,6
1017,3
1018,0
1019,5
1020,8
1021,1
1022,1
1023,0
1024,4
1025,1
1026,5
1027,4
1028,9
1029,6
1030,3
1031,3
1032,7
1033,4
1034,8
1035,3
1036,2
1037,4
1038,1
1039,4
1040,7
1041,8
1042,2
1043,2
1044,2
1045,0
1046,1
1047,4
1048,5
1049,2
1050,2
1051,8
1052,8
1053,3
1054,5
1055,0
1056,8
1057,1
1058,3
1059,2
1060,5
1061,6
1062,9
1063,4
1064,5
1065,6
1066,8
1067,3
1068,1
1069,9
1070,0
1071,5
1072,1
1073,7
1074,6
1075,4
1076,6
1077,9
1078,0
1079,1
1080,5
1081,5
1082,9
1083,8
1084,3
1085,2
1086,1
1087,8
1088,4
1089,7
1090,9
1091,5
1092,0
1093,7
1094,3
1095,4
1096,6
1097,5
1098,4
1099,6
1100,9
1101,6
1102,5
1103,5
1104,5
1105,2
1106,1
1107,8
1108,7
1109,4
1110,9
1111,2
1112,3
1113,2
1114,6
1115,8
1116,7
1117,4
1118,2
1119,3
1120,9
1121,6
1122,0
1123,7
1124,4
1125,2
1126,6
1127,3
1128,5
1129,7
1130,6
1131,1
1132,9
1133,0
1134,9
1135,2
1136,7
1137,2
1138,6
1139,3
1140,4
1141,2
1142,0
1143,1
1144,7
1145,5
1146,3
1147,5
1148,1
1149,0
1150,4
1151,9
1152,8
1153,8
1154,4
1155,3
1156,4
1157,3
1158,7
1159,9
1160,5
1161,1
1162,5
1163,2
1164,0
1165,2
1166,3
1167,1
1168,7
1169,9
1170,0
1171,9
1172,6
1173,8
1174,7
1175,5
1176,3
1177,2
1178,7
1179,2
1180,8
1181,2
1182,1
1183,8
1184,1
1185,5
1186,1
1187,9
1188,9
1189,9
1190,2
1191,1
1192,1
1193,3
1194,5
1195,3
1196,5
1197,4
1198,7
1199,2
1200,2
1201,8
1202,8
1203,4
1204,5
1205,8
1206,4
1207,1
1208,2
1209,9
1210,2
1211,3
1212,5
1213,5
1214,2
1215,2
1216,5
1217,3
1218,5
1219,0
1220,9
1221,6
1222,0
1223,0
1224,3
1225,2
1226,0
1227,9
1228,3
1229,2
1230,1
1231,1
1232,5
1233,4
1234,9
1235,8
1236,6
1237,1
1238,3
1239,5
1240,8
1241,3
1242,7
1243,1
1244,4
1245,3
1246,3
1247,0
1248,6
1249,7
1250,7
1251,3
1252,1
1253,5
1254,3
1255,2
1256,8
1257,8
1258,3
1259,0
1260,0
1261,6
1262,3
1263,1
1264,7
1265,4
1266,9
1267,1
1268,4
1269,0
1270,3
1271,9
1272,8
1273,5
1274,7
1275,8
1276,1
1277,5
1278,2
1279,7
1280,2
1281,9
1282,2
1283,5
1284,9
1285,2
1286,0
1287,0
1288,0
1289,4
1290,2
1291,2
1292,7
1293,0
1294,3
1295,3
1296,8
1297,2
1298,1
1299,9
1300,6
1301,6
1302,8
1303,2
1304,2
1305,7
1306,3
1307,7
1308,3
1309,0
1310,7
1311,9
1312,6
1313,6
1314,4
1315,1
1316,0
1317,4
1318,8
1319,2
1320,3
1321,6
1322,0
1323,9
1324,3
1325,9
1326,6
1327,2
1328,2
1329,3
1330,1
1331,3
1332,6
1333,5
1334,8
1335,0
1336,8
1337,5
1338,2
1339,2
1340,8
1341,6
1342,8
1343,3
1344,9
1345,2
1346,4
1347,8
1348,8
1349,4
1350,3
1351,5
1352,9
1353,2
1354,3
1355,5
1356,7
1357,3
1358,0
1359,8
1360,8
1361,4
1362,4
1363,0
1364,2
1365,2
1366,7
1367,1
1368,6
1369,8
1370,9
1371,2
1372,7
1373,7
1374,5
1375,1
1376,2
1377,1
1378,8
1379,0
1380,8
1381,0
1382,1
1383,7
1384,9
1385,3
1386,3
1387,4
1388,7
1389,9
1390,8
1391,4
1392,8
1393,0
1394,0
1395,2
1396,0
1397,9
1398,5
1399,2
1400,0
1401,5
1402,0
1403,0
1404,5
1405,9
1406,3
1407,4
1408,1
1409,2
1410,4
1411,0
1412,4
1413,5
1414,0
1415,9
1416,4
1417,0
1418,2
1419,7
1420,3
1421,4
1422,1
1423,9
1424,2
1425,3
1426,8
1427,3
1428,5
1429,6
1430,1
1431,4
1432,3
1433,7
1434,1
1435,1
1436,7
1437,0
1438,2
1439,5
1440,7
1441,3
1442,2
1443,3
1444,4
1445,3
1446,8
1447,4
1448,3
