,training
0,1
1,9
2,9
3,8
4,6
5,5
6,3
7,3
8,9
9,4
10,8
11,7
12,5
13,2
14,4
15,2
16,9
17,4
18,9
19,0
20,8
21,4
22,6
23,3
24,9
25,9
26,7
27,4
28,4
29,0
30,6
31,8
32,1
33,9
34,4
35,1
36,5
37,4
38,3
39,4
40,8
41,3
42,2
43,9
44,5
45,2
46,3
47,3
48,2
49,3
50,7
51,7
52,9
53,7
54,1
55,7
56,3
57,5
58,4
59,3
60,4
61,7
62,5
63,3
64,3
65,6
66,4
67,2
68,6
69,1
70,4
71,6
72,4
73,7
74,3
75,8
76,0
77,5
78,2
79,7
80,7
81,6
82,1
83,7
84,6
85,9
86,8
87,8
88,8
89,6
90,8
91,6
92,4
93,1
94,8
95,9
96,3
97,4
98,4
99,2
100,8
101,5
102,0
103,6
104,9
105,3
106,2
107,5
108,3
109,7
110,1
111,3
112,4
113,3
114,7
115,6
116,8
117,1
118,9
119,5
120,9
121,6
122,1
123,3
124,4
125,7
126,6
127,6
128,5
129,7
130,5
131,5
132,4
133,9
134,4
135,1
136,7
137,1
138,9
139,8
140,5
141,1
142,7
143,9
144,0
145,6
146,3
147,9
148,7
149,0
150,8
151,6
152,2
153,9
154,3
155,6
156,4
157,6
158,7
159,4
160,1
161,0
162,9
163,3
164,7
165,8
166,9
167,8
168,6
169,6
170,6
171,7
172,7
173,7
174,2
175,6
176,8
177,1
178,0
179,4
180,7
181,4
182,2
183,1
184,8
185,8
186,0
187,6
188,1
189,4
190,4
191,2
192,8
193,2
194,2
195,9
196,3
197,6
198,8
199,5
200,6
201,0
202,7
203,6
204,1
205,6
206,5
207,8
208,1
209,1
210,1
211,3
212,4
213,4
214,9
215,6
216,3
217,8
218,4
219,4
220,2
221,2
222,8
223,3
224,1
225,1
226,4
227,4
228,5
229,0
230,8
231,0
232,4
233,0
234,3
235,9
236,6
237,6
238,5
239,9
240,9
241,1
242,9
243,6
244,2
245,5
246,4
247,3
248,7
249,0
250,9
251,7
252,3
253,6
254,9
255,4
256,3
257,9
258,3
259,4
260,2
261,6
262,9
263,1
264,5
265,4
266,8
267,1
268,7
269,7
270,7
271,0
272,8
273,6
274,6
275,6
276,0
277,3
278,4
279,9
280,2
281,9
282,8
283,9
284,4
285,3
286,7
287,6
288,5
289,4
290,3
291,2
292,4
293,7
294,0
295,4
296,8
297,8
298,8
299,6
300,9
301,0
302,3
303,7
304,3
305,8
306,7
307,4
308,9
309,3
310,2
311,3
312,7
313,8
314,4
315,6
316,1
317,2
318,4
319,9
320,8
321,5
322,0
323,3
324,6
325,5
326,1
327,0
328,0
329,2
330,1
331,3
332,5
333,0
334,5
335,3
336,8
337,2
338,0
339,6
340,4
341,6
342,3
343,5
344,1
345,6
346,5
347,4
348,7
349,4
350,9
351,2
352,0
353,7
354,7
355,2
356,9
357,3
358,3
359,8
360,6
361,6
362,7
363,0
364,7
365,4
366,5
367,6
368,7
369,4
370,1
371,9
372,6
373,9
374,2
375,5
376,0
377,1
378,9
379,0
380,5
381,7
382,6
383,2
384,0
385,4
386,2
387,5
388,1
389,7
390,4
391,1
392,9
393,0
394,2
395,6
396,2
397,0
398,2
399,0
400,1
401,6
402,9
403,2
404,8
405,2
406,1
407,6
408,9
409,4
410,4
411,2
412,3
413,6
414,5
415,2
416,0
417,2
418,8
419,8
420,4
421,1
422,3
423,9
424,2
425,8
426,5
427,1
428,3
429,8
430,2
431,5
432,9
433,8
434,3
435,9
436,9
437,2
438,1
439,5
440,4
441,4
442,2
443,9
444,1
445,7
446,3
447,4
448,7
449,5
450,8
451,2
452,1
453,8
454,7
455,9
456,2
457,4
458,2
459,0
460,8
461,5
462,4
463,0
464,6
465,3
466,2
467,6
468,8
469,5
470,1
471,9
472,2
473,2
474,5
475,6
476,3
477,3
478,6
479,1
480,2
481,2
482,5
483,2
484,1
485,3
486,7
487,1
488,8
489,5
490,3
491,9
492,8
493,8
494,2
495,9
496,5
497,2
498,7
499,0
500,4
501,0
502,0
503,3
504,3
505,1
506,2
507,2
508,0
509,7
510,2
511,2
512,7
513,1
514,5
515,1
516,4
517,7
518,8
519,6
520,3
521,6
522,8
523,4
524,6
525,2
526,5
527,7
528,4
529,6
530,3
531,4
532,4
533,9
534,2
535,4
536,5
537,0
538,7
539,0
540,7
541,6
542,5
543,2
544,1
545,5
546,7
547,1
548,1
549,2
550,0
551,6
552,6
553,2
554,3
555,3
556,3
557,5
558,1
559,9
560,5
561,6
562,3
563,8
564,6
565,9
566,3
567,7
568,0
569,3
570,5
571,7
572,7
573,1
574,9
575,1
576,8
577,7
578,9
579,6
580,4
581,9
582,9
583,5
584,1
585,7
586,4
587,2
588,8
589,7
590,7
591,4
592,7
593,6
594,2
595,0
596,4
597,1
598,7
599,1
600,2
601,2
602,8
603,4
604,4
605,1
606,4
607,2
608,0
609,6
610,3
611,3
612,2
613,3
614,5
615,7
616,0
617,0
618,3
619,3
620,6
621,8
622,8
623,1
624,0
625,2
626,2
627,3
628,1
629,8
630,1
631,7
632,6
633,3
634,8
635,4
636,2
637,3
638,8
639,6
640,7
641,6
642,2
643,0
644,4
645,9
646,4
647,3
648,1
649,6
650,7
651,8
652,9
653,5
654,6
655,5
656,0
657,6
658,8
659,8
660,0
661,6
662,1
663,0
664,7
665,3
666,6
667,5
668,2
669,7
670,2
671,5
672,3
673,5
674,1
675,8
676,8
677,6
678,9
679,6
680,4
681,6
682,3
683,3
684,6
685,4
686,6
687,4
688,3
689,4
690,5
691,9
692,8
693,3
694,7
695,0
696,0
697,2
698,7
699,1
700,2
701,1
702,0
703,9
704,7
705,1
706,9
707,3
708,1
709,3
710,9
711,7
712,7
713,5
714,8
715,5
716,7
717,8
718,2
719,1
720,3
721,3
722,2
723,2
724,7
725,9
726,8
727,8
728,2
729,8
730,4
731,4
732,3
733,0
734,1
735,8
736,6
737,7
738,1
739,0
740,7
741,0
742,3
743,8
744,5
745,7
746,2
747,5
748,6
749,6
750,4
751,2
752,1
753,1
754,2
755,7
756,4
757,8
758,9
759,3
760,6
761,1
762,0
763,6
764,3
765,2
766,8
767,6
768,4
769,4
770,6
771,2
772,8
773,3
774,8
775,6
776,2
777,9
778,2
779,5
780,2
781,2
782,3
783,0
784,3
785,5
786,9
787,0
788,5
789,3
790,2
791,8
792,5
793,1
794,9
795,5
796,4
797,1
798,8
799,4
800,7
801,0
802,3
803,5
804,8
805,5
806,5
807,6
808,7
809,8
810,7
811,0
812,8
813,9
814,6
815,2
816,1
817,3
818,0
819,5
820,5
821,9
822,6
823,1
824,6
825,9
826,2
827,1
828,0
829,2
830,4
831,1
832,3
833,4
834,0
835,6
836,6
837,5
838,0
839,4
840,6
841,8
842,4
843,9
844,4
845,3
846,9
847,0
848,2
849,7
850,8
851,5
852,6
853,3
854,4
855,6
856,6
857,0
858,4
859,5
860,3
861,7
862,7
863,4
864,0
865,1
866,5
867,7
868,7
869,3
870,2
871,6
872,2
873,4
874,7
875,0
876,2
877,2
878,8
879,0
880,1
881,9
882,3
883,4
884,1
885,0
886,0
887,0
888,9
889,5
890,7
891,2
892,9
893,7
894,8
895,6
896,5
897,7
898,4
899,8
900,5
901,1
902,1
903,9
904,4
905,4
906,6
907,5
908,5
909,1
910,2
911,5
912,5
913,9
914,1
915,3
916,2
917,2
918,0
919,3
920,0
921,0
922,3
923,8
924,9
925,6
926,3
927,4
928,1
929,3
930,2
931,1
932,7
933,5
934,3
935,5
936,0
937,5
938,1
939,5
940,7
941,8
942,1
943,9
944,2
945,9
946,6
947,5
948,9
949,8
950,4
951,8
952,9
953,5
954,5
955,5
956,1
957,7
958,4
959,5
960,7
961,8
962,0
963,3
964,2
965,2
966,8
967,0
968,7
969,8
970,8
971,8
972,0
973,0
974,6
975,0
976,1
977,8
978,6
979,9
980,9
981,9
982,5
983,4
984,2
985,5
986,0
987,8
988,9
989,0
990,9
991,0
992,8
993,2
994,2
995,0
996,8
997,9
998,1
999,1
1000,3
1001,0
1002,2
1003,6
1004,0
1005,6
1006,0
1007,1
1008,9
1009,2
1010,7
1011,8
1012,1
1013,9
1014,2
1015,7
1016,6
1017,8
1018,2
1019,8
1020,0
1021,0
1022,7
1023,4
1024,4
1025,7
1026,3
1027,1
1028,8
1029,8
1030,6
1031,1
1032,7
1033,2
1034,3
1035,2
1036,2
1037,5
1038,7
1039,9
1040,8
1041,7
1042,6
1043,9
1044,8
1045,4
1046,6
1047,5
1048,7
1049,9
1050,0
1051,6
1052,3
1053,8
1054,3
1055,2
1056,1
1057,5
1058,5
1059,0
1060,6
1061,7
1062,1
1063,8
1064,1
1065,5
1066,4
1067,0
1068,2
1069,4
1070,0
1071,9
1072,5
1073,8
1074,8
1075,9
1076,4
1077,0
1078,0
1079,9
1080,6
1081,7
1082,3
1083,1
1084,7
1085,0
1086,6
1087,4
1088,3
1089,7
1090,3
1091,2
1092,9
1093,1
1094,6
1095,4
1096,0
1097,2
1098,0
1099,6
1100,6
1101,2
1102,4
1103,4
1104,0
1105,2
1106,2
1107,8
1108,7
1109,4
1110,2
1111,9
1112,8
1113,7
1114,3
1115,6
1116,1
1117,4
1118,5
1119,1
1120,4
1121,0
1122,3
1123,8
1124,6
1125,8
1126,3
1127,5
1128,2
1129,7
1130,0
1131,3
1132,4
1133,1
1134,7
1135,2
1136,0
1137,2
1138,6
1139,1
1140,6
1141,8
1142,7
1143,9
1144,1
1145,1
1146,9
1147,5
1148,3
1149,9
1150,6
1151,0
1152,0
1153,0
1154,4
1155,0
1156,8
1157,6
1158,9
1159,8
1160,3
1161,8
1162,6
1163,4
1164,4
1165,9
1166,3
1167,9
1168,2
1169,6
1170,9
1171,4
1172,4
1173,9
1174,5
1175,8
1176,0
1177,1
1178,7
1179,7
1180,0
1181,4
1182,0
1183,4
1184,6
1185,4
1186,5
1187,4
1188,9
1189,8
1190,9
1191,6
1192,0
1193,4
1194,0
1195,0
1196,8
1197,8
1198,3
1199,5
1200,9
1201,3
1202,9
1203,5
1204,2
1205,4
1206,6
1207,5
1208,5
1209,5
1210,7
1211,6
1212,9
1213,8
1214,4
1215,4
1216,1
1217,8
1218,2
1219,7
1220,7
1221,8
1222,1
1223,5
1224,2
1225,9
1226,3
1227,7
1228,7
1229,3
1230,7
1231,5
1232,1
1233,0
1234,5
1235,7
1236,2
1237,9
1238,0
1239,3
1240,6
1241,9
1242,4
1243,4
1244,6
1245,7
1246,2
1247,6
1248,5
1249,4
1250,8
1251,5
1252,8
1253,8
1254,2
1255,2
1256,2
1257,2
1258,6
1259,8
1260,8
1261,7
1262,8
1263,2
1264,9
1265,3
1266,0
1267,0
1268,7
1269,8
1270,0
1271,9
1272,9
1273,8
1274,2
1275,1
1276,9
1277,5
1278,4
1279,6
1280,4
1281,5
1282,0
1283,4
1284,3
1285,1
1286,9
1287,6
1288,8
1289,4
1290,0
1291,7
1292,0
1293,6
1294,0
1295,3
1296,6
1297,9
1298,9
1299,7
1300,8
1301,7
1302,6
1303,2
1304,8
1305,5
1306,0
1307,4
1308,3
1309,8
1310,1
1311,7
1312,6
1313,7
1314,1
1315,5
1316,1
1317,2
1318,3
1319,1
1320,8
1321,4
1322,9
1323,5
1324,3
1325,6
1326,2
1327,7
1328,8
1329,7
1330,1
1331,9
1332,1
1333,5
1334,7
1335,3
1336,6
1337,2
1338,7
1339,9
1340,1
1341,1
1342,4
1343,4
