,training
0,3
1,5
2,7
3,4
4,7
5,9
6,9
7,2
8,5
9,9
10,9
11,4
12,1
13,5
14,0
15,2
16,9
17,2
18,8
19,6
20,8
21,5
22,4
23,1
24,5
25,5
26,1
27,7
28,9
29,6
30,7
31,8
32,6
33,4
34,2
35,1
36,7
37,1
38,4
39,4
40,7
41,3
42,4
43,0
44,8
45,2
46,5
47,3
48,2
49,0
50,5
51,3
52,1
53,1
54,8
55,0
56,2
57,8
58,1
59,9
60,2
61,6
62,9
63,6
64,1
65,2
66,4
67,7
68,9
69,7
70,7
71,0
72,3
73,6
74,2
75,3
76,2
77,4
78,1
79,2
80,9
81,0
82,6
83,5
84,9
85,0
86,5
87,9
88,2
89,0
90,6
91,6
92,9
93,4
94,2
95,2
96,2
97,3
98,3
99,1
100,8
101,5
102,9
103,0
104,1
105,6
106,8
107,4
108,7
109,9
110,0
111,2
112,0
113,5
114,4
115,8
116,8
117,5
118,7
119,3
120,7
121,0
122,1
123,2
124,3
125,0
126,0
127,2
128,6
129,6
130,4
131,2
132,9
133,9
134,4
135,2
136,0
137,5
138,1
139,9
140,1
141,7
142,7
143,8
144,2
145,4
146,9
147,2
148,8
149,7
150,4
151,8
152,9
153,9
154,4
155,8
156,6
157,7
158,6
159,2
160,4
161,2
162,3
163,3
164,6
165,3
166,6
167,6
168,4
169,5
170,0
171,4
172,6
173,5
174,6
175,5
176,4
177,8
178,0
179,8
180,0
181,9
182,7
183,3
184,9
185,6
186,6
187,0
188,2
189,5
190,2
191,2
192,7
193,8
194,5
195,5
196,8
197,2
198,3
199,1
200,5
201,8
202,2
203,1
204,6
205,7
206,4
207,5
208,0
209,3
210,0
211,9
212,2
213,9
214,9
215,3
216,5
217,0
218,7
219,9
220,8
221,5
222,2
223,8
224,9
225,5
226,4
227,3
228,1
229,5
230,1
231,5
232,2
233,4
234,9
235,6
236,4
237,2
238,3
239,3
240,3
241,6
242,5
243,0
244,2
245,5
246,1
247,5
248,4
249,4
250,3
251,9
252,8
253,3
254,3
255,7
256,3
257,3
258,6
259,7
260,1
261,2
262,8
