,training
0,2
1,5
2,6
3,7
4,2
5,8
6,7
7,8
8,3
9,3
10,6
11,2
12,0
13,6
14,2
15,7
16,9
17,6
18,7
19,0
20,8
21,2
22,9
23,1
24,9
25,1
26,2
27,1
28,3
29,0
30,2
31,0
32,9
33,0
34,8
35,4
36,0
37,3
38,8
39,3
40,5
41,4
42,1
43,7
44,9
45,4
46,9
47,4
48,6
49,6
50,3
51,9
52,3
53,4
54,0
55,8
56,0
57,0
58,4
59,5
60,0
61,0
62,4
63,8
64,1
65,7
66,1
67,1
68,1
69,6
70,1
71,8
72,9
73,4
74,6
75,5
76,1
77,2
78,5
79,6
80,5
81,1
82,4
83,1
84,9
85,4
86,0
87,3
88,3
89,9
90,6
91,1
92,1
93,4
94,0
95,1
96,7
97,5
98,7
99,0
100,2
101,9
102,2
103,9
104,9
105,7
106,3
107,1
108,3
109,3
110,7
111,1
112,0
113,2
114,6
115,0
116,6
117,4
118,2
119,7
120,6
121,5
122,1
123,2
124,5
125,1
126,0
127,4
128,6
129,5
130,8
131,1
132,3
133,5
134,3
135,3
136,6
137,0
138,1
139,4
140,4
141,2
142,0
143,2
144,1
145,2
146,3
147,5
148,7
149,2
150,2
151,2
152,1
153,5
154,9
155,4
156,5
157,5
158,2
159,9
160,8
161,2
162,3
163,9
164,5
165,7
166,6
167,2
168,9
169,0
170,4
171,9
172,6
173,6
174,7
175,5
176,7
177,9
178,2
179,0
180,4
181,1
182,9
183,3
184,1
185,9
186,9
187,7
188,7
189,9
190,5
191,8
192,3
193,2
194,2
195,0
196,4
197,0
198,2
199,5
200,3
201,8
202,2
203,3
204,4
205,7
206,0
207,9
208,6
209,7
210,7
211,6
212,6
213,1
214,4
215,7
216,3
217,3
218,4
219,1
220,2
221,1
222,3
223,1
224,4
225,5
226,1
227,9
228,6
229,0
230,0
231,7
232,6
233,8
234,7
235,1
236,2
237,3
238,0
239,4
240,7
241,9
242,9
243,2
244,4
245,4
246,5
247,7
248,3
249,4
250,2
251,6
252,3
253,3
254,2
255,4
256,7
257,7
258,8
259,6
260,6
261,9
262,9
263,9
264,7
265,3
266,5
267,5
268,0
269,9
270,9
271,5
272,9
273,1
274,4
275,2
276,2
277,5
278,5
279,2
280,5
281,5
282,3
283,1
284,2
285,4
286,2
287,9
288,2
289,8
290,6
291,2
292,6
293,4
294,6
295,0
296,4
297,9
298,7
299,9
300,0
301,8
302,2
303,4
304,9
