,training
0,8
1,5
2,2
3,7
4,7
5,6
6,5
7,8
8,0
9,6
10,7
11,0
12,9
13,6
14,8
15,9
16,4
17,4
18,5
19,8
20,9
21,6
22,9
23,1
24,2
25,1
26,6
27,2
28,9
29,3
30,2
31,5
32,7
33,6
34,7
35,4
36,6
37,1
38,3
39,9
40,4
41,0
42,9
43,3
44,7
45,6
46,0
47,0
48,5
49,2
50,4
51,8
52,5
53,9
54,4
55,8
56,2
57,0
58,4
59,2
60,4
61,8
62,5
63,7
64,3
65,6
66,4
67,3
68,0
69,5
70,9
71,7
72,5
73,0
74,9
75,6
76,2
77,2
78,9
79,8
80,8
81,8
82,1
83,4
84,3
85,9
86,7
87,6
88,4
89,0
90,9
91,6
92,3
93,2
94,0
95,4
96,6
97,2
98,6
99,5
100,2
101,0
102,7
103,3
104,6
105,7
106,9
107,0
108,9
109,8
110,7
111,2
112,3
113,2
114,2
115,9
116,0
117,3
118,2
119,0
120,0
121,5
122,4
123,0
124,0
125,4
126,6
127,8
128,6
129,8
130,0
131,5
132,8
133,7
134,3
135,5
136,3
137,0
138,5
139,0
140,2
141,8
142,2
143,0
144,8
145,4
146,0
147,2
148,1
149,6
150,0
151,7
152,4
153,9
154,0
155,1
156,9
157,1
158,0
159,1
160,8
161,0
162,0
163,9
164,5
165,7
166,4
167,3
168,2
169,3
170,5
171,4
172,8
173,8
174,5
175,3
176,5
177,4
178,2
179,8
180,6
181,2
182,6
183,6
184,6
185,8
186,1
187,8
188,4
189,1
190,0
191,2
192,3
193,8
194,1
195,4
196,7
197,6
198,9
199,7
200,3
201,3
202,5
203,8
204,9
205,9
206,2
207,5
208,5
209,4
210,1
211,3
212,0
213,4
214,5
215,4
216,9
217,0
218,4
219,6
220,5
221,6
222,8
223,1
224,4
225,2
226,7
227,4
228,5
229,7
230,4
231,3
232,0
233,9
234,0
235,3
236,3
237,0
238,7
239,7
240,2
241,5
242,3
243,5
244,7
245,7
246,0
247,0
248,0
249,4
250,9
251,0
252,1
253,8
254,3
255,9
256,1
257,7
258,2
259,4
260,7
261,7
262,9
263,3
264,0
265,2
266,6
267,7
268,5
269,4
270,4
271,8
272,2
273,9
274,7
275,0
276,6
277,6
278,5
279,8
280,4
281,3
282,4
283,2
284,4
285,7
286,7
287,5
288,0
289,9
290,2
291,8
292,2
293,5
294,2
295,2
296,6
297,2
298,6
299,4
300,8
301,7
302,9
303,0
304,4
305,0
306,4
307,0
308,8
309,9
310,8
311,5
312,2
313,8
314,7
315,0
316,0
317,2
318,8
319,9
320,1
321,4
322,8
323,9
324,7
325,4
326,1
327,7
328,6
329,9
330,3
331,2
332,4
333,9
334,9
335,2
336,2
337,7
338,2
339,0
340,2
341,4
342,3
343,3
344,3
345,6
346,2
347,5
348,5
349,5
350,5
351,7
352,1
353,3
354,7
355,7
356,6
357,9
358,5
359,1
360,5
361,6
362,5
363,0
364,7
365,2
366,7
367,7
368,6
369,1
370,1
371,4
372,9
373,2
374,3
375,3
376,0
377,7
378,8
379,4
380,1
381,9
382,9
383,5
384,1
385,0
386,5
387,3
388,1
389,8
390,6
391,4
392,6
393,4
394,9
395,6
396,7
397,1
398,8
399,4
400,9
401,6
402,8
403,6
404,1
405,9
406,1
407,6
408,2
409,5
410,1
411,2
412,1
413,9
414,6
415,6
416,7
417,0
418,8
419,5
420,3
421,6
422,5
423,8
424,1
425,9
426,0
427,2
428,7
429,6
430,4
431,9
432,5
433,9
434,8
435,7
436,9
437,8
438,9
439,6
440,0
441,0
442,3
443,1
444,1
445,8
446,0
447,4
448,4
449,0
450,1
451,1
452,8
453,1
454,2
455,3
456,9
457,3
458,6
459,5
460,7
461,6
462,5
463,0
464,5
465,1
466,5
467,9
468,3
469,5
470,0
471,0
472,7
473,6
474,3
475,1
476,5
477,8
478,8
479,3
480,9
481,8
482,1
483,3
484,3
485,3
486,9
487,9
488,3
489,3
490,5
491,2
492,7
493,4
494,9
495,9
496,5
497,1
498,1
499,4
500,2
501,2
502,8
503,6
504,6
505,3
506,2
507,8
508,6
509,7
510,2
511,0
512,8
513,2
514,6
515,1
516,2
517,9
518,6
519,2
520,6
521,4
522,6
523,2
524,3
525,5
526,0
527,3
528,7
529,3
530,5
531,8
532,2
533,1
534,2
535,5
536,0
537,1
538,8
539,4
540,1
541,0
542,3
543,9
544,0
545,7
546,5
547,9
548,4
549,8
550,4
551,4
552,4
553,0
554,0
555,6
556,0
557,7
558,9
559,6
560,6
561,0
562,2
563,9
564,6
565,2
566,5
567,7
568,7
569,3
570,3
571,2
572,1
573,1
574,7
575,2
576,6
577,3
578,7
579,0
580,2
581,9
582,9
583,6
584,6
585,0
586,6
587,7
588,1
589,3
590,3
591,3
592,4
593,3
594,8
595,9
596,1
597,3
598,8
599,0
600,2
601,8
602,8
603,8
604,7
605,8
606,7
607,4
608,5
609,9
610,5
611,9
612,2
613,9
614,9
615,1
616,9
617,3
618,7
619,3
620,1
621,8
622,5
623,1
624,2
625,3
626,3
627,1
628,2
629,5
630,4
631,5
632,1
633,9
634,2
635,4
636,7
637,1
638,2
639,8
640,2
641,5
642,0
643,2
644,2
645,4
646,1
647,0
648,7
649,0
650,2
651,2
652,9
653,1
654,6
655,2
656,7
657,5
658,0
659,0
660,0
661,2
662,3
663,2
664,5
665,8
666,2
667,4
668,7
669,2
670,1
671,4
672,5
673,7
674,6
675,6
676,6
677,0
678,8
679,8
680,1
681,4
682,6
683,3
684,0
685,8
686,9
687,5
688,2
689,5
690,2
691,7
692,9
693,2
694,2
695,8
