,training
0,8.0
1,8.0
2,8.0
3,2.0
4,8.0
5,0.0
6,0.0
7,2.0
8,2.0
9,9.0
10,1.0
11,0.0
12,5.0
13,0.0
14,8.0
15,6.0
16,7.0
17,0.0
18,8.0
19,5.0
20,8.0
21,6.0
22,3.0
23,1.0
24,6.0
25,0.0
26,3.0
27,1.0
28,0.0
29,8.0
30,4.0
31,4.0
32,2.0
33,2.0
34,8.0
35,3.0
36,6.0
37,5.0
38,3.0
39,8.0
40,6.0
41,8.0
42,8.0
43,6.0
44,7.0
45,1.0
46,6.0
47,1.0
48,6.0
49,2.0
50,6.0
51,6.0
52,9.0
53,0.0
54,6.0
55,0.0
56,3.0
57,0.0
58,2.0
59,6.0
60,5.0
61,3.0
62,0.0
63,0.0
64,8.0
65,3.0
66,6.0
67,3.0
68,2.0
69,5.0
70,2.0
71,3.0
72,6.0
73,2.0
74,6.0
75,1.0
76,1.0
77,0.0
78,9.0
79,1.0
80,2.0
81,5.0
82,8.0
83,6.0
84,8.0
85,3.0
86,7.0
87,4.0
88,5.0
89,9.0
90,9.0
91,8.0
92,7.0
93,0.0
94,0.0
95,1.0
96,7.0
97,7.0
98,7.0
99,0.0
100,5.0
101,1.0
102,9.0
103,7.0
104,4.0
105,2.0
106,9.0
107,6.0
108,2.0
109,7.0
110,6.0
111,5.0
112,7.0
113,2.0
114,5.0
115,2.0
116,4.0
117,0.0
118,5.0
119,8.0
120,4.0
121,2.0
122,6.0
123,5.0
124,3.0
125,4.0
126,9.0
127,2.0
128,5.0
129,9.0
130,5.0
131,8.0
132,4.0
133,8.0
134,0.0
135,7.0
136,4.0
137,1.0
138,9.0
139,8.0
140,9.0
141,6.0
142,9.0
143,9.0
144,9.0
145,5.0
146,4.0
147,2.0
148,5.0
149,7.0
150,0.0
151,9.0
152,6.0
153,9.0
154,2.0
155,2.0
156,4.0
157,2.0
158,8.0
159,3.0
160,6.0
161,6.0
162,2.0
163,4.0
164,6.0
165,0.0
166,5.0
167,3.0
168,4.0
169,6.0
170,5.0
171,1.0
172,7.0
173,0.0
174,0.0
175,1.0
176,7.0
177,9.0
178,1.0
179,2.0
180,8.0
181,7.0
182,0.0
183,5.0
184,3.0
185,6.0
186,0.0
187,4.0
188,6.0
189,7.0
190,7.0
191,7.0
192,5.0
193,1.0
194,8.0
195,9.0
196,4.0
197,4.0
198,6.0
199,0.0
200,0.0
201,5.0
202,6.0
203,3.0
204,6.0
205,5.0
206,9.0
207,8.0
208,3.0
209,2.0
210,1.0
211,3.0
212,7.0
213,1.0
214,4.0
215,6.0
216,6.0
217,2.0
218,6.0
219,7.0
220,1.0
221,1.0
222,4.0
223,5.0
224,5.0
225,5.0
226,0.0
227,7.0
228,2.0
229,0.0
230,2.0
231,2.0
232,7.0
233,7.0
234,7.0
235,8.0
236,1.0
237,6.0
238,6.0
239,6.0
240,9.0
241,6.0
242,4.0
243,7.0
244,1.0
245,0.0
246,3.0
247,6.0
248,6.0
249,2.0
250,1.0
251,6.0
252,2.0
253,2.0
254,4.0
255,3.0
256,4.0
257,8.0
258,3.0
259,2.0
260,3.0
261,5.0
262,3.0
263,1.0
264,4.0
265,1.0
266,1.0
267,5.0
268,9.0
269,7.0
270,3.0
271,5.0
272,0.0
273,5.0
274,8.0
275,9.0
276,8.0
277,5.0
278,8.0
279,8.0
280,0.0
281,8.0
282,0.0
283,5.0
284,0.0
285,9.0
286,1.0
287,9.0
288,8.0
289,7.0
290,5.0
291,5.0
292,1.0
293,3.0
294,2.0
295,8.0
296,0.0
297,7.0
298,7.0
299,7.0
300,7.0
301,8.0
302,5.0
303,9.0
304,8.0
305,9.0
306,3.0
307,7.0
308,1.0
309,4.0
310,8.0
311,9.0
312,5.0
313,4.0
314,6.0
315,9.0
316,3.0
317,0.0
318,1.0
319,9.0
320,4.0
321,8.0
322,5.0
323,8.0
324,9.0
325,1.0
326,5.0
327,6.0
328,9.0
329,2.0
330,3.0
331,7.0
332,2.0
333,0.0
334,6.0
335,9.0
336,2.0
337,2.0
338,6.0
339,4.0
340,1.0
341,3.0
342,4.0
343,4.0
344,1.0
345,2.0
346,1.0
347,7.0
348,2.0
349,4.0
