,training
0,8.0
1,9.0
2,5.0
3,2.0
4,1.0
5,4.0
6,1.0
7,3.0
8,8.0
9,3.0
10,0.0
11,5.0
12,1.0
13,5.0
14,3.0
15,5.0
16,1.0
17,4.0
18,7.0
19,5.0
20,5.0
21,7.0
22,0.0
23,2.0
24,1.0
25,9.0
26,8.0
27,4.0
28,5.0
29,0.0
30,1.0
31,7.0
32,7.0
33,0.0
34,5.0
35,6.0
36,9.0
37,7.0
38,7.0
39,6.0
40,5.0
41,0.0
42,7.0
43,1.0
44,7.0
45,3.0
46,9.0
47,4.0
48,3.0
49,8.0
50,5.0
51,0.0
52,0.0
53,0.0
54,4.0
55,4.0
56,9.0
57,3.0
58,5.0
59,9.0
60,0.0
61,2.0
62,0.0
63,6.0
64,4.0
65,3.0
66,8.0
67,4.0
68,2.0
69,4.0
70,0.0
71,9.0
72,2.0
73,3.0
74,0.0
75,0.0
76,7.0
77,4.0
78,1.0
79,6.0
80,7.0
81,1.0
82,7.0
83,0.0
84,4.0
85,6.0
86,8.0
87,7.0
88,5.0
89,3.0
90,7.0
91,7.0
92,9.0
93,3.0
94,0.0
95,5.0
96,8.0
97,9.0
98,0.0
99,6.0
100,4.0
101,3.0
102,8.0
103,7.0
104,6.0
105,7.0
106,3.0
107,8.0
108,7.0
109,4.0
110,2.0
111,3.0
112,6.0
113,7.0
114,2.0
115,4.0
116,0.0
117,9.0
118,3.0
119,8.0
120,9.0
121,8.0
122,0.0
123,8.0
124,9.0
125,3.0
126,4.0
127,0.0
128,8.0
129,9.0
130,4.0
131,4.0
132,1.0
133,9.0
134,9.0
135,1.0
136,6.0
137,2.0
138,2.0
139,4.0
140,7.0
141,0.0
142,0.0
143,1.0
144,9.0
145,7.0
146,0.0
147,7.0
148,0.0
149,9.0
150,3.0
151,4.0
152,4.0
153,2.0
154,7.0
155,3.0
156,7.0
157,5.0
158,3.0
159,7.0
160,1.0
161,0.0
162,2.0
163,2.0
164,2.0
165,2.0
166,3.0
167,4.0
168,7.0
169,7.0
170,3.0
171,6.0
172,8.0
173,7.0
174,8.0
175,8.0
176,7.0
177,6.0
178,7.0
179,7.0
180,2.0
181,2.0
182,5.0
183,9.0
184,7.0
185,1.0
186,5.0
187,6.0
188,5.0
189,1.0
190,8.0
191,8.0
192,1.0
193,8.0
194,6.0
195,0.0
196,9.0
197,9.0
198,6.0
199,0.0
200,7.0
201,1.0
202,3.0
203,1.0
204,7.0
205,7.0
206,5.0
207,6.0
208,2.0
209,9.0
210,4.0
211,5.0
212,7.0
213,7.0
214,2.0
215,9.0
216,6.0
217,3.0
218,0.0
219,7.0
220,0.0
221,2.0
222,3.0
223,5.0
224,6.0
225,5.0
226,0.0
227,6.0
228,6.0
229,0.0
230,6.0
231,5.0
232,3.0
233,3.0
234,4.0
235,0.0
236,9.0
237,0.0
238,8.0
239,4.0
240,1.0
241,4.0
242,2.0
243,3.0
244,6.0
245,4.0
246,8.0
247,2.0
248,0.0
249,7.0
250,5.0
251,9.0
252,8.0
253,4.0
254,9.0
255,8.0
256,3.0
257,7.0
258,2.0
259,0.0
260,0.0
261,7.0
262,8.0
263,2.0
264,0.0
265,2.0
266,9.0
267,9.0
268,9.0
269,3.0
270,3.0
271,1.0
272,2.0
273,3.0
274,3.0
275,8.0
276,7.0
277,9.0
278,4.0
279,8.0
280,3.0
281,9.0
282,9.0
283,4.0
284,5.0
285,0.0
286,3.0
287,0.0
288,1.0
289,7.0
290,1.0
291,6.0
292,8.0
293,5.0
294,6.0
295,0.0
296,5.0
297,0.0
298,5.0
299,8.0
300,7.0
301,3.0
302,2.0
303,7.0
304,0.0
305,6.0
306,0.0
307,4.0
308,3.0
309,5.0
310,1.0
311,5.0
312,5.0
313,5.0
314,1.0
315,3.0
316,5.0
317,9.0
318,7.0
319,7.0
320,8.0
321,4.0
322,3.0
323,6.0
324,0.0
325,7.0
326,2.0
327,4.0
328,2.0
329,8.0
330,5.0
331,8.0
332,9.0
333,1.0
334,9.0
335,3.0
336,3.0
337,6.0
338,3.0
339,0.0
340,7.0
341,9.0
342,5.0
343,8.0
344,4.0
345,8.0
346,9.0
347,8.0
348,6.0
349,4.0
350,0.0
351,6.0
352,0.0
353,0.0
354,6.0
355,7.0
356,4.0
357,4.0
358,8.0
359,2.0
360,8.0
361,2.0
362,3.0
363,7.0
364,9.0
365,2.0
366,1.0
367,1.0
368,2.0
369,5.0
370,6.0
371,1.0
372,5.0
373,9.0
374,1.0
375,4.0
376,1.0
377,7.0
378,3.0
379,2.0
380,2.0
381,8.0
382,4.0
383,9.0
384,4.0
385,8.0
386,0.0
387,7.0
388,2.0
389,4.0
390,2.0
391,2.0
392,4.0
393,3.0
394,1.0
395,9.0
396,0.0
397,8.0
398,4.0
399,0.0
400,4.0
401,6.0
402,8.0
403,9.0
404,4.0
405,1.0
406,5.0
407,7.0
408,0.0
409,3.0
410,9.0
411,0.0
412,5.0
413,2.0
414,2.0
415,8.0
416,2.0
417,8.0
418,9.0
419,5.0
420,9.0
421,5.0
422,9.0
423,9.0
424,1.0
425,1.0
426,4.0
427,2.0
428,8.0
429,5.0
430,4.0
431,4.0
432,3.0
433,4.0
434,7.0
435,1.0
436,4.0
437,9.0
438,1.0
439,6.0
440,5.0
441,1.0
442,6.0
443,2.0
444,3.0
445,2.0
446,1.0
447,4.0
448,1.0
449,2.0
450,8.0
451,5.0
452,6.0
453,0.0
454,2.0
455,8.0
456,6.0
457,0.0
458,2.0
459,5.0
460,9.0
461,8.0
462,4.0
463,2.0
464,9.0
465,0.0
466,7.0
467,1.0
468,0.0
469,8.0
470,9.0
471,9.0
472,3.0
473,4.0
474,0.0
475,8.0
476,6.0
477,8.0
478,3.0
479,8.0
480,0.0
481,6.0
482,8.0
483,7.0
484,0.0
485,4.0
486,6.0
487,0.0
488,1.0
489,6.0
490,2.0
491,6.0
492,7.0
493,1.0
494,1.0
495,1.0
496,6.0
497,9.0
498,0.0
499,6.0
500,2.0
501,8.0
502,5.0
503,0.0
504,3.0
505,2.0
506,1.0
507,6.0
508,6.0
509,5.0
510,9.0
511,1.0
512,7.0
513,5.0
514,8.0
515,2.0
516,4.0
517,5.0
518,8.0
519,0.0
520,0.0
521,2.0
522,2.0
523,8.0
524,6.0
525,2.0
526,0.0
527,3.0
528,8.0
529,5.0
530,2.0
531,2.0
532,4.0
533,0.0
534,7.0
535,4.0
536,6.0
537,5.0
538,7.0
539,6.0
540,8.0
541,3.0
542,0.0
543,0.0
544,1.0
545,3.0
546,0.0
547,5.0
548,2.0
549,8.0
550,3.0
551,8.0
552,8.0
553,2.0
554,8.0
555,3.0
556,0.0
557,8.0
558,4.0
559,1.0
560,4.0
561,4.0
562,8.0
563,8.0
564,4.0
565,5.0
566,3.0
567,8.0
568,8.0
569,3.0
570,4.0
571,3.0
572,7.0
573,2.0
574,6.0
575,5.0
576,0.0
577,2.0
578,4.0
579,0.0
580,8.0
581,4.0
582,2.0
583,1.0
584,5.0
585,5.0
586,2.0
587,8.0
588,3.0
589,9.0
590,9.0
591,0.0
592,4.0
593,1.0
594,7.0
595,8.0
596,7.0
597,3.0
598,4.0
599,2.0
600,0.0
601,5.0
602,7.0
603,7.0
604,5.0
605,7.0
606,7.0
607,0.0
608,0.0
609,7.0
610,2.0
611,8.0
612,5.0
613,1.0
614,2.0
615,1.0
616,3.0
617,1.0
618,9.0
619,3.0
620,9.0
621,7.0
622,0.0
623,7.0
624,2.0
625,5.0
626,6.0
627,6.0
628,7.0
629,9.0
630,0.0
631,6.0
632,6.0
633,4.0
634,3.0
635,2.0
636,7.0
637,4.0
638,2.0
639,6.0
640,7.0
641,1.0
642,2.0
643,7.0
644,6.0
645,8.0
646,9.0
647,5.0
648,7.0
649,7.0
650,2.0
651,2.0
652,2.0
653,2.0
654,4.0
655,6.0
656,9.0
657,9.0
658,6.0
659,4.0
660,6.0
661,7.0
662,4.0
663,4.0
664,0.0
665,8.0
666,9.0
667,0.0
668,5.0
669,4.0
670,8.0
671,3.0
672,9.0
673,1.0
674,6.0
675,8.0
676,2.0
677,8.0
678,7.0
679,1.0
680,1.0
681,0.0
682,1.0
683,3.0
684,9.0
685,5.0
686,4.0
687,9.0
688,9.0
689,9.0
690,3.0
691,7.0
692,0.0
693,4.0
694,7.0
695,8.0
696,9.0
697,5.0
698,7.0
699,8.0
