,training
0,4
1,3
2,8
3,2
4,1
5,2
6,6
7,4
8,0
9,7
10,1
11,0
12,2
13,9
14,2
15,3
16,7
17,0
18,3
19,9
20,1
21,3
22,1
23,1
24,6
25,5
26,0
27,5
28,9
29,2
30,4
31,8
32,6
33,6
34,5
35,1
36,6
37,0
38,6
39,6
40,2
41,5
42,7
43,9
44,4
45,7
46,9
47,6
48,0
49,2
50,2
51,6
52,3
53,1
54,5
55,7
56,0
57,1
58,2
59,5
60,8
61,2
62,0
63,4
64,0
65,1
66,8
67,9
68,2
69,5
70,0
71,4
72,4
73,8
74,6
75,1
76,7
77,8
78,4
79,8
80,6
81,7
82,8
83,4
84,6
85,6
86,9
87,2
88,1
89,5
90,7
91,8
92,1
93,6
94,4
95,5
96,3
97,4
98,9
99,5
100,6
101,1
102,0
103,6
104,5
105,5
106,3
107,8
108,7
109,7
110,7
111,1
112,9
113,8
114,7
115,4
116,6
117,5
118,0
119,7
120,8
121,7
122,8
123,9
124,9
125,1
126,2
127,7
128,4
129,7
130,5
131,7
132,4
133,9
134,0
135,2
136,4
137,6
138,8
139,0
140,5
141,6
142,8
143,1
144,7
145,2
146,5
147,1
148,3
149,8
150,5
151,5
152,5
153,2
154,8
155,6
156,5
157,3
158,0
159,1
160,1
161,1
162,7
163,2
164,1
165,7
166,2
167,0
168,3
169,9
170,9
171,9
172,6
173,3
174,4
175,2
176,1
177,5
178,3
179,5
180,7
181,2
182,3
183,7
184,4
185,5
186,0
187,4
188,0
189,4
190,7
191,6
192,9
193,3
194,0
195,3
196,6
197,3
198,4
199,6
200,2
201,1
202,8
203,5
204,5
205,2
206,6
207,8
208,2
209,5
210,7
211,8
212,5
213,5
214,3
215,2
216,9
217,8
218,0
219,9
220,2
221,1
222,4
223,6
224,6
225,6
226,6
227,8
228,9
229,7
230,1
231,0
232,5
233,2
234,9
235,5
236,7
237,0
238,3
239,1
240,3
241,5
242,8
243,2
244,3
245,4
246,5
247,5
248,3
249,9
250,1
251,9
252,5
253,8
254,9
255,6
256,7
257,8
258,3
259,6
260,4
261,6
262,2
263,5
264,2
265,3
266,5
267,0
268,0
269,0
270,7
271,8
272,4
273,7
274,3
275,1
276,4
277,1
278,9
279,5
280,6
281,4
282,1
283,3
284,7
285,5
286,2
287,8
288,6
289,3
290,1
291,5
292,2
293,9
294,0
295,8
296,7
297,9
298,4
299,7
300,4
301,5
302,2
303,2
304,4
305,2
306,3
307,8
308,3
309,3
310,0
311,3
312,6
313,4
314,3
315,9
316,2
317,1
318,2
319,9
320,4
321,0
322,2
323,9
324,4
325,5
326,5
327,4
328,5
329,4
330,9
331,2
332,8
333,1
334,0
335,7
336,4
337,2
338,3
339,0
340,6
341,0
342,4
343,2
344,8
345,8
346,9
347,7
348,0
349,8
350,3
351,8
352,2
353,7
354,0
355,9
356,5
357,0
358,4
359,8
360,9
361,1
362,2
363,3
364,2
365,4
366,6
367,0
368,7
369,3
370,2
371,6
372,2
373,5
374,5
375,5
376,2
377,9
378,4
379,3
380,5
381,0
382,7
383,1
384,5
385,0
386,0
387,6
388,5
389,6
390,0
391,3
392,2
393,1
394,6
395,8
396,2
397,1
398,9
399,9
400,3
401,2
402,3
403,4
404,6
405,2
406,5
407,0
408,6
409,8
410,9
411,9
412,2
413,6
414,8
415,8
416,6
417,5
418,9
419,8
420,1
421,2
422,3
423,8
424,3
425,1
426,6
427,5
428,4
429,0
430,1
431,9
432,6
433,1
434,1
435,8
436,6
437,5
438,2
439,4
440,0
441,2
442,3
443,7
444,0
445,2
446,3
447,8
448,0
449,6
450,2
451,4
452,8
453,2
454,3
455,4
456,2
457,6
458,3
459,0
460,4
461,4
462,4
463,7
464,4
465,1
466,3
467,7
468,7
469,4
470,3
471,2
472,5
473,3
474,0
475,2
476,5
477,4
478,4
479,6
480,7
481,5
482,9
483,0
484,8
485,9
486,5
487,0
488,4
489,8
490,2
491,1
492,4
493,0
494,1
495,8
496,0
497,7
498,0
499,4
500,6
501,2
502,4
503,3
504,9
505,0
506,4
507,0
508,0
509,6
510,0
511,4
512,5
513,7
514,4
515,4
516,6
517,6
518,4
519,8
520,6
521,8
522,1
523,3
524,7
525,5
526,7
527,5
528,0
529,5
530,5
531,0
532,9
533,6
534,4
535,5
536,8
537,3
538,7
539,1
540,9
541,9
542,8
543,1
544,1
545,1
546,1
547,8
548,2
549,8
550,5
551,9
552,2
553,0
554,0
555,1
556,0
557,7
558,5
559,0
560,8
561,1
562,3
563,7
564,7
565,2
566,7
567,1
568,0
569,4
570,8
571,7
572,3
573,2
574,9
575,6
576,2
577,2
578,8
579,0
580,1
581,5
582,8
583,3
584,9
585,0
586,8
587,8
588,1
589,1
590,3
591,2
592,3
593,4
594,8
595,1
596,8
597,4
598,8
599,0
600,7
601,2
602,5
603,4
604,5
605,4
606,7
607,6
608,4
609,4
610,5
611,2
612,7
613,5
614,6
615,8
616,7
617,7
618,8
619,5
620,7
621,7
622,7
623,7
624,1
625,9
626,8
627,7
628,1
629,2
630,5
631,3
632,7
633,2
634,5
635,6
636,1
637,0
638,2
639,6
640,6
641,0
642,0
643,6
644,1
645,5
646,8
647,1
648,2
649,0
650,8
651,2
652,9
653,7
654,3
655,7
656,7
657,8
658,8
659,6
660,5
661,3
662,3
663,2
664,8
665,4
666,3
667,6
668,0
669,1
670,3
671,2
672,9
673,7
674,6
675,9
676,4
677,3
678,7
679,0
680,0
681,1
682,7
683,6
684,8
685,2
686,5
687,5
688,3
689,5
690,9
691,2
692,7
693,2
694,0
695,9
696,4
697,4
698,8
699,6
700,2
701,2
702,5
703,0
704,3
705,3
706,8
707,9
708,1
709,5
710,6
711,1
712,8
713,9
714,5
715,4
716,8
717,6
718,6
719,2
720,9
721,9
722,2
723,0
724,4
725,9
726,5
727,1
728,9
729,2
730,9
731,1
732,7
733,6
734,7
735,2
736,7
737,6
738,0
739,5
740,9
741,5
742,9
743,9
744,8
745,2
746,7
747,3
748,4
749,6
750,6
751,4
752,2
753,3
754,1
755,2
756,9
757,0
758,7
759,1
760,7
761,2
762,1
763,3
764,6
765,5
766,6
767,1
768,4
769,2
770,3
771,0
772,8
773,3
774,5
775,8
776,0
777,3
778,3
779,1
780,6
781,9
782,4
783,0
784,7
785,5
786,6
787,8
788,1
789,5
790,0
791,3
792,0
793,2
794,2
795,4
796,1
797,6
798,8
799,1
800,3
801,4
802,9
803,8
804,4
805,7
806,3
807,9
808,2
809,3
810,0
811,9
812,5
813,0
814,1
815,2
816,1
817,0
818,3
819,4
820,7
821,8
822,1
823,2
824,6
825,4
826,8
827,4
828,7
829,9
830,2
831,7
832,7
833,2
834,7
835,8
836,9
837,0
838,3
839,6
840,9
841,7
842,5
843,5
844,6
845,1
846,9
847,6
848,5
849,4
850,4
851,7
852,1
853,3
854,5
855,4
856,4
857,0
858,6
859,6
860,9
861,7
862,8
863,8
864,2
865,3
866,8
867,7
868,6
869,0
870,7
871,1
872,6
873,9
874,0
875,8
876,2
877,5
878,8
879,7
880,6
881,0
882,7
883,6
884,2
885,7
886,0
887,9
888,4
889,0
890,1
891,2
892,4
893,5
894,0
895,0
896,5
897,8
898,4
899,8
900,4
901,3
902,8
903,2
904,1
905,4
906,2
907,0
908,6
909,9
910,9
911,0
912,9
913,4
914,9
915,9
916,9
917,1
918,7
919,6
920,8
921,5
922,0
923,5
924,4
925,4
926,5
927,5
928,2
929,5
930,0
931,9
932,3
933,6
934,5
935,4
936,3
937,6
938,5
939,2
940,0
941,8
942,5
943,5
944,2
945,4
946,4
947,2
948,4
949,6
950,2
951,7
952,4
953,1
954,7
955,6
956,0
957,1
958,0
959,1
960,8
961,8
962,4
963,2
964,8
965,0
966,4
967,8
968,4
969,2
970,8
971,2
972,0
973,4
974,9
975,3
976,5
977,0
978,0
979,6
980,0
981,8
982,9
983,1
984,5
985,8
986,9
987,0
988,5
989,0
990,6
991,1
992,8
993,9
994,9
995,6
996,3
997,9
998,0
999,2
1000,4
1001,3
1002,2
1003,3
1004,5
1005,8
1006,8
1007,8
1008,9
1009,6
1010,5
1011,1
1012,1
1013,0
1014,1
1015,4
1016,1
1017,6
1018,4
1019,5
1020,9
1021,6
1022,8
1023,0
1024,2
1025,8
1026,9
1027,9
1028,6
1029,3
1030,0
1031,5
1032,6
1033,9
1034,9
1035,3
1036,5
1037,3
1038,6
1039,2
1040,6
1041,6
1042,1
1043,7
1044,1
1045,8
1046,6
1047,2
1048,4
1049,4
1050,2
1051,3
1052,2
1053,2
1054,2
1055,0
1056,2
1057,9
1058,8
1059,7
1060,2
1061,3
1062,7
1063,9
1064,0
1065,7
1066,4
1067,8
1068,9
1069,6
1070,9
1071,0
1072,2
1073,4
1074,4
1075,5
1076,0
1077,6
1078,1
1079,0
1080,7
1081,5
1082,3
1083,9
1084,7
1085,3
1086,5
1087,6
1088,8
1089,8
1090,7
1091,4
1092,3
1093,4
1094,5
1095,5
1096,7
1097,2
1098,4
1099,3
1100,3
1101,8
1102,8
1103,3
1104,9
1105,7
1106,9
1107,6
1108,1
1109,7
1110,3
1111,1
1112,0
1113,8
1114,1
1115,6
1116,2
1117,0
1118,2
1119,3
1120,0
1121,0
1122,6
1123,3
1124,5
1125,1
1126,1
1127,2
1128,1
1129,0
1130,9
1131,4
1132,2
1133,2
1134,3
1135,5
1136,2
1137,1
1138,1
1139,4
1140,2
1141,4
1142,2
1143,3
1144,4
1145,4
1146,9
1147,6
1148,9
1149,9
1150,1
1151,3
1152,8
1153,1
1154,6
1155,6
1156,2
1157,6
1158,8
1159,7
1160,7
1161,3
1162,6
1163,7
1164,7
1165,4
1166,0
1167,0
1168,6
1169,5
1170,8
1171,3
1172,3
1173,8
1174,1
1175,4
1176,2
1177,0
1178,5
1179,3
1180,6
1181,8
1182,0
1183,2
1184,7
1185,8
1186,4
1187,6
1188,8
1189,3
1190,9
1191,8
1192,2
1193,7
1194,1
1195,5
1196,6
1197,5
1198,8
1199,2
1200,5
1201,3
1202,1
1203,9
1204,2
1205,0
1206,2
1207,2
1208,4
1209,6
1210,5
1211,3
1212,2
1213,8
1214,9
1215,0
1216,8
1217,5
1218,2
1219,7
1220,1
1221,5
1222,1
1223,3
1224,6
1225,6
1226,1
1227,6
1228,2
1229,5
1230,7
1231,0
1232,9
1233,1
1234,0
1235,0
1236,1
1237,3
1238,4
1239,2
1240,1
1241,6
1242,2
1243,4
1244,4
1245,5
1246,3
1247,8
1248,5
1249,1
1250,1
1251,9
1252,8
1253,5
1254,2
1255,1
1256,3
1257,8
1258,6
1259,9
1260,2
1261,2
1262,0
1263,5
1264,2
1265,7
1266,0
1267,3
1268,8
1269,6
1270,6
1271,0
1272,9
1273,8
1274,6
1275,5
1276,5
1277,8
1278,1
1279,6
1280,0
1281,9
1282,5
1283,6
1284,8
1285,2
1286,3
1287,6
1288,8
1289,8
1290,8
1291,1
1292,4
1293,6
1294,2
1295,3
1296,5
1297,4
1298,3
1299,5
1300,8
1301,0
1302,2
1303,2
1304,4
1305,8
1306,5
1307,3
1308,5
1309,1
1310,5
1311,5
1312,8
1313,8
1314,0
1315,0
1316,1
1317,3
1318,9
1319,0
1320,3
1321,3
1322,5
1323,6
1324,7
1325,6
1326,9
1327,1
1328,6
1329,5
1330,2
1331,3
1332,5
1333,8
1334,7
1335,1
1336,0
1337,5
1338,8
1339,1
1340,0
1341,1
1342,9
1343,4
1344,0
1345,4
1346,8
1347,2
1348,7
1349,8
1350,2
1351,4
1352,8
1353,9
1354,7
1355,4
1356,9
1357,8
1358,5
1359,5
1360,4
1361,5
1362,3
1363,8
1364,5
1365,3
1366,0
1367,0
1368,8
1369,2
1370,7
1371,7
1372,6
1373,0
1374,1
1375,3
1376,4
1377,2
1378,1
1379,3
1380,5
1381,4
1382,5
1383,2
1384,0
1385,6
1386,0
1387,5
1388,7
1389,9
1390,9
1391,0
1392,8
1393,5
1394,5
1395,9
1396,8
1397,6
1398,4
1399,7
1400,4
1401,8
1402,6
1403,0
1404,9
1405,0
1406,9
1407,6
1408,3
1409,7
1410,1
1411,0
1412,2
1413,9
1414,8
1415,9
1416,2
1417,8
1418,3
1419,5
1420,7
1421,2
1422,4
1423,2
1424,9
1425,7
1426,0
1427,2
1428,5
1429,0
1430,5
1431,9
1432,5
1433,7
1434,4
1435,8
1436,7
1437,0
1438,2
1439,5
1440,2
1441,9
1442,4
1443,5
1444,7
1445,2
1446,0
1447,8
1448,5
1449,3
1450,3
1451,6
1452,3
1453,0
1454,6
1455,9
1456,4
1457,9
1458,7
1459,6
1460,6
1461,3
1462,4
1463,4
1464,0
1465,4
1466,3
1467,4
1468,3
1469,1
1470,0
1471,2
1472,6
1473,5
1474,9
1475,0
1476,3
1477,7
1478,5
1479,8
1480,4
1481,8
1482,6
1483,7
1484,9
1485,2
1486,1
1487,0
1488,6
1489,4
1490,3
1491,2
1492,5
1493,5
1494,8
1495,4
1496,7
1497,3
1498,0
1499,6
1500,4
1501,1
1502,9
1503,3
1504,0
1505,6
1506,6
1507,8
1508,7
1509,4
1510,2
1511,5
1512,7
1513,9
1514,0
1515,6
1516,2
1517,2
1518,5
1519,7
1520,3
1521,2
1522,6
1523,8
1524,3
1525,2
1526,2
1527,9
1528,1
1529,8
1530,4
1531,4
1532,9
1533,8
1534,9
1535,6
1536,1
1537,9
1538,3
1539,9
1540,7
1541,0
1542,3
1543,0
1544,4
1545,6
1546,0
1547,2
1548,2
1549,1
1550,7
1551,3
1552,2
1553,4
1554,4
1555,7
1556,6
1557,3
1558,1
1559,4
1560,0
1561,2
1562,0
1563,6
1564,0
1565,7
1566,9
1567,1
1568,1
1569,0
1570,0
1571,2
1572,3
1573,3
1574,5
1575,7
1576,0
1577,4
1578,6
1579,5
1580,3
1581,6
1582,4
1583,1
1584,3
1585,0
1586,0
1587,2
1588,8
1589,4
1590,4
1591,2
1592,4
1593,4
1594,8
1595,4
1596,3
1597,2
1598,7
1599,4
1600,9
1601,4
1602,7
1603,1
1604,7
1605,5
1606,2
1607,4
1608,6
1609,2
1610,8
1611,4
1612,6
1613,3
1614,8
1615,5
1616,0
1617,8
1618,8
1619,7
1620,1
1621,0
1622,1
1623,4
1624,8
1625,4
1626,3
1627,4
1628,1
1629,9
1630,4
1631,3
1632,5
1633,1
1634,3
1635,4
1636,2
1637,7
1638,5
1639,2
1640,8
1641,6
1642,0
1643,8
1644,6
1645,5
1646,2
1647,5
1648,9
1649,4
1650,4
1651,3
1652,1
1653,0
1654,4
1655,1
1656,6
1657,5
1658,5
1659,9
1660,0
1661,4
1662,9
1663,1
1664,4
1665,1
1666,2
1667,4
1668,8
1669,8
1670,9
1671,1
1672,6
1673,9
1674,7
1675,0
1676,3
1677,7
1678,0
1679,2
1680,8
1681,6
1682,0
1683,5
1684,1
1685,0
1686,6
1687,3
1688,9
1689,8
1690,3
1691,2
1692,4
1693,0
1694,5
1695,5
1696,6
1697,2
1698,0
1699,9
1700,8
1701,9
1702,2
1703,2
1704,6
1705,2
1706,0
1707,1
1708,1
1709,5
1710,9
1711,9
1712,0
1713,8
1714,1
1715,2
1716,2
1717,5
1718,0
1719,5
1720,6
1721,6
1722,1
1723,0
1724,0
1725,9
1726,2
1727,8
1728,7
1729,3
1730,5
1731,8
1732,1
1733,6
1734,6
1735,0
1736,6
1737,7
1738,3
1739,4
1740,6
1741,3
1742,7
1743,7
1744,6
1745,4
1746,4
1747,4
1748,7
1749,9
1750,6
1751,1
1752,3
1753,0
1754,2
1755,7
1756,2
1757,0
1758,5
1759,4
1760,7
1761,1
1762,0
1763,8
1764,5
1765,4
1766,2
1767,1
1768,1
1769,9
1770,4
1771,0
1772,0
1773,8
1774,9
1775,4
1776,5
1777,7
1778,7
1779,8
1780,3
1781,4
1782,2
1783,2
1784,5
1785,5
1786,4
1787,9
1788,6
1789,3
1790,9
1791,8
1792,3
1793,0
1794,2
1795,4
1796,4
1797,8
1798,4
1799,8
1800,5
1801,0
1802,7
1803,0
1804,2
1805,7
1806,9
1807,8
1808,1
1809,3
1810,5
1811,0
1812,1
1813,0
1814,4
1815,0
1816,1
1817,2
1818,4
1819,6
1820,0
1821,7
1822,9
1823,2
1824,5
1825,3
1826,8
1827,5
1828,8
1829,1
1830,2
1831,9
1832,9
1833,3
1834,9
1835,4
1836,0
1837,7
1838,0
1839,1
1840,4
1841,2
1842,3
1843,7
1844,0
1845,5
1846,0
1847,7
1848,1
1849,8
1850,2
1851,0
1852,0
1853,7
1854,9
1855,7
1856,3
1857,5
1858,7
1859,5
1860,7
1861,4
1862,5
1863,0
1864,0
1865,9
1866,9
1867,4
1868,6
1869,7
1870,1
1871,8
1872,0
1873,4
1874,0
1875,5
1876,9
1877,3
1878,0
1879,4
1880,6
1881,8
1882,3
1883,2
1884,6
1885,1
1886,3
1887,7
1888,2
1889,2
1890,7
1891,3
1892,1
1893,0
1894,6
1895,8
1896,3
1897,2
1898,9
1899,5
1900,8
1901,8
1902,2
1903,6
1904,5
1905,8
1906,6
1907,4
1908,9
1909,3
1910,8
1911,9
1912,5
1913,7
1914,0
1915,2
1916,9
1917,9
1918,1
1919,6
1920,4
1921,2
1922,6
1923,8
1924,8
1925,1
1926,8
1927,2
1928,7
1929,2
1930,2
1931,0
1932,9
1933,0
1934,4
1935,0
1936,5
1937,4
1938,9
1939,0
1940,7
1941,7
1942,2
1943,2
1944,8
1945,8
1946,9
1947,3
1948,2
1949,5
1950,3
1951,8
1952,0
1953,8
1954,9
1955,5
1956,1
1957,2
1958,4
1959,3
1960,4
1961,9
1962,8
1963,7
1964,2
1965,4
1966,5
1967,9
1968,7
1969,4
1970,5
1971,0
1972,6
1973,4
1974,3
1975,2
1976,8
1977,2
1978,7
1979,5
1980,9
1981,3
1982,4
1983,0
1984,1
1985,8
1986,2
1987,8
1988,6
1989,3
1990,0
1991,6
1992,7
1993,8
1994,3
1995,2
1996,6
1997,6
1998,2
1999,6
2000,4
2001,3
2002,7
2003,2
2004,0
2005,1
2006,7
2007,3
2008,8
2009,4
2010,4
2011,2
2012,1
2013,6
2014,6
2015,2
2016,9
2017,0
2018,8
2019,7
2020,0
2021,3
2022,7
2023,2
2024,6
2025,0
2026,8
2027,5
2028,7
2029,8
2030,8
2031,6
2032,7
2033,7
2034,9
2035,3
2036,7
2037,3
2038,1
2039,1
2040,1
2041,8
2042,7
2043,3
2044,7
2045,2
2046,3
2047,7
2048,3
2049,9
2050,2
2051,0
2052,2
2053,0
2054,0
2055,0
2056,5
2057,8
2058,0
2059,2
2060,1
2061,0
2062,2
2063,8
2064,5
2065,3
2066,0
2067,4
2068,6
2069,6
2070,6
2071,4
2072,0
2073,3
2074,0
2075,3
2076,5
2077,1
2078,1
2079,2
2080,0
2081,4
2082,9
2083,2
2084,9
2085,8
2086,5
2087,7
2088,3
2089,1
2090,3
2091,1
2092,5
2093,8
2094,7
2095,6
2096,2
2097,3
2098,0
2099,4
2100,5
2101,1
2102,3
2103,7
2104,7
2105,7
2106,8
2107,3
2108,7
2109,0
2110,8
2111,0
2112,8
2113,1
2114,4
2115,6
2116,6
2117,0
2118,0
2119,0
2120,9
2121,9
2122,2
2123,6
2124,4
2125,8
2126,0
2127,1
2128,3
2129,5
2130,8
2131,7
2132,7
2133,2
2134,1
2135,5
2136,7
2137,5
2138,1
2139,6
2140,0
2141,1
2142,8
2143,0
2144,3
2145,6
2146,4
2147,2
2148,5
2149,4
2150,8
2151,8
2152,6
2153,0
2154,6
2155,5
2156,6
2157,3
2158,8
2159,7
2160,9
2161,7
2162,1
2163,6
2164,3
2165,4
2166,9
2167,7
2168,1
2169,3
2170,6
2171,4
2172,6
2173,6
2174,9
2175,1
2176,8
2177,0
2178,5
2179,1
2180,3
2181,3
2182,0
2183,3
2184,7
2185,0
2186,9
2187,8
2188,9
2189,7
2190,2
2191,8
2192,9
2193,9
2194,2
2195,7
2196,6
2197,2
2198,2
2199,1
2200,4
2201,0
2202,4
2203,8
2204,4
2205,2
2206,5
2207,0
2208,8
2209,2
2210,4
2211,3
2212,9
2213,4
2214,9
2215,6
2216,2
2217,7
2218,8
2219,5
2220,0
2221,1
2222,6
2223,6
2224,3
2225,3
2226,0
2227,4
2228,4
2229,8
2230,1
2231,2
2232,2
2233,1
2234,6
2235,0
2236,5
2237,8
2238,6
2239,6
2240,6
2241,2
2242,4
2243,5
2244,9
2245,5
2246,7
2247,9
2248,5
2249,9
2250,5
2251,6
2252,1
2253,8
2254,7
2255,0
2256,2
2257,1
2258,5
2259,0
2260,5
2261,9
2262,8
2263,9
2264,0
2265,2
2266,6
2267,4
2268,9
2269,0
2270,6
2271,6
2272,9
2273,4
2274,6
2275,4
2276,7
2277,2
2278,9
2279,5
2280,4
2281,5
2282,0
2283,2
2284,1
2285,1
2286,2
2287,1
2288,8
2289,3
2290,2
2291,0
2292,0
2293,5
2294,4
2295,6
2296,9
2297,9
2298,5
2299,8
2300,5
2301,8
2302,8
2303,4
2304,3
2305,3
2306,8
2307,5
2308,7
2309,5
2310,8
2311,6
2312,1
2313,3
2314,1
2315,7
2316,2
2317,9
2318,9
2319,0
2320,1
2321,2
2322,8
2323,5
2324,4
2325,0
