,training
0,9
1,8
2,2
3,3
4,6
5,3
6,7
7,8
8,8
9,4
10,2
11,2
12,9
13,0
14,4
15,4
16,1
17,6
18,9
19,7
20,3
21,6
22,8
23,5
24,9
25,7
26,9
27,6
28,3
29,6
30,1
31,6
32,9
33,2
34,3
35,8
36,3
37,4
38,1
39,9
40,6
41,8
42,4
43,3
44,7
45,4
46,6
47,1
48,4
49,0
50,4
51,2
52,3
53,4
54,2
55,7
56,1
57,4
58,3
59,8
60,3
61,8
62,9
63,0
64,0
65,8
66,4
67,1
68,8
69,2
70,4
71,7
72,6
73,7
74,0
75,0
76,2
77,8
78,3
79,6
80,7
81,6
82,2
83,2
84,7
85,1
86,5
87,0
88,7
89,3
90,5
91,6
92,0
93,9
94,6
95,4
96,4
97,5
98,8
99,0
100,5
101,5
102,4
103,4
104,3
105,1
106,0
107,1
108,4
109,1
110,7
111,4
112,9
113,9
114,1
115,9
116,4
117,2
118,2
119,7
120,6
121,6
122,3
123,9
124,2
125,0
126,6
127,4
128,5
129,1
130,7
131,9
132,3
133,2
134,4
135,2
136,2
137,9
138,7
139,7
140,7
141,9
142,0
143,6
144,7
145,0
146,0
147,6
148,6
149,7
150,6
151,6
152,4
153,7
154,2
155,8
156,9
157,9
158,2
159,6
160,1
161,6
162,6
163,0
164,3
165,6
166,4
167,5
168,6
169,6
170,1
171,2
172,0
173,2
174,3
175,0
176,4
177,9
178,9
179,7
180,1
181,8
182,8
183,4
184,0
185,3
186,2
187,5
188,5
189,0
190,5
191,2
192,9
193,9
194,3
195,3
196,5
197,0
198,3
199,8
200,4
201,4
202,9
203,7
204,7
205,3
206,3
207,6
208,2
209,2
210,4
211,9
212,2
213,7
214,5
215,6
216,2
217,8
218,6
219,4
220,3
221,1
222,1
223,3
224,1
225,0
226,9
227,7
228,7
229,3
230,7
231,2
232,2
233,1
234,7
235,6
236,7
237,7
238,9
239,0
240,2
241,6
242,4
243,1
244,8
245,9
246,7
247,9
248,9
249,7
250,5
251,2
252,7
253,0
254,3
255,5
256,0
257,7
258,1
259,2
260,4
261,8
262,2
263,9
264,7
265,1
266,2
267,9
268,4
269,7
270,2
271,3
272,5
273,5
274,3
275,7
276,8
277,3
278,7
279,2
280,0
281,5
282,3
283,2
284,8
285,0
286,2
287,2
288,0
289,8
290,5
291,4
292,3
293,6
294,8
295,0
296,7
297,6
298,5
299,8
300,6
301,8
302,3
303,8
304,1
305,0
306,2
307,1
308,1
309,0
310,6
311,3
312,4
313,1
314,9
315,4
316,6
317,9
318,1
319,7
320,5
321,1
322,6
323,4
324,6
325,3
326,4
327,0
328,0
329,4
330,6
331,8
332,6
333,6
334,5
335,9
336,0
337,4
338,6
339,4
340,3
341,5
342,2
343,9
344,2
345,7
346,6
347,1
348,7
349,6
350,5
351,3
352,4
353,8
354,4
355,8
356,2
357,0
358,7
359,5
360,8
361,5
362,0
363,5
364,4
365,4
366,8
367,8
368,2
369,5
370,0
371,7
372,0
373,3
374,1
375,1
376,2
377,2
378,0
379,0
380,6
381,0
382,3
383,9
384,8
385,2
386,8
387,9
388,7
389,7
390,0
391,8
392,8
393,1
394,2
395,8
396,1
397,4
398,8
399,1
400,3
401,8
402,1
403,1
404,5
405,2
406,5
407,3
408,8
409,8
410,4
411,2
412,5
413,2
414,1
415,5
416,4
417,9
418,3
419,7
420,4
421,0
422,1
423,6
424,7
425,0
426,4
427,2
428,5
429,3
430,0
431,2
432,1
433,0
434,6
435,6
436,1
437,2
438,4
439,3
440,8
441,2
442,2
443,1
444,2
445,9
446,5
447,9
448,9
449,8
450,4
451,7
452,4
453,8
454,1
455,5
456,5
457,5
458,7
459,7
460,7
461,5
462,2
463,8
464,7
465,1
466,4
467,9
468,1
469,9
470,9
471,6
472,3
473,7
474,7
475,3
476,8
477,0
478,1
479,7
480,7
481,2
482,3
483,0
484,9
485,2
486,8
487,3
488,4
489,7
490,8
491,8
492,2
493,1
494,1
495,5
496,4
497,9
498,4
499,5
500,8
501,7
502,8
503,5
504,0
505,3
506,1
507,9
508,2
509,8
510,2
511,2
512,7
513,8
514,2
515,5
516,6
517,0
518,9
519,6
520,5
521,0
522,4
523,7
524,1
525,7
526,4
527,3
528,5
529,1
530,8
531,6
532,9
533,9
534,5
535,8
536,7
537,9
538,5
539,9
540,6
541,3
542,7
543,0
544,1
545,3
546,8
547,5
548,2
549,1
550,4
551,0
552,8
553,3
554,5
555,0
556,5
557,0
558,5
559,1
560,9
561,5
562,3
563,5
564,3
565,1
566,4
567,2
568,1
569,0
570,3
571,0
572,5
573,2
574,9
575,3
576,5
577,3
578,4
579,9
580,5
581,4
582,5
583,8
584,3
585,5
586,2
587,9
588,8
589,0
590,4
591,8
592,1
593,6
594,9
595,0
596,6
597,5
598,0
599,8
600,2
601,3
602,7
603,7
604,7
605,3
606,7
607,8
608,5
609,9
610,9
611,7
612,2
613,2
614,4
615,1
616,9
617,1
618,0
619,6
620,9
621,3
622,9
623,4
624,3
625,3
626,4
627,9
628,7
629,2
630,8
631,6
632,1
633,0
634,0
635,5
636,9
637,7
638,9
639,4
640,8
641,4
642,9
643,5
644,7
645,5
646,9
647,8
648,0
649,8
650,7
651,4
652,9
653,0
654,8
655,4
656,8
657,1
658,2
659,8
660,9
661,0
662,2
663,2
664,1
665,7
666,0
667,5
668,7
669,5
670,2
671,9
672,2
673,4
674,9
675,7
676,8
677,9
678,7
679,8
680,9
681,9
682,0
683,3
684,0
685,0
686,5
687,6
688,0
689,2
690,6
691,4
692,3
693,8
694,2
695,4
696,8
697,0
698,0
699,2
700,5
701,3
702,7
703,9
704,2
705,4
706,2
707,5
708,5
709,6
710,1
711,2
712,5
713,2
714,2
715,8
716,9
717,4
718,7
719,9
720,0
721,1
722,4
723,2
724,5
725,1
726,4
727,4
728,4
729,2
730,6
731,8
732,4
733,5
734,4
735,8
736,5
737,7
738,9
739,5
740,2
741,6
742,4
743,0
744,7
745,0
746,9
747,8
748,2
749,0
750,4
751,3
752,0
753,3
754,8
755,7
756,3
757,9
758,0
759,2
760,6
761,0
762,0
763,1
764,0
765,2
766,8
767,1
768,8
769,3
770,8
771,1
772,9
773,2
774,1
775,4
776,3
777,1
778,5
779,1
780,5
781,3
782,3
783,0
784,2
785,1
786,8
787,8
788,3
789,1
790,8
791,3
792,8
793,7
794,0
795,2
796,6
797,8
798,7
799,7
800,7
801,0
802,9
803,2
804,8
805,1
806,0
807,4
808,9
809,7
810,2
811,6
812,0
813,4
814,4
815,9
816,7
817,1
818,5
819,2
820,2
821,4
822,3
823,6
824,2
825,1
826,3
827,5
828,3
829,4
830,3
831,5
832,4
833,1
834,4
835,7
836,4
837,3
838,7
839,9
840,2
841,4
842,1
843,1
844,1
845,3
846,1
847,5
848,5
849,1
850,9
851,5
852,6
853,4
854,0
855,5
856,5
857,8
858,0
859,4
860,5
861,3
862,6
863,8
864,5
865,6
866,8
867,0
868,6
869,4
870,4
871,1
872,5
873,9
874,8
875,8
876,1
877,3
878,3
879,2
880,7
881,1
882,5
883,2
884,5
885,6
886,0
887,3
888,4
889,0
890,6
891,0
892,5
893,5
894,5
895,2
896,9
897,0
898,5
899,5
900,5
901,7
902,3
903,7
904,7
905,1
906,7
907,8
908,6
909,5
910,4
911,3
912,8
913,4
914,1
915,8
916,4
917,0
918,6
919,8
920,2
921,3
922,8
923,0
924,9
925,0
926,2
927,4
928,2
929,8
930,7
931,8
932,3
933,3
934,5
935,5
936,6
937,0
938,9
939,3
940,6
941,2
942,5
943,3
944,3
945,8
946,6
947,0
948,5
949,3
950,5
951,0
952,4
953,6
954,3
955,4
956,3
957,0
958,1
959,4
960,8
961,9
962,0
963,9
964,7
965,3
966,4
967,2
968,7
969,3
970,5
971,0
972,1
973,9
974,3
975,5
976,5
977,0
978,2
979,0
980,4
981,0
982,9
983,1
984,7
985,5
986,5
987,8
988,3
989,3
990,5
991,1
992,0
993,2
994,1
995,5
996,9
997,4
998,7
999,8
1000,3
1001,4
1002,4
1003,4
1004,2
1005,8
1006,5
1007,0
1008,0
1009,6
1010,5
1011,6
1012,6
1013,6
1014,0
1015,3
1016,3
1017,9
1018,3
1019,3
1020,4
1021,5
1022,2
1023,7
1024,7
1025,7
1026,4
1027,4
1028,1
1029,9
1030,9
1031,6
1032,0
1033,0
1034,6
1035,9
1036,1
1037,3
1038,7
1039,8
1040,5
1041,7
1042,1
1043,1
1044,2
1045,5
1046,8
1047,5
1048,2
1049,3
1050,1
1051,5
1052,0
1053,5
1054,8
1055,3
1056,3
1057,8
1058,5
1059,0
1060,9
1061,5
1062,6
1063,3
1064,5
1065,4
1066,7
1067,9
1068,5
1069,6
1070,7
1071,6
1072,1
1073,0
1074,4
1075,8
1076,0
1077,5
1078,9
1079,2
1080,5
1081,9
1082,0
1083,5
1084,9
1085,5
1086,9
1087,0
1088,5
1089,2
1090,4
1091,6
1092,4
1093,9
1094,0
1095,7
1096,1
1097,3
1098,3
1099,0
1100,8
1101,5
1102,4
1103,5
1104,4
1105,4
1106,2
1107,2
1108,9
1109,6
1110,8
1111,8
1112,9
1113,9
1114,2
1115,9
1116,7
1117,0
1118,7
1119,8
1120,8
1121,1
1122,4
1123,9
1124,4
1125,5
1126,2
1127,4
1128,2
1129,2
1130,3
1131,6
1132,9
1133,9
1134,4
1135,2
1136,5
1137,1
1138,0
1139,6
1140,5
1141,9
1142,2
1143,3
1144,6
1145,5
1146,8
1147,9
1148,5
1149,9
1150,1
1151,8
1152,5
1153,7
1154,7
1155,0
1156,7
1157,4
1158,3
1159,8
1160,5
1161,7
1162,9
1163,9
1164,3
1165,9
1166,4
1167,1
1168,4
1169,4
1170,8
1171,9
1172,6
1173,7
1174,7
1175,5
1176,8
1177,7
1178,2
1179,7
1180,7
1181,9
1182,1
1183,0
1184,4
1185,8
1186,8
1187,9
1188,5
1189,2
1190,3
1191,7
1192,9
1193,2
1194,5
1195,3
1196,4
1197,7
1198,8
1199,5
1200,8
1201,7
1202,0
1203,0
1204,2
1205,8
1206,0
1207,2
1208,5
1209,8
1210,8
1211,4
1212,0
1213,2
1214,0
1215,6
1216,5
1217,1
1218,6
1219,6
1220,2
1221,8
1222,2
1223,9
1224,5
1225,6
1226,7
1227,7
1228,9
1229,1
1230,4
1231,3
1232,2
1233,8
1234,6
1235,4
1236,8
1237,4
1238,7
1239,7
1240,2
1241,1
1242,2
1243,0
1244,0
1245,9
1246,7
1247,5
1248,4
1249,0
1250,1
1251,8
1252,5
1253,3
1254,4
1255,2
1256,3
1257,4
1258,0
1259,0
1260,6
1261,8
1262,9
1263,9
1264,0
1265,2
1266,7
1267,3
1268,5
1269,9
1270,8
1271,2
1272,5
1273,7
1274,8
1275,9
1276,3
1277,8
1278,4
1279,9
1280,8
1281,6
1282,4
1283,0
1284,8
1285,6
1286,8
1287,9
1288,9
1289,9
1290,4
1291,8
1292,2
1293,8
1294,9
1295,4
1296,2
1297,0
1298,2
1299,7
1300,6
1301,6
1302,9
1303,1
1304,7
1305,7
1306,0
1307,7
1308,3
1309,0
1310,8
1311,7
1312,4
1313,1
1314,0
1315,0
1316,2
1317,6
1318,9
1319,1
1320,9
1321,5
1322,9
1323,9
1324,6
1325,9
1326,4
1327,7
1328,7
1329,0
1330,3
1331,3
1332,3
1333,1
1334,0
1335,1
1336,2
1337,2
1338,4
1339,0
1340,2
1341,2
1342,8
1343,4
1344,6
1345,8
1346,5
1347,3
1348,9
1349,4
1350,3
1351,1
1352,2
1353,3
1354,2
1355,1
1356,2
1357,4
1358,8
1359,0
1360,7
1361,4
1362,9
1363,9
1364,1
1365,5
1366,4
1367,6
1368,5
1369,6
1370,6
1371,0
1372,3
1373,5
1374,2
1375,6
1376,1
1377,7
1378,8
1379,4
1380,6
1381,7
1382,5
1383,0
1384,2
1385,2
1386,4
1387,4
1388,1
1389,0
1390,2
1391,3
1392,5
1393,4
1394,6
1395,4
1396,7
1397,6
1398,1
1399,5
1400,8
1401,2
1402,6
1403,0
1404,2
1405,1
1406,9
1407,3
1408,4
1409,8
1410,5
1411,0
1412,7
1413,4
1414,7
1415,2
1416,5
1417,9
1418,2
1419,1
1420,1
1421,5
1422,7
1423,7
1424,6
1425,9
1426,9
1427,7
1428,6
1429,4
1430,4
1431,9
1432,3
1433,7
1434,9
1435,8
1436,5
1437,1
1438,2
1439,1
1440,5
1441,8
1442,6
1443,0
1444,8
1445,4
1446,6
1447,8
1448,2
1449,0
1450,1
1451,5
1452,0
1453,0
1454,8
1455,9
1456,0
1457,8
1458,8
1459,2
1460,5
1461,0
1462,6
1463,1
1464,7
1465,2
1466,2
1467,6
1468,7
1469,0
1470,2
1471,4
1472,2
1473,6
1474,3
1475,5
1476,8
1477,1
1478,0
1479,6
1480,8
1481,7
1482,8
1483,2
1484,5
1485,9
1486,4
1487,3
1488,6
1489,7
1490,6
1491,2
1492,3
1493,2
1494,0
1495,4
1496,9
1497,2
1498,6
1499,3
1500,7
1501,8
1502,8
1503,6
1504,5
1505,1
1506,7
1507,9
1508,2
1509,7
1510,6
1511,8
1512,4
1513,5
1514,9
1515,9
1516,5
1517,0
1518,1
1519,7
1520,2
1521,4
1522,3
1523,1
1524,0
1525,7
1526,8
1527,4
1528,9
1529,1
1530,7
1531,2
1532,9
1533,3
1534,2
1535,8
1536,1
1537,6
1538,1
1539,7
1540,5
1541,5
1542,6
1543,5
1544,7
1545,4
1546,0
1547,5
1548,4
1549,0
1550,1
1551,0
1552,6
1553,3
1554,5
1555,0
1556,3
1557,4
1558,2
1559,5
1560,1
1561,6
1562,3
1563,8
1564,2
1565,4
1566,9
1567,3
1568,0
1569,7
1570,5
1571,5
1572,9
1573,4
1574,6
1575,2
1576,8
1577,3
1578,8
1579,0
1580,8
1581,9
1582,1
1583,3
1584,0
1585,2
1586,6
1587,8
1588,0
1589,1
1590,9
1591,2
1592,5
1593,3
1594,3
1595,2
1596,3
1597,3
1598,1
1599,8
1600,3
1601,2
1602,4
1603,9
1604,0
1605,2
1606,3
1607,6
1608,3
1609,2
1610,5
1611,0
1612,9
1613,6
1614,2
1615,9
1616,3
1617,9
1618,9
1619,2
1620,1
1621,2
1622,9
1623,2
1624,9
1625,1
1626,1
1627,9
1628,5
1629,6
1630,8
1631,9
1632,5
1633,6
1634,2
