,training
0,3.0
1,5.0
2,8.0
3,8.0
4,1.0
5,1.0
6,1.0
7,7.0
8,0.0
9,3.0
10,3.0
11,8.0
12,8.0
13,2.0
14,2.0
15,9.0
16,0.0
17,0.0
18,3.0
19,5.0
20,0.0
21,0.0
22,1.0
23,5.0
24,3.0
25,6.0
26,4.0
27,6.0
28,4.0
29,8.0
30,6.0
31,5.0
32,1.0
33,2.0
34,9.0
35,6.0
36,4.0
37,6.0
38,8.0
39,4.0
40,0.0
41,0.0
42,3.0
43,7.0
44,0.0
45,5.0
46,2.0
47,5.0
48,9.0
49,3.0
50,4.0
51,7.0
52,1.0
53,1.0
54,8.0
55,2.0
56,3.0
57,8.0
58,6.0
59,6.0
60,9.0
61,7.0
62,0.0
63,4.0
64,5.0
65,3.0
66,3.0
67,8.0
68,0.0
69,5.0
70,2.0
71,8.0
72,1.0
73,3.0
74,5.0
75,2.0
76,6.0
77,5.0
78,4.0
79,6.0
80,2.0
81,4.0
82,1.0
83,8.0
84,1.0
85,7.0
86,4.0
87,1.0
88,3.0
89,2.0
90,0.0
91,8.0
92,7.0
93,8.0
94,6.0
95,7.0
96,0.0
97,4.0
98,5.0
99,4.0
100,3.0
101,6.0
102,5.0
103,3.0
104,3.0
105,0.0
106,6.0
107,3.0
108,9.0
109,8.0
110,7.0
111,0.0
112,9.0
113,4.0
114,8.0
115,2.0
116,7.0
117,3.0
118,4.0
119,5.0
120,4.0
121,7.0
122,2.0
123,1.0
124,7.0
125,5.0
126,0.0
127,0.0
128,1.0
129,0.0
130,8.0
131,5.0
132,4.0
133,9.0
134,7.0
135,6.0
136,5.0
137,6.0
138,3.0
139,0.0
140,4.0
141,7.0
142,2.0
143,3.0
144,0.0
145,6.0
146,5.0
147,2.0
148,2.0
149,9.0
150,2.0
151,8.0
152,1.0
153,8.0
154,3.0
155,6.0
156,4.0
157,3.0
158,7.0
159,7.0
160,7.0
161,1.0
162,5.0
163,3.0
164,6.0
165,0.0
166,8.0
167,9.0
168,1.0
169,3.0
170,5.0
171,8.0
172,1.0
173,5.0
174,1.0
175,6.0
176,0.0
177,7.0
178,1.0
179,6.0
180,7.0
181,0.0
182,5.0
183,1.0
184,9.0
185,3.0
186,5.0
187,6.0
188,1.0
189,1.0
190,4.0
191,2.0
192,9.0
193,1.0
194,2.0
195,0.0
196,3.0
197,3.0
198,5.0
199,1.0
200,7.0
201,2.0
202,4.0
203,5.0
204,7.0
205,4.0
206,1.0
207,7.0
208,1.0
209,7.0
210,2.0
211,5.0
212,2.0
213,2.0
214,9.0
215,9.0
216,8.0
217,1.0
218,5.0
219,2.0
220,4.0
221,8.0
222,0.0
223,1.0
224,5.0
225,7.0
226,7.0
227,0.0
228,9.0
229,2.0
230,6.0
231,4.0
232,9.0
233,6.0
234,6.0
235,5.0
236,4.0
237,7.0
238,2.0
239,8.0
240,6.0
241,3.0
242,9.0
243,0.0
244,0.0
245,7.0
246,6.0
247,8.0
248,3.0
249,5.0
250,7.0
251,6.0
252,9.0
253,2.0
254,6.0
255,1.0
256,5.0
257,2.0
258,7.0
259,8.0
260,9.0
261,4.0
262,6.0
263,2.0
264,3.0
265,3.0
266,8.0
267,9.0
268,4.0
269,1.0
270,9.0
271,8.0
272,8.0
273,8.0
274,5.0
275,9.0
276,7.0
277,9.0
278,1.0
279,5.0
280,9.0
281,4.0
282,5.0
283,8.0
284,3.0
285,4.0
286,8.0
287,0.0
288,7.0
289,5.0
290,4.0
291,5.0
292,4.0
293,9.0
294,9.0
295,0.0
296,8.0
297,3.0
298,3.0
299,1.0
300,7.0
301,0.0
302,8.0
303,5.0
304,4.0
305,1.0
306,6.0
307,0.0
308,1.0
309,1.0
310,5.0
311,1.0
312,8.0
313,1.0
314,0.0
315,2.0
316,5.0
317,5.0
318,0.0
319,9.0
320,4.0
321,2.0
322,1.0
323,4.0
324,5.0
325,1.0
326,8.0
327,8.0
328,4.0
329,4.0
330,0.0
331,8.0
332,9.0
333,8.0
334,6.0
335,0.0
336,0.0
337,4.0
338,4.0
339,7.0
340,4.0
341,8.0
342,1.0
343,6.0
344,2.0
345,6.0
346,9.0
347,6.0
348,4.0
349,6.0
350,0.0
351,4.0
352,8.0
353,7.0
354,0.0
355,9.0
356,5.0
357,2.0
358,1.0
359,0.0
360,8.0
361,8.0
362,0.0
363,1.0
364,1.0
365,1.0
366,6.0
367,5.0
368,9.0
369,7.0
370,9.0
371,6.0
372,3.0
373,8.0
374,2.0
375,3.0
376,3.0
377,2.0
378,8.0
379,3.0
380,3.0
381,8.0
382,8.0
383,9.0
384,4.0
385,2.0
386,7.0
387,8.0
388,3.0
389,2.0
390,2.0
391,8.0
392,2.0
393,2.0
394,4.0
395,2.0
396,2.0
397,5.0
398,8.0
399,4.0
400,8.0
401,3.0
402,8.0
403,7.0
404,0.0
405,5.0
406,2.0
407,7.0
408,8.0
409,5.0
410,0.0
411,8.0
412,3.0
413,3.0
414,2.0
415,0.0
416,9.0
417,4.0
418,9.0
419,0.0
420,6.0
421,1.0
422,2.0
423,3.0
424,9.0
425,7.0
426,3.0
427,8.0
428,6.0
429,7.0
430,7.0
431,0.0
432,9.0
433,7.0
434,0.0
435,4.0
436,3.0
437,2.0
438,0.0
439,1.0
440,3.0
441,3.0
442,6.0
443,0.0
444,2.0
445,8.0
446,1.0
447,6.0
448,1.0
449,5.0
450,2.0
451,6.0
452,6.0
453,0.0
454,9.0
455,0.0
456,4.0
457,3.0
458,7.0
459,8.0
460,1.0
461,9.0
462,4.0
463,0.0
464,1.0
465,8.0
466,9.0
467,7.0
468,6.0
469,7.0
470,8.0
471,8.0
472,6.0
473,9.0
474,8.0
475,9.0
476,0.0
477,0.0
478,9.0
479,6.0
480,9.0
481,1.0
482,6.0
483,1.0
484,8.0
485,8.0
486,0.0
487,9.0
488,8.0
489,3.0
490,4.0
491,4.0
492,6.0
493,1.0
494,8.0
495,1.0
496,0.0
497,1.0
498,6.0
499,4.0
500,0.0
501,9.0
502,7.0
503,9.0
504,9.0
505,6.0
506,8.0
507,4.0
508,1.0
509,9.0
510,4.0
511,6.0
512,0.0
513,1.0
514,5.0
515,9.0
516,7.0
517,8.0
518,0.0
519,7.0
520,7.0
521,0.0
522,4.0
523,9.0
524,8.0
525,3.0
526,6.0
527,1.0
528,0.0
529,8.0
530,8.0
531,4.0
532,7.0
533,7.0
534,1.0
535,8.0
536,4.0
537,6.0
538,8.0
539,2.0
540,5.0
541,0.0
542,3.0
543,2.0
544,6.0
545,8.0
546,4.0
547,8.0
548,8.0
549,8.0
550,8.0
551,6.0
552,0.0
553,1.0
554,6.0
555,2.0
556,5.0
557,4.0
558,1.0
559,5.0
560,0.0
561,0.0
562,6.0
563,3.0
564,4.0
565,2.0
566,4.0
567,4.0
568,9.0
569,0.0
570,3.0
571,8.0
572,3.0
573,8.0
574,7.0
575,6.0
576,1.0
577,0.0
578,0.0
579,1.0
580,6.0
581,8.0
582,4.0
583,8.0
584,5.0
585,1.0
586,2.0
587,1.0
588,9.0
589,8.0
590,0.0
591,4.0
592,8.0
593,3.0
594,9.0
595,8.0
596,6.0
597,9.0
598,7.0
599,5.0
600,8.0
601,5.0
602,9.0
603,6.0
604,7.0
605,2.0
606,0.0
607,7.0
608,9.0
609,1.0
610,0.0
611,7.0
612,0.0
613,9.0
614,7.0
615,1.0
616,3.0
617,3.0
618,0.0
619,4.0
620,8.0
621,6.0
622,6.0
623,9.0
624,6.0
625,4.0
626,5.0
627,3.0
628,5.0
629,9.0
630,9.0
631,8.0
632,5.0
633,1.0
634,4.0
635,6.0
636,3.0
637,8.0
638,3.0
639,7.0
640,2.0
641,3.0
642,1.0
643,6.0
644,3.0
645,7.0
646,0.0
647,0.0
648,7.0
649,8.0
650,9.0
651,2.0
652,5.0
653,6.0
654,5.0
655,5.0
656,2.0
657,0.0
658,2.0
659,3.0
660,7.0
661,5.0
662,9.0
663,7.0
664,3.0
665,1.0
666,5.0
667,4.0
668,7.0
669,1.0
670,3.0
671,1.0
672,6.0
673,8.0
674,1.0
675,4.0
676,4.0
677,4.0
678,5.0
679,5.0
680,3.0
681,4.0
682,2.0
683,3.0
684,7.0
685,8.0
686,3.0
687,2.0
688,4.0
689,2.0
690,6.0
691,2.0
692,7.0
693,0.0
694,6.0
695,7.0
696,1.0
697,0.0
698,5.0
699,9.0
700,9.0
701,7.0
702,0.0
703,4.0
704,7.0
705,8.0
706,8.0
707,0.0
708,7.0
709,8.0
710,8.0
711,5.0
712,1.0
713,0.0
714,1.0
715,5.0
716,9.0
717,1.0
718,1.0
719,8.0
720,8.0
721,8.0
722,7.0
723,8.0
724,5.0
725,9.0
726,3.0
727,1.0
728,6.0
729,5.0
730,7.0
731,3.0
732,6.0
733,4.0
734,8.0
735,3.0
736,4.0
737,6.0
738,7.0
739,2.0
740,1.0
741,5.0
742,4.0
743,9.0
744,0.0
745,2.0
746,3.0
747,9.0
748,0.0
749,0.0
750,0.0
751,2.0
752,4.0
753,9.0
754,1.0
755,9.0
756,5.0
757,6.0
758,3.0
759,4.0
760,9.0
761,6.0
762,6.0
763,7.0
764,2.0
765,8.0
766,4.0
767,7.0
768,1.0
769,4.0
