,training
0,0
1,0
2,2
3,2
4,4
5,3
6,1
7,2
8,4
9,9
10,8
11,6
12,9
13,1
14,1
15,2
16,6
17,9
18,6
19,6
20,8
21,2
22,6
23,2
24,2
25,0
26,2
27,4
28,7
29,1
30,6
31,8
32,6
33,6
34,3
35,5
36,2
37,3
38,9
39,9
40,4
41,2
42,6
43,8
44,4
45,3
46,4
47,7
48,7
49,2
50,8
51,7
52,2
53,4
54,3
55,9
56,5
57,6
58,1
59,3
60,6
61,4
62,2
63,7
64,6
65,2
66,5
67,2
68,2
69,6
70,3
71,6
72,2
73,8
74,6
75,4
76,3
77,4
78,1
79,9
80,8
81,9
82,3
83,1
84,5
85,2
86,5
87,7
88,1
89,7
90,3
91,5
92,1
93,2
94,0
95,3
96,8
97,2
98,9
99,7
100,5
101,4
102,7
103,3
104,7
105,6
106,3
107,3
108,2
109,7
110,6
111,1
112,5
113,7
114,0
115,9
116,1
117,3
118,4
119,0
120,4
121,5
122,0
123,3
124,0
125,6
126,2
127,7
128,0
129,7
130,0
131,3
132,9
133,0
134,1
135,7
136,0
137,3
138,8
139,7
140,0
141,3
142,2
143,8
144,2
145,5
146,2
147,0
148,5
149,3
150,3
151,9
152,0
153,7
154,2
155,9
156,5
157,0
158,6
159,3
160,0
161,2
162,9
163,0
164,6
165,1
166,5
167,1
168,2
169,9
170,2
171,2
172,2
173,3
174,9
175,6
176,2
177,9
178,2
179,8
180,9
181,1
182,9
183,5
184,9
185,6
186,3
187,9
188,4
189,3
190,6
191,6
192,4
193,7
194,5
195,4
196,2
197,2
198,5
199,4
200,6
201,5
202,9
203,4
204,4
205,1
206,0
207,0
208,0
209,9
210,0
211,7
212,5
213,0
214,9
215,7
216,6
217,8
218,9
219,9
220,2
221,6
222,4
223,9
224,3
225,2
226,0
227,0
228,9
229,8
230,9
231,7
232,4
233,1
234,0
235,4
236,9
237,9
238,2
239,7
240,7
241,2
242,7
243,2
244,4
245,0
246,5
247,3
248,6
249,4
250,9
251,8
252,3
253,4
254,5
255,9
256,5
257,3
258,0
259,2
260,2
261,2
262,1
263,4
264,6
265,8
266,0
267,8
268,6
269,1
270,0
271,3
272,1
273,7
274,3
275,7
276,0
277,6
278,1
279,9
280,4
281,4
282,1
283,4
284,0
285,4
286,1
287,5
288,2
289,8
290,2
291,8
292,9
293,6
294,6
295,9
296,0
297,4
298,0
299,6
300,1
301,2
302,2
303,2
304,5
305,9
306,6
307,5
308,6
309,1
310,9
311,3
312,4
313,0
314,3
315,2
316,1
317,8
318,9
319,2
320,4
321,3
322,7
323,7
324,8
325,6
326,7
327,8
328,4
329,3
330,3
331,9
332,6
333,2
334,3
335,2
336,1
337,1
338,8
339,9
340,2
341,7
342,5
343,9
344,1
345,0
346,9
347,9
348,3
349,1
350,4
351,1
352,4
353,0
354,6
355,3
356,9
357,6
358,2
359,7
360,8
361,0
362,7
363,2
364,2
365,0
366,8
367,3
368,6
369,5
370,2
371,8
372,2
373,8
374,9
375,5
376,7
377,8
378,7
379,5
380,9
381,1
382,4
383,1
384,7
385,0
386,9
387,5
388,1
389,7
390,2
391,1
392,2
393,5
394,0
395,9
396,8
397,7
398,8
399,6
400,1
401,0
402,0
403,7
404,8
405,5
406,2
407,4
408,7
409,2
410,1
411,8
412,9
413,4
414,1
415,8
416,4
417,0
418,4
419,1
420,6
421,9
422,9
423,3
424,6
425,2
426,2
427,3
428,4
429,9
430,5
431,6
432,7
433,2
434,2
435,6
436,8
437,3
438,1
439,4
440,2
441,7
442,8
443,8
444,4
445,2
446,2
447,6
448,7
449,4
450,2
451,2
452,7
453,4
454,0
455,2
456,1
457,9
458,8
459,5
460,3
461,9
462,5
463,5
464,8
465,0
466,1
467,2
468,2
469,7
470,5
471,3
472,7
473,5
474,5
475,7
476,1
477,7
478,8
479,9
480,0
481,6
482,1
483,9
484,1
485,7
486,7
487,5
488,0
489,8
490,5
491,2
492,0
493,4
494,0
495,8
496,0
497,4
498,8
499,8
500,6
501,2
502,9
503,8
504,5
505,5
506,8
507,2
508,1
509,3
510,4
511,6
512,2
513,2
514,9
515,1
516,4
517,4
518,3
519,2
520,9
521,2
522,9
523,4
524,1
525,5
526,0
527,0
528,0
529,7
530,3
531,3
532,1
