,training
0,0
1,8
2,9
3,9
4,9
5,4
6,3
7,6
8,7
9,2
10,2
11,7
12,4
13,8
14,7
15,6
16,0
17,9
18,7
19,0
20,9
21,0
22,2
23,5
24,4
25,5
26,6
27,0
28,9
29,6
30,9
31,7
32,4
33,0
34,5
35,7
36,6
37,0
38,9
39,1
40,0
41,4
42,9
43,9
44,1
45,0
46,3
47,4
48,3
49,3
50,9
51,8
52,0
53,2
54,3
55,4
56,7
57,3
58,2
59,7
60,0
61,1
62,8
63,6
64,8
65,9
66,0
67,4
68,9
69,0
70,6
71,9
72,4
73,8
74,1
75,2
76,1
77,9
78,8
79,7
80,9
81,4
82,1
83,2
84,2
85,2
86,1
87,9
88,3
89,3
90,1
91,8
92,2
93,0
94,2
95,0
96,2
97,7
98,0
99,0
100,0
101,9
102,3
103,4
104,7
105,7
106,5
107,8
108,5
109,5
110,3
111,5
112,8
113,7
114,1
115,3
116,0
117,8
118,0
119,0
120,2
121,4
122,1
123,0
124,3
125,7
126,4
127,5
128,2
129,9
130,7
131,3
132,8
133,1
134,5
135,1
136,5
137,9
138,8
139,1
140,3
141,1
142,9
143,1
144,3
145,0
146,6
147,2
148,1
149,4
150,8
151,7
152,3
153,3
154,4
155,9
156,0
157,8
158,7
159,8
160,3
161,3
162,3
163,1
164,3
165,0
166,8
167,1
168,7
169,1
170,8
171,2
172,7
173,0
174,6
175,5
176,1
177,4
178,1
179,2
180,7
181,9
182,1
183,2
184,2
185,0
186,8
187,2
188,3
189,8
190,6
191,4
192,5
193,7
194,5
195,0
196,7
197,6
198,4
199,1
200,0
201,5
202,4
203,0
204,6
205,8
206,0
207,9
208,1
209,6
210,3
211,4
212,8
213,5
214,4
215,4
216,2
217,0
218,2
219,4
220,5
221,2
222,6
223,1
224,2
225,0
226,9
227,3
228,5
229,9
230,7
231,6
232,5
233,9
234,0
235,5
236,8
237,1
238,4
239,7
240,3
241,9
242,1
243,8
244,6
245,8
246,4
247,1
248,1
249,4
250,3
251,2
252,6
253,4
254,6
255,5
256,3
257,3
258,1
259,9
260,5
261,4
262,5
263,5
264,9
265,6
266,5
267,9
268,4
269,9
270,6
271,5
272,2
273,5
274,5
275,3
276,8
277,9
278,0
279,4
280,6
281,9
282,4
283,2
284,8
285,1
286,6
287,9
288,8
289,9
290,4
291,8
292,6
293,1
294,4
295,5
296,4
297,2
298,8
299,2
300,2
301,6
302,9
303,0
304,5
305,2
306,4
307,6
308,7
309,1
310,4
311,2
312,8
313,8
314,5
315,2
316,2
317,5
318,4
319,3
320,5
321,7
322,7
323,5
324,7
325,7
326,6
327,4
328,4
329,9
330,5
331,0
332,6
333,3
334,9
335,8
336,4
337,0
338,5
339,1
340,6
341,1
342,2
343,4
344,0
345,9
346,1
347,4
348,9
349,5
350,0
351,7
352,9
353,7
354,1
355,5
356,0
357,6
358,1
359,9
360,8
361,9
362,6
363,1
364,2
365,4
366,7
367,0
368,0
369,4
370,3
371,1
372,4
373,2
374,3
375,6
376,6
377,9
378,9
379,0
380,4
381,8
382,9
383,3
384,9
385,0
386,0
387,1
388,2
389,8
390,1
391,0
392,3
393,3
394,6
395,0
396,7
397,9
398,8
399,6
400,4
401,5
402,0
403,9
404,1
405,3
406,7
407,2
408,4
409,2
410,8
411,5
412,4
413,4
414,1
415,8
416,8
417,7
418,0
419,6
420,9
421,6
422,6
423,5
424,6
425,6
426,1
427,6
428,3
429,4
430,6
431,8
432,5
433,9
434,4
435,2
436,5
437,4
438,2
439,4
440,5
441,1
442,5
443,6
444,8
445,6
446,0
447,9
448,8
449,6
450,2
451,1
452,4
453,3
454,0
455,9
456,7
457,0
458,2
459,3
460,3
461,2
462,4
463,3
464,8
465,0
466,7
467,5
468,5
469,5
470,3
471,9
472,6
473,0
474,9
475,3
476,9
477,4
478,2
479,4
480,4
481,5
482,8
483,3
484,4
485,7
486,8
487,5
488,0
489,3
490,4
491,4
492,2
493,0
494,4
495,1
496,9
497,7
498,6
499,4
500,5
501,3
502,7
503,3
504,9
505,9
506,2
507,0
508,2
509,1
510,0
511,2
512,1
513,3
514,1
515,9
516,8
517,6
518,4
519,7
520,3
521,2
522,1
523,7
524,7
525,3
526,8
527,7
528,9
529,7
530,7
531,4
532,3
533,8
534,2
535,9
536,3
537,8
538,6
539,0
540,5
541,7
542,8
543,9
544,7
545,9
546,1
547,5
548,6
549,9
550,0
551,5
552,4
553,1
554,4
555,7
556,9
557,0
558,3
559,8
560,0
561,7
562,9
563,0
564,6
565,3
566,8
567,3
568,3
569,9
570,6
571,7
572,5
573,9
574,6
575,6
576,0
577,0
578,0
579,0
580,1
581,8
582,8
583,1
584,6
585,2
586,8
587,2
588,0
589,5
590,3
591,7
592,8
593,2
594,5
595,3
596,9
597,0
598,6
599,8
600,1
601,3
602,6
603,1
604,0
605,1
606,8
607,2
608,9
609,0
610,1
