,training
0,0
1,3
2,9
3,3
4,2
5,0
6,2
7,9
8,2
9,0
10,2
11,3
12,9
13,9
14,1
15,9
16,8
17,9
18,9
19,0
20,8
21,4
22,5
23,4
24,0
25,6
26,7
27,4
28,2
29,7
30,4
31,4
32,9
33,9
34,7
35,2
36,2
37,8
38,3
39,2
40,6
41,4
42,4
43,9
44,0
45,1
46,9
47,0
48,2
49,1
50,9
51,5
52,1
53,5
54,0
55,7
56,4
57,2
58,6
59,7
60,5
61,0
62,3
63,7
64,0
65,7
66,5
67,2
68,5
69,1
70,4
71,6
72,7
73,7
74,7
75,6
76,3
77,2
78,1
79,0
80,4
81,3
82,8
83,4
84,7
85,3
86,9
87,0
88,9
89,6
90,5
91,2
92,2
93,9
94,4
95,2
96,9
97,4
98,0
99,0
100,8
101,9
102,7
103,9
104,9
105,8
106,9
107,5
108,9
109,1
110,8
111,7
112,4
113,2
114,3
115,4
116,2
117,0
118,6
119,2
120,1
121,6
122,8
123,7
124,0
125,8
126,6
127,7
128,8
129,8
130,2
131,7
132,0
133,6
134,6
135,1
136,3
137,7
138,3
139,0
140,4
141,6
142,8
143,1
144,0
145,9
146,6
147,6
148,2
149,2
150,4
151,2
152,9
153,2
154,7
155,1
156,0
157,3
158,4
159,8
160,0
161,2
162,7
163,2
164,7
165,0
166,9
167,5
168,8
169,8
170,7
171,4
172,2
173,1
174,1
175,2
176,3
177,2
178,9
179,1
180,1
181,3
182,1
183,5
184,9
185,9
186,6
187,4
188,3
189,9
190,8
191,3
192,0
193,2
194,1
195,2
196,2
197,6
198,3
199,9
200,6
201,9
202,9
203,7
204,7
205,8
206,7
207,5
208,8
209,5
210,0
211,9
212,6
213,0
214,3
215,9
216,6
217,6
218,9
219,7
220,2
221,6
222,7
223,0
224,8
225,9
226,4
227,1
228,0
229,3
230,9
231,6
232,8
233,0
234,6
235,7
236,1
237,4
238,8
239,9
240,6
241,3
242,2
243,0
244,4
245,4
246,2
247,2
248,2
249,1
250,5
251,9
252,5
253,7
254,3
255,9
256,9
257,6
258,4
259,3
260,6
261,7
262,1
263,4
264,3
265,4
266,8
267,4
268,6
269,7
270,2
271,1
272,0
273,5
274,7
275,1
276,0
277,5
278,3
279,6
280,9
281,7
282,2
283,4
284,9
285,2
286,1
287,6
288,2
289,8
290,1
291,8
292,2
293,4
294,7
295,1
296,7
297,8
298,1
299,4
300,7
301,1
302,2
303,4
304,3
305,0
306,7
307,0
308,3
309,5
310,2
311,8
312,1
313,9
314,5
315,1
316,7
317,7
318,2
319,3
320,9
321,5
322,9
323,6
324,1
325,3
326,7
327,4
328,6
