,training
0,8
1,2
2,4
3,2
4,5
5,3
6,2
7,2
8,0
9,6
10,3
11,7
12,3
13,5
14,2
15,6
16,4
17,4
18,4
19,7
20,2
21,9
22,9
23,7
24,9
25,3
26,2
27,0
28,7
29,2
30,2
31,8
32,8
33,4
34,4
35,0
36,2
37,3
38,1
39,7
40,1
41,6
42,2
43,9
44,1
45,6
46,7
47,0
48,6
49,3
50,7
51,4
52,9
53,3
54,5
55,1
56,7
57,4
58,6
59,6
60,9
61,6
62,7
63,3
64,7
65,2
66,6
67,6
68,7
69,5
70,0
71,1
72,5
73,8
74,9
75,1
76,0
77,5
78,7
79,1
80,8
81,3
82,2
83,9
84,4
85,3
86,6
87,9
88,2
89,5
90,7
91,4
92,7
93,5
94,7
95,7
96,9
97,1
98,3
99,3
100,3
101,0
102,8
103,4
104,7
105,1
106,7
107,9
108,7
109,0
110,1
111,2
112,8
113,5
114,2
115,4
116,8
117,2
118,7
119,9
120,4
121,6
122,9
123,5
124,7
125,0
126,7
127,6
128,2
129,2
130,4
131,4
132,1
133,4
134,9
135,3
136,3
137,9
138,4
139,2
140,2
141,4
142,5
143,2
144,2
145,7
146,3
147,3
148,6
149,8
150,8
151,2
152,2
153,1
154,8
155,0
156,9
157,1
158,3
159,2
160,1
161,1
162,7
163,2
164,4
165,6
166,0
167,0
168,6
169,4
170,4
171,6
172,2
173,0
174,5
175,6
176,5
177,8
178,5
179,5
180,1
181,2
182,3
183,6
184,7
185,9
186,2
187,0
188,4
189,0
190,6
191,9
192,6
193,6
194,2
195,0
196,9
197,8
198,8
199,4
200,9
201,4
202,1
203,9
204,2
205,9
206,1
207,8
208,0
209,0
210,0
211,7
212,2
213,7
214,5
215,4
216,4
217,1
218,9
219,2
220,7
221,5
222,5
223,4
224,9
225,7
226,9
227,3
228,8
229,8
230,5
231,6
232,1
233,9
234,3
235,3
236,9
237,4
238,7
239,7
240,4
241,5
242,0
243,8
244,2
245,8
246,3
247,4
248,5
249,6
250,6
251,4
252,6
253,9
254,6
255,2
256,4
257,2
258,3
259,0
260,1
261,3
262,0
263,9
264,1
265,8
266,6
267,3
268,9
269,9
270,8
271,6
272,6
273,6
274,4
275,1
276,9
277,1
278,3
279,0
280,3
281,2
282,1
283,4
284,0
285,0
286,9
287,3
288,6
289,3
290,0
291,5
292,3
293,1
294,7
295,6
296,2
297,3
298,5
299,9
300,4
301,2
302,6
303,2
304,2
305,3
306,4
307,7
308,1
309,3
310,3
311,4
312,0
313,3
314,9
315,2
316,7
317,8
318,9
319,7
320,4
321,8
322,3
323,1
324,4
325,0
326,1
327,6
328,4
329,0
330,2
331,8
332,5
333,7
334,1
335,0
336,0
337,0
338,0
339,9
340,6
341,4
342,8
343,7
344,0
345,2
346,7
347,3
348,7
349,8
350,2
351,8
352,1
353,8
354,6
355,9
356,6
357,9
358,7
359,1
360,3
361,5
362,5
363,8
364,4
365,2
366,2
367,3
368,6
369,3
370,3
371,6
372,9
373,4
374,8
375,8
376,7
377,1
378,0
379,9
380,9
381,2
382,3
383,7
384,3
385,5
386,3
387,4
388,5
389,6
390,3
391,9
392,9
393,2
394,1
395,3
396,9
397,6
398,1
399,8
400,1
401,2
402,1
403,1
404,8
405,4
406,8
407,6
408,5
409,5
410,5
411,0
412,6
413,9
414,6
415,9
416,5
417,5
418,9
419,7
420,2
421,7
422,6
423,7
424,7
425,5
426,7
427,4
428,4
429,6
430,0
431,1
432,4
433,6
434,6
435,3
436,5
437,8
438,1
439,4
440,6
441,3
442,8
443,0
444,5
445,0
446,9
447,0
448,8
449,9
450,9
451,5
452,4
453,9
454,6
455,4
456,8
457,1
458,9
459,2
460,9
461,6
462,0
463,6
464,8
465,6
466,6
467,2
468,4
469,0
470,8
471,8
472,0
473,8
474,5
475,7
476,2
477,7
478,4
479,7
480,2
481,7
482,8
483,3
484,6
485,5
486,4
487,6
488,6
489,4
490,8
491,1
492,4
493,3
494,7
495,1
496,0
497,2
498,1
499,2
500,0
501,1
502,6
503,5
504,0
505,9
506,9
507,0
508,8
509,0
510,6
511,4
512,0
513,6
514,5
515,1
516,1
517,8
518,3
519,0
520,8
521,6
522,0
523,8
524,4
525,9
526,8
527,0
528,2
529,8
530,2
531,6
532,7
533,7
534,4
535,4
536,5
537,6
538,9
539,9
540,8
541,8
542,0
543,7
544,6
545,4
546,5
547,3
548,2
549,3
550,6
551,9
552,3
553,3
554,9
555,7
556,0
557,5
558,0
559,6
560,2
561,3
562,6
563,7
564,0
565,7
566,7
567,6
568,3
569,0
570,0
571,7
572,3
573,9
574,8
575,2
576,0
577,0
578,7
579,3
580,9
581,8
582,9
583,8
584,2
585,7
586,9
587,5
588,6
589,9
590,4
591,7
592,8
593,2
594,0
595,6
596,8
597,0
598,1
599,0
600,4
601,1
602,6
603,7
604,5
605,5
606,2
607,9
608,7
609,9
610,9
611,9
612,7
613,3
614,0
615,2
616,7
617,6
618,2
619,9
620,7
621,5
622,2
623,7
624,6
625,5
626,7
627,2
628,8
629,9
630,3
631,2
632,5
633,1
634,0
635,7
636,1
637,1
638,9
639,3
640,9
641,4
642,3
643,3
644,5
645,5
646,2
647,5
648,9
649,1
650,1
651,9
652,3
653,3
654,8
655,8
656,1
657,6
658,2
659,5
660,8
661,1
662,4
663,9
664,8
665,2
666,9
667,4
668,4
669,5
670,9
671,4
672,5
673,1
674,8
675,7
676,7
677,3
678,4
679,6
680,1
681,1
682,0
683,9
684,8
685,7
686,3
687,2
688,6
689,5
690,0
691,5
692,1
693,3
694,4
695,6
696,2
697,4
698,0
699,6
700,7
701,5
702,6
703,3
704,3
705,6
706,0
707,0
708,3
709,0
710,2
711,1
712,8
713,4
714,7
715,2
716,7
717,2
718,1
719,4
720,1
721,4
722,4
723,2
724,1
725,8
726,2
727,5
728,3
729,6
730,7
731,4
732,2
733,8
734,9
735,5
736,0
737,0
738,1
739,5
740,8
741,4
742,5
743,5
744,3
745,2
746,1
747,4
748,9
749,4
750,1
751,7
752,6
753,7
754,7
755,6
756,7
757,9
758,8
759,0
760,3
761,6
762,0
763,9
764,8
765,7
766,4
767,2
768,8
769,4
770,8
771,2
772,1
773,5
774,1
775,6
776,4
777,9
778,3
779,1
780,5
781,9
782,3
783,6
784,6
785,4
786,4
787,5
788,8
789,4
790,1
791,7
792,7
793,1
794,9
795,2
796,8
797,4
798,3
799,0
800,5
801,8
802,0
803,7
804,9
805,2
806,8
807,5
808,8
809,4
810,5
811,6
812,3
813,8
814,9
815,0
816,0
817,2
818,0
819,7
820,3
821,1
822,1
823,5
824,2
825,6
826,1
827,9
828,2
829,2
830,3
831,9
832,3
833,1
834,4
835,8
836,2
837,1
838,0
839,1
840,0
841,2
842,3
843,0
844,8
845,5
846,3
847,0
848,5
849,5
850,5
851,2
852,6
853,2
854,3
855,5
856,7
857,8
858,4
859,2
860,2
861,4
862,8
863,9
864,9
865,6
866,2
867,3
868,2
869,6
870,3
871,9
872,2
873,4
874,4
875,5
876,4
877,7
878,0
879,3
880,2
881,6
882,9
883,5
884,2
885,2
886,2
887,3
888,4
889,6
890,4
891,7
892,9
893,0
894,9
895,2
896,1
897,4
898,3
899,8
900,7
901,7
902,8
903,3
904,8
905,8
906,6
907,0
908,0
909,1
910,3
911,9
912,1
913,0
914,0
915,2
916,8
917,0
918,7
919,1
920,8
921,8
922,7
923,4
924,8
925,2
926,9
927,8
928,8
929,4
930,7
931,5
932,9
933,9
934,0
935,4
936,9
937,6
938,5
939,5
940,4
941,5
942,4
943,1
944,6
945,8
946,2
947,9
948,6
949,9
950,8
951,9
952,1
953,7
954,3
955,0
956,9
957,9
958,8
959,2
960,0
961,3
962,6
963,9
964,7
965,6
966,5
967,4
968,2
969,4
970,9
971,4
972,5
973,7
974,4
975,9
976,6
977,9
978,8
979,4
980,8
981,4
982,4
983,9
984,4
985,7
986,3
987,7
988,5
989,3
990,3
991,9
992,6
993,5
994,0
995,9
996,3
997,5
998,8
999,4
1000,2
1001,2
1002,6
1003,3
1004,4
1005,7
1006,5
1007,8
1008,5
1009,3
1010,5
1011,0
1012,0
1013,2
1014,6
1015,6
1016,9
1017,7
1018,6
1019,5
1020,5
1021,9
1022,2
1023,2
1024,0
1025,1
1026,9
1027,8
1028,1
1029,2
1030,7
1031,6
1032,1
1033,6
1034,1
1035,9
1036,5
1037,2
1038,3
1039,6
1040,5
1041,8
1042,2
1043,9
1044,3
1045,5
1046,9
1047,0
1048,4
1049,0
1050,5
1051,0
1052,1
1053,8
1054,3
1055,1
1056,0
1057,0
1058,4
1059,5
1060,3
1061,3
1062,7
1063,1
1064,3
1065,4
1066,8
1067,0
1068,2
1069,5
1070,6
1071,8
1072,7
1073,6
1074,9
1075,0
1076,4
1077,7
1078,7
1079,7
1080,4
1081,7
1082,2
1083,8
1084,4
1085,9
1086,1
1087,5
1088,8
1089,6
1090,2
1091,8
1092,9
1093,8
1094,5
1095,5
1096,7
1097,2
1098,8
1099,3
1100,2
1101,2
1102,6
1103,9
1104,8
1105,1
1106,2
1107,5
1108,7
1109,0
1110,5
1111,1
1112,1
1113,6
1114,9
1115,7
1116,9
1117,6
1118,2
1119,8
1120,5
1121,3
1122,9
1123,8
1124,5
1125,8
1126,4
1127,3
1128,9
1129,4
1130,3
1131,7
1132,9
1133,6
1134,7
1135,7
1136,0
1137,5
1138,9
1139,3
1140,5
1141,9
1142,5
1143,9
1144,4
1145,0
1146,1
1147,6
1148,4
1149,2
1150,3
1151,4
1152,2
1153,9
1154,1
1155,7
1156,8
1157,6
1158,9
1159,4
1160,7
1161,8
1162,3
1163,9
1164,0
1165,5
1166,5
1167,8
1168,9
1169,5
1170,8
1171,8
1172,8
1173,5
1174,3
1175,6
1176,6
1177,6
1178,9
1179,9
1180,1
1181,3
1182,4
1183,2
1184,5
1185,4
1186,7
1187,3
1188,2
1189,1
1190,5
1191,3
1192,4
1193,7
1194,3
1195,2
1196,2
1197,7
1198,5
1199,1
1200,6
1201,2
1202,9
1203,4
1204,7
1205,2
1206,3
1207,5
1208,4
1209,0
1210,6
1211,0
1212,8
1213,7
1214,3
1215,0
1216,8
1217,2
1218,5
1219,4
1220,6
1221,3
1222,3
1223,3
1224,5
1225,2
1226,3
1227,3
1228,9
1229,4
1230,7
1231,0
1232,7
1233,0
1234,0
1235,0
1236,4
1237,3
1238,0
1239,9
1240,9
1241,7
1242,0
1243,2
1244,3
1245,5
1246,6
1247,2
