,training
0,1
1,8
2,8
3,5
4,4
5,1
6,0
7,6
8,1
9,0
10,0
11,7
12,9
13,2
14,6
15,3
16,8
17,2
18,9
19,5
20,7
21,2
22,8
23,2
24,7
25,2
26,0
27,7
28,3
29,7
30,1
31,3
32,9
33,1
34,4
35,6
36,8
37,1
38,4
39,4
40,3
41,8
42,8
43,0
44,7
45,5
46,8
47,9
48,6
49,7
50,1
51,9
52,0
53,4
54,2
55,4
56,5
57,6
58,7
59,1
60,2
61,1
62,0
63,6
64,0
65,4
66,4
67,3
68,8
69,3
70,9
71,5
72,4
73,1
74,5
75,6
76,0
77,3
78,5
79,0
80,8
81,4
82,0
83,0
84,9
85,4
86,1
87,0
88,3
89,1
90,4
91,7
92,4
93,2
94,3
95,6
96,4
97,7
98,1
99,5
100,9
101,3
102,8
103,5
104,1
105,8
106,5
107,0
108,0
109,2
110,8
111,8
112,9
113,2
114,6
115,9
116,6
117,7
118,0
119,3
120,9
121,0
122,9
123,1
124,8
125,3
126,4
127,3
128,7
129,7
130,3
131,4
132,3
133,8
134,8
135,6
136,8
137,3
138,0
139,8
140,6
141,7
142,3
143,1
144,3
145,2
146,5
147,8
148,2
149,7
150,5
151,3
152,4
153,9
154,2
155,2
156,1
157,7
158,6
159,3
160,2
161,6
162,4
163,1
164,8
165,9
166,3
167,2
168,4
169,4
170,3
171,6
172,8
173,4
174,2
175,4
176,6
177,2
178,1
179,2
180,1
181,4
182,8
183,0
184,7
185,0
186,1
187,3
188,0
189,5
190,1
191,3
192,4
193,3
194,2
195,0
196,2
197,1
198,1
199,7
200,1
201,2
202,2
203,7
204,2
205,2
206,3
207,2
208,8
209,1
210,0
211,4
212,8
213,3
214,3
215,0
216,0
217,2
218,9
219,1
220,5
221,4
222,4
223,4
224,1
225,3
226,3
227,0
228,0
229,9
230,8
231,2
232,9
233,3
234,5
235,7
236,3
237,4
238,6
239,9
240,7
241,5
242,0
243,0
244,0
245,2
246,6
247,1
248,7
249,5
250,1
251,4
252,8
253,6
254,8
255,5
256,0
257,7
258,5
259,5
260,4
261,3
262,5
263,2
264,6
265,8
266,3
267,6
268,0
269,7
270,8
271,4
272,4
273,0
274,7
275,3
276,9
277,7
278,2
279,0
280,6
281,5
282,3
283,8
284,3
285,8
286,7
287,3
288,5
289,5
290,0
291,2
292,7
293,4
294,4
295,7
296,6
297,8
298,0
299,1
300,9
301,5
302,3
303,9
304,4
305,5
306,8
307,1
308,0
309,9
310,1
311,6
312,0
313,0
314,0
315,4
316,3
317,4
318,4
319,2
320,7
321,6
322,3
323,9
324,4
325,5
326,5
327,7
328,7
329,5
330,9
331,9
332,3
333,0
334,9
335,5
336,0
337,9
338,1
339,4
340,6
341,3
342,4
343,6
344,6
345,9
346,8
347,8
348,5
349,7
350,8
351,2
352,9
353,0
354,0
355,9
356,5
357,5
358,4
359,7
360,0
361,3
362,9
363,8
364,1
365,3
366,8
367,9
368,7
369,5
370,5
371,4
372,4
373,6
374,6
375,1
376,0
377,4
378,5
379,6
380,9
381,3
382,1
383,9
384,8
385,6
386,5
387,4
388,8
389,2
390,8
391,9
392,9
393,2
394,7
395,7
396,9
397,3
398,5
399,0
400,2
401,8
402,8
403,1
404,4
405,6
406,3
407,8
408,8
409,3
410,5
411,2
412,7
413,7
414,3
415,4
416,7
417,0
418,5
419,8
420,0
421,7
422,1
423,0
424,8
425,9
426,2
427,7
428,5
429,9
430,9
431,5
432,0
433,4
434,7
435,7
436,2
437,3
438,6
439,9
440,7
441,1
442,6
443,6
444,7
445,4
446,2
447,1
448,1
449,9
450,2
451,9
452,0
453,5
454,4
455,9
456,0
457,2
458,4
459,9
460,1
461,0
462,7
463,6
464,2
465,0
466,0
467,9
468,9
469,3
470,5
471,9
472,0
473,2
474,4
475,3
476,7
477,0
478,6
479,3
480,8
481,5
482,2
483,4
484,8
485,2
486,3
487,7
488,0
489,6
490,0
491,4
492,2
493,4
494,9
495,4
496,7
497,7
498,7
499,0
500,5
501,3
502,9
503,9
504,5
505,0
506,6
507,4
508,8
509,5
510,6
511,1
512,9
513,5
514,9
515,4
516,6
517,7
518,8
519,1
520,1
521,3
522,9
523,8
524,0
525,7
526,6
527,3
528,4
529,5
530,8
531,4
532,6
533,0
534,3
535,9
536,2
537,6
538,2
539,4
540,4
541,8
542,0
543,9
544,1
545,6
546,3
547,7
548,1
549,1
550,2
551,4
552,8
553,9
554,3
555,1
556,8
557,0
558,0
559,0
560,2
561,8
562,6
563,8
564,2
565,0
566,5
567,3
568,8
569,8
570,6
571,1
572,9
573,2
574,9
575,6
576,9
577,5
578,0
579,2
580,3
581,0
582,6
583,2
584,1
585,6
586,9
587,4
588,7
589,5
590,7
591,6
592,4
593,8
594,7
595,5
596,9
597,9
598,7
599,4
600,9
601,6
602,0
603,1
604,5
605,3
606,5
607,5
608,7
609,3
610,0
611,2
612,9
613,5
614,9
615,4
616,7
617,8
618,0
619,7
620,1
621,0
622,2
623,3
624,7
625,5
626,5
627,4
628,3
629,7
630,4
631,4
632,8
633,8
634,3
635,6
636,9
637,5
638,5
639,6
640,1
641,5
642,5
643,0
644,7
645,5
646,0
647,4
648,8
649,8
650,7
651,1
652,1
653,3
654,1
655,5
656,3
657,0
658,3
659,8
660,9
661,9
662,1
663,1
664,2
665,7
666,3
667,5
668,5
669,8
670,6
671,6
672,2
673,1
674,4
675,5
676,8
677,6
678,2
679,6
680,7
681,8
682,4
683,8
684,6
685,5
686,0
687,5
688,8
689,4
690,1
691,8
692,3
693,3
694,4
695,5
696,8
697,8
698,9
699,7
700,3
701,5
702,2
703,1
704,2
705,7
706,5
707,5
708,5
709,2
710,3
711,6
712,3
713,2
714,6
715,7
716,6
717,2
718,1
719,8
720,3
721,5
722,9
723,7
724,3
725,8
726,0
727,9
728,8
729,0
730,8
731,9
732,4
733,3
734,3
735,5
736,9
737,1
738,2
739,2
740,3
741,6
742,7
743,4
744,3
745,2
746,7
747,5
748,1
749,6
750,1
751,7
752,4
753,8
754,5
755,8
756,4
757,8
758,4
759,1
760,3
761,0
762,9
763,8
764,4
765,6
766,0
767,2
768,5
769,1
770,3
771,0
772,8
773,3
774,6
775,9
776,9
777,9
778,7
779,0
780,0
781,0
782,6
783,7
784,0
785,1
786,2
787,2
788,4
789,5
790,5
791,0
792,4
793,0
794,0
795,8
796,9
797,9
798,1
799,8
800,4
801,4
802,3
803,2
804,5
805,3
806,4
807,9
808,4
809,9
810,6
811,0
812,5
813,6
814,1
815,5
816,9
817,0
818,1
819,5
820,3
821,0
822,4
823,0
824,7
825,7
826,0
827,2
828,0
829,1
830,2
831,6
832,7
833,8
834,7
835,3
836,2
837,6
838,5
839,6
840,2
841,8
842,3
843,1
844,5
845,5
846,2
847,1
848,2
849,5
850,1
851,4
852,4
853,0
854,6
855,5
856,6
857,3
858,8
859,4
860,2
861,5
862,8
863,0
864,8
865,2
866,2
867,2
868,9
869,7
870,1
871,9
872,0
873,8
874,5
875,9
876,9
877,3
878,8
879,6
880,6
881,7
882,0
883,6
884,2
885,2
886,0
887,3
888,6
889,5
890,4
891,5
892,0
893,6
894,9
895,1
896,8
897,1
898,8
899,7
900,4
901,4
902,7
903,8
904,5
905,7
906,2
907,4
908,2
909,3
910,5
911,3
912,5
913,7
914,1
915,3
916,2
917,6
918,9
919,1
920,0
921,0
922,1
923,9
924,8
925,4
926,7
927,3
928,6
929,7
930,5
931,9
932,6
933,5
934,4
935,5
936,0
937,4
938,3
939,5
940,0
941,7
942,9
943,7
944,7
945,4
946,7
947,7
948,7
949,4
950,8
951,8
952,4
953,3
954,6
955,8
956,6
957,3
958,5
959,4
960,6
961,7
962,3
963,2
964,8
965,4
966,6
967,1
968,1
969,8
970,9
971,5
972,9
973,8
974,7
975,4
976,6
977,6
978,0
979,3
980,1
981,7
982,8
983,6
984,5
985,8
986,6
987,6
988,6
989,3
990,4
991,5
992,4
993,8
994,4
995,4
996,8
997,6
998,8
999,3
1000,8
1001,9
1002,7
1003,8
1004,5
1005,7
1006,1
1007,2
1008,6
1009,9
1010,1
1011,6
1012,6
1013,7
1014,8
1015,4
1016,1
1017,3
1018,5
1019,4
1020,0
1021,3
1022,9
1023,5
1024,9
1025,4
1026,4
1027,0
1028,8
1029,1
1030,6
1031,9
1032,1
1033,6
1034,3
1035,4
1036,2
1037,2
1038,5
1039,7
1040,6
1041,6
1042,1
1043,7
1044,0
1045,8
1046,4
1047,6
1048,1
1049,7
1050,8
1051,5
1052,7
1053,4
1054,6
1055,7
1056,4
1057,2
1058,4
1059,8
1060,1
1061,8
1062,0
1063,2
1064,3
1065,7
1066,7
1067,6
1068,5
1069,0
1070,8
1071,4
1072,2
1073,2
1074,8
1075,1
1076,6
1077,8
1078,1
1079,1
1080,7
1081,7
1082,9
1083,2
1084,9
1085,7
1086,0
1087,2
1088,4
1089,0
1090,6
1091,7
1092,5
1093,3
1094,9
1095,0
1096,0
1097,8
1098,2
1099,3
1100,4
1101,1
1102,7
1103,1
1104,5
1105,8
1106,2
1107,4
1108,1
1109,5
1110,1
1111,4
1112,3
1113,3
1114,8
1115,1
1116,8
1117,7
1118,7
1119,4
1120,7
1121,6
1122,4
1123,7
1124,9
1125,1
1126,5
1127,9
1128,3
1129,0
1130,9
1131,4
1132,4
1133,7
1134,0
1135,6
1136,8
1137,3
1138,2
1139,7
1140,2
1141,2
1142,3
1143,9
1144,8
1145,1
1146,3
1147,3
1148,1
1149,3
1150,4
1151,6
1152,3
1153,6
1154,4
1155,7
1156,6
1157,4
1158,3
1159,6
1160,1
1161,2
1162,2
1163,8
1164,9
1165,3
1166,0
1167,0
1168,3
1169,3
1170,9
1171,9
1172,6
1173,6
1174,0
1175,8
1176,1
1177,5
1178,4
1179,4
1180,9
1181,0
1182,6
1183,2
1184,3
1185,6
1186,6
1187,9
1188,6
1189,0
1190,4
1191,2
1192,0
1193,8
1194,9
1195,0
1196,0
1197,6
1198,6
1199,3
1200,2
1201,7
1202,1
1203,2
1204,5
1205,5
1206,6
1207,4
1208,3
1209,6
1210,0
1211,0
1212,1
1213,0
1214,9
1215,7
1216,0
1217,1
1218,4
1219,5
1220,6
1221,3
1222,5
1223,9
1224,8
1225,5
1226,3
1227,3
1228,7
1229,7
1230,4
1231,8
1232,8
1233,4
1234,2
1235,8
1236,7
1237,8
1238,3
1239,0
1240,8
1241,5
1242,3
1243,0
1244,1
1245,9
1246,5
1247,6
1248,2
1249,8
1250,9
1251,4
1252,9
1253,9
1254,8
1255,2
1256,9
1257,0
1258,3
1259,8
1260,6
1261,2
1262,0
1263,0
1264,0
1265,9
1266,3
1267,6
1268,4
1269,4
1270,0
1271,8
1272,3
1273,0
1274,2
1275,6
1276,0
1277,8
1278,6
1279,8
1280,8
1281,0
1282,1
1283,5
1284,8
1285,2
1286,7
1287,3
1288,9
1289,3
1290,3
1291,1
1292,1
1293,9
1294,4
1295,1
1296,4
1297,0
1298,7
1299,5
1300,0
1301,6
1302,2
1303,4
1304,5
1305,0
1306,4
1307,2
1308,4
1309,6
1310,0
1311,6
1312,6
1313,0
1314,4
1315,4
1316,6
1317,3
1318,7
1319,5
1320,0
1321,3
1322,6
1323,5
1324,5
1325,2
1326,5
1327,7
1328,6
1329,2
1330,4
1331,4
1332,5
1333,1
1334,8
1335,4
1336,5
1337,7
1338,8
1339,3
1340,7
1341,0
1342,4
1343,2
1344,9
1345,2
1346,4
1347,2
1348,5
1349,4
1350,2
1351,6
1352,2
1353,2
1354,5
1355,7
1356,0
1357,4
1358,5
1359,9
1360,8
1361,9
1362,9
1363,2
1364,8
1365,7
1366,0
1367,1
1368,1
1369,9
1370,1
1371,5
1372,7
1373,4
1374,9
1375,3
1376,7
1377,7
1378,9
1379,1
1380,8
1381,1
1382,6
1383,7
1384,8
1385,4
1386,7
1387,7
1388,0
1389,8
1390,8
1391,0
1392,6
1393,8
1394,7
1395,3
1396,2
1397,5
1398,1
1399,1
1400,2
1401,8
1402,4
1403,0
1404,0
1405,7
1406,3
1407,5
1408,5
1409,4
1410,0
1411,7
1412,8
1413,1
1414,8
1415,9
1416,7
1417,2
1418,5
1419,9
1420,5
1421,4
1422,3
1423,5
1424,7
1425,2
1426,5
1427,0
1428,1
1429,2
1430,4
1431,1
1432,4
1433,7
1434,9
1435,1
1436,3
1437,3
1438,5
1439,3
1440,6
1441,4
1442,7
1443,5
1444,0
1445,6
1446,5
1447,3
1448,2
1449,9
1450,2
1451,0
1452,5
1453,0
1454,2
1455,3
1456,6
1457,9
1458,9
1459,5
1460,0
1461,3
1462,6
1463,4
1464,2
1465,2
1466,7
1467,3
1468,5
1469,9
1470,3
1471,0
1472,3
1473,5
1474,0
1475,6
1476,9
1477,8
1478,3
1479,5
1480,9
1481,8
1482,6
1483,7
1484,8
1485,4
1486,2
1487,5
1488,1
1489,9
1490,2
1491,0
1492,5
1493,5
1494,5
1495,6
1496,0
1497,5
1498,1
1499,4
1500,1
1501,8
1502,4
1503,6
1504,0
1505,5
1506,0
1507,2
1508,6
1509,8
1510,8
1511,3
1512,7
1513,3
1514,4
1515,2
1516,0
1517,5
1518,0
1519,8
1520,0
1521,6
1522,6
1523,3
1524,4
1525,9
1526,2
1527,7
1528,4
1529,7
1530,5
1531,8
1532,0
1533,6
1534,4
1535,2
1536,4
1537,4
1538,7
1539,4
1540,2
1541,2
1542,7
1543,9
1544,1
1545,4
1546,0
1547,6
1548,9
1549,4
1550,9
1551,7
1552,8
1553,5
1554,4
1555,0
1556,0
1557,1
1558,9
1559,4
1560,7
1561,3
1562,9
1563,0
1564,5
1565,4
1566,6
1567,0
1568,4
1569,5
1570,1
1571,2
1572,6
1573,3
1574,0
1575,7
1576,6
1577,8
1578,9
1579,1
1580,7
1581,3
1582,6
1583,6
1584,8
1585,1
1586,3
1587,4
1588,0
1589,9
1590,3
1591,0
1592,9
1593,1
1594,6
1595,1
1596,5
1597,8
1598,3
1599,7
1600,7
1601,9
1602,5
1603,4
1604,5
1605,0
1606,5
1607,2
1608,2
1609,9
1610,6
1611,5
1612,9
1613,7
1614,2
1615,8
1616,6
1617,8
1618,8
1619,4
1620,5
1621,3
1622,5
1623,4
1624,2
1625,9
1626,8
1627,9
1628,6
1629,4
1630,1
1631,2
1632,6
1633,3
1634,2
1635,7
1636,1
1637,0
1638,1
1639,5
1640,1
1641,4
1642,5
1643,3
1644,3
1645,6
1646,1
1647,2
1648,3
1649,4
1650,7
1651,5
1652,7
1653,5
1654,7
1655,8
1656,4
1657,7
1658,4
1659,3
1660,7
1661,4
1662,6
1663,2
1664,2
1665,9
1666,4
1667,5
1668,0
1669,4
1670,2
1671,1
1672,7
1673,6
1674,5
1675,1
1676,5
1677,1
1678,9
1679,7
1680,5
1681,6
1682,0
1683,4
1684,8
1685,6
1686,7
1687,9
1688,6
1689,2
1690,5
1691,7
1692,5
1693,2
1694,5
1695,1
1696,7
1697,5
1698,5
1699,0
1700,9
1701,4
1702,5
1703,4
1704,7
1705,8
1706,7
1707,6
1708,8
1709,3
1710,3
1711,2
1712,2
1713,3
1714,0
1715,2
1716,0
1717,5
1718,4
1719,1
1720,3
1721,0
1722,5
1723,9
1724,7
1725,0
1726,5
1727,1
1728,4
1729,4
1730,1
1731,8
1732,3
1733,2
1734,4
1735,3
1736,6
1737,6
1738,4
1739,2
1740,3
1741,6
1742,5
1743,5
1744,4
1745,3
1746,6
1747,7
1748,7
1749,3
1750,8
1751,3
1752,6
1753,6
1754,9
1755,9
1756,6
1757,1
1758,6
1759,6
1760,6
1761,1
1762,8
1763,1
1764,2
1765,8
1766,2
1767,8
1768,9
1769,4
1770,0
1771,6
1772,2
1773,0
1774,7
1775,7
1776,1
1777,6
1778,1
1779,8
1780,1
1781,4
1782,3
1783,8
1784,5
1785,3
1786,5
1787,0
1788,6
1789,2
1790,4
1791,6
1792,8
1793,1
1794,1
1795,2
1796,3
1797,5
1798,3
1799,7
1800,0
1801,1
1802,5
1803,5
1804,6
1805,2
1806,1
1807,6
1808,0
1809,0
1810,1
1811,1
1812,3
1813,1
1814,2
1815,1
1816,3
1817,8
1818,1
1819,0
1820,8
1821,1
1822,9
1823,2
1824,9
1825,7
1826,4
1827,8
1828,7
1829,3
1830,5
1831,1
1832,6
1833,2
1834,1
1835,8
1836,1
1837,4
1838,6
1839,6
1840,3
1841,1
1842,1
1843,8
1844,0
1845,2
1846,2
1847,8
1848,6
1849,6
1850,3
1851,0
1852,4
1853,0
1854,3
1855,4
1856,9
1857,0
1858,2
1859,7
1860,8
1861,6
1862,8
1863,4
1864,0
1865,2
1866,8
1867,7
1868,9
1869,1
1870,6
1871,2
1872,2
1873,5
1874,2
1875,5
1876,9
1877,9
1878,1
1879,6
1880,1
1881,2
1882,6
1883,3
1884,4
1885,6
1886,6
1887,8
1888,4
1889,3
1890,0
1891,9
1892,5
1893,3
1894,2
1895,4
1896,9
1897,1
1898,1
1899,7
1900,9
1901,9
1902,0
1903,2
1904,4
1905,2
1906,4
1907,8
1908,7
1909,3
1910,1
1911,5
1912,8
1913,7
1914,0
1915,3
1916,3
1917,8
1918,2
1919,2
1920,7
1921,4
1922,7
1923,5
1924,9
1925,0
1926,3
1927,9
1928,9
1929,6
1930,2
1931,5
1932,0
1933,2
1934,7
1935,0
1936,7
1937,8
1938,0
1939,8
1940,0
1941,9
1942,1
1943,9
1944,9
1945,2
1946,7
1947,3
1948,9
1949,2
1950,3
1951,1
1952,4
1953,1
1954,0
1955,6
1956,4
1957,0
1958,7
1959,7
1960,6
1961,5
1962,8
1963,5
1964,0
1965,4
1966,6
1967,9
1968,2
1969,0
1970,5
1971,2
1972,2
1973,9
1974,2
1975,3
1976,0
1977,2
1978,5
1979,6
1980,5
1981,5
1982,3
1983,7
1984,6
1985,3
1986,7
1987,9
1988,9
1989,8
1990,0
1991,4
1992,5
1993,9
1994,6
1995,9
1996,2
1997,7
1998,9
1999,0
2000,3
2001,1
2002,9
2003,0
2004,2
2005,5
2006,5
2007,2
2008,6
2009,5
2010,0
2011,0
2012,6
2013,5
2014,8
2015,3
2016,4
2017,5
2018,6
2019,4
2020,5
2021,5
2022,5
2023,1
2024,0
2025,2
2026,1
2027,3
2028,5
2029,6
2030,5
2031,6
2032,4
2033,0
2034,0
2035,3
2036,0
2037,1
2038,7
2039,3
2040,0
2041,1
2042,6
2043,0
2044,3
2045,7
2046,5
2047,7
2048,4
2049,2
2050,5
2051,0
2052,3
2053,5
2054,1
2055,6
2056,2
2057,1
2058,9
2059,8
2060,7
2061,4
2062,2
2063,2
2064,7
2065,9
2066,4
2067,8
2068,0
2069,2
2070,5
2071,0
2072,1
2073,3
2074,8
2075,1
2076,2
2077,7
2078,4
2079,4
2080,5
2081,7
2082,9
2083,9
2084,4
2085,9
2086,5
2087,8
2088,1
2089,9
2090,2
2091,5
2092,6
2093,3
2094,2
2095,4
2096,3
2097,6
2098,3
2099,5
2100,5
2101,9
2102,9
2103,7
2104,6
2105,6
2106,4
2107,1
2108,7
2109,5
2110,2
2111,8
2112,6
2113,4
2114,8
2115,2
2116,3
2117,9
2118,5
2119,0
2120,7
2121,1
2122,6
2123,4
2124,1
2125,4
2126,6
2127,3
2128,6
2129,9
2130,3
2131,9
2132,1
2133,7
2134,9
2135,2
2136,3
2137,7
2138,4
2139,4
2140,5
2141,8
2142,1
2143,3
2144,4
2145,8
2146,8
