,training
0,2
1,8
2,1
3,6
4,0
5,5
6,2
7,2
8,9
9,9
10,0
11,7
12,8
13,4
14,9
15,4
16,5
17,3
18,4
19,5
20,0
21,0
22,2
23,0
24,6
25,8
26,7
27,0
28,0
29,8
30,5
31,9
32,6
33,2
34,5
35,1
36,6
37,3
38,5
39,9
40,1
41,5
42,5
43,2
44,6
45,5
46,7
47,9
48,6
49,0
50,0
51,0
52,3
53,4
54,0
55,0
56,2
57,1
58,0
59,3
60,0
61,2
62,7
63,3
64,4
65,3
66,4
67,1
68,5
69,9
70,5
71,4
72,9
73,4
74,1
75,3
76,7
77,1
78,3
79,2
80,6
81,4
82,3
83,3
84,7
85,4
86,7
87,0
88,4
89,3
90,9
91,3
92,7
93,9
94,0
95,2
96,9
97,0
98,1
99,3
100,8
101,7
102,4
103,2
104,4
105,3
106,0
107,0
108,5
109,8
110,7
111,9
112,4
113,7
114,6
115,9
116,1
117,3
118,0
119,6
120,8
121,5
122,0
123,3
124,0
125,4
126,4
127,8
128,7
129,8
130,7
131,2
132,2
133,3
134,3
135,0
136,1
137,8
138,2
139,5
140,7
141,5
142,2
143,8
144,5
145,5
146,3
147,4
148,4
149,2
150,4
151,2
152,4
153,0
154,7
155,2
156,3
157,7
158,2
159,6
160,5
161,8
162,4
163,9
164,0
165,8
166,0
167,6
168,8
169,2
170,6
171,3
172,0
173,2
174,6
175,5
176,6
177,4
178,6
179,2
180,1
181,8
182,7
183,2
184,9
185,8
186,7
187,7
188,7
189,1
190,3
191,1
192,9
193,7
194,1
195,8
196,1
197,7
198,3
199,4
200,0
201,0
202,2
203,6
204,6
205,3
206,7
207,5
208,9
209,5
210,9
211,2
212,3
213,5
214,0
215,6
216,1
217,5
218,3
219,4
220,2
221,2
222,9
223,2
224,5
225,8
226,3
227,3
228,9
229,6
230,8
231,3
232,5
233,1
234,4
235,6
236,8
237,6
238,1
239,4
240,2
241,0
242,5
243,1
244,8
245,5
246,2
247,5
248,0
249,4
250,6
251,6
252,8
253,4
254,3
255,8
256,3
257,6
258,4
259,0
260,2
261,1
262,7
263,7
264,4
265,7
266,9
267,9
268,9
269,2
270,9
271,2
272,8
273,1
274,8
275,2
276,4
277,1
278,7
279,8
280,7
281,0
282,2
283,3
284,3
285,2
286,4
287,5
288,6
289,5
290,2
291,3
292,6
293,6
294,3
295,6
296,2
297,7
298,0
299,6
300,9
301,2
302,5
303,5
304,6
305,2
306,7
307,5
308,3
309,2
310,6
311,7
312,1
313,9
314,9
315,0
316,6
317,8
318,2
319,6
320,0
321,0
322,8
323,9
324,5
325,4
326,8
327,9
328,9
329,7
330,2
331,1
332,2
333,9
334,9
335,3
336,0
337,5
338,2
339,4
340,5
341,4
342,0
343,2
344,5
345,5
346,2
347,8
348,2
349,8
350,7
351,5
352,5
353,6
354,2
355,9
356,6
357,0
358,4
359,6
360,1
361,2
362,6
363,8
364,0
365,8
366,4
367,3
368,3
369,4
370,7
371,6
372,3
373,5
374,4
375,0
376,8
377,5
378,5
379,2
380,5
381,9
382,2
383,9
384,2
385,7
386,2
387,4
388,2
389,2
390,4
391,0
392,4
393,5
394,5
395,2
396,9
397,1
398,0
399,0
400,9
401,3
402,3
403,0
404,7
405,6
406,8
407,9
408,4
409,2
410,1
411,4
412,1
413,1
414,4
415,4
416,9
417,4
418,4
419,0
420,3
421,9
422,8
423,5
424,9
425,8
426,1
427,9
428,2
429,5
430,0
431,5
432,9
433,3
434,6
435,4
436,1
437,9
438,7
439,2
440,5
441,2
442,5
443,1
444,4
445,4
446,2
447,8
448,2
449,2
450,7
451,6
452,5
453,8
454,0
455,7
456,9
457,8
458,2
459,6
460,5
461,5
462,9
463,0
464,7
465,2
466,2
467,8
468,7
469,0
470,7
471,0
472,0
473,8
474,9
475,6
476,2
477,3
478,8
479,2
480,0
481,8
482,8
483,6
484,7
485,4
486,2
487,8
488,1
489,5
490,9
491,9
492,9
493,0
494,9
495,3
496,8
497,4
498,4
499,4
500,8
501,3
502,6
503,9
504,2
505,0
506,1
507,1
508,0
509,4
510,9
511,9
512,1
513,0
514,4
515,9
516,8
517,7
518,9
519,6
520,0
521,6
522,7
523,2
524,0
525,6
526,4
527,5
528,7
529,3
530,4
531,5
532,9
533,9
534,0
535,5
536,1
537,5
538,0
539,9
540,6
541,1
542,7
543,7
544,5
545,1
546,9
547,2
548,3
549,2
550,0
551,1
552,1
553,2
554,8
555,0
556,0
557,0
558,4
559,8
560,9
561,7
562,5
563,4
564,1
565,6
566,1
567,1
568,2
569,3
570,6
571,0
572,5
573,5
574,6
575,3
576,2
577,6
578,6
579,4
580,5
581,7
582,9
583,3
584,6
585,4
586,6
587,9
588,3
589,8
590,9
591,6
592,0
593,3
594,1
595,7
596,4
597,4
598,8
599,0
600,9
601,1
602,3
603,3
604,8
605,3
606,0
607,7
608,2
609,8
610,1
611,4
612,8
613,8
614,7
615,9
616,7
617,9
618,5
619,4
620,3
621,7
622,3
623,9
624,6
625,9
626,3
627,8
628,4
629,3
630,4
631,5
632,3
633,5
634,6
635,0
636,6
637,3
638,9
639,4
640,8
641,1
642,2
643,4
644,5
645,0
646,1
647,3
648,5
649,9
650,7
651,6
652,1
653,2
654,9
655,7
656,6
657,6
658,2
659,9
660,9
661,8
662,5
663,4
664,8
665,2
666,0
667,0
668,4
669,3
670,8
671,5
672,6
673,7
674,2
675,5
676,5
677,1
678,9
679,3
680,4
681,9
682,5
683,7
684,0
685,4
686,2
687,3
688,6
689,8
690,7
691,4
692,5
693,4
694,0
695,7
696,9
697,4
698,7
699,4
700,3
701,4
702,6
703,0
704,4
705,7
706,9
707,7
708,2
709,2
710,7
711,0
712,4
713,2
714,6
715,1
716,5
717,8
718,4
719,4
720,2
721,2
722,6
723,0
724,7
725,3
726,4
727,1
728,1
729,8
730,4
731,2
732,8
733,2
734,6
735,6
736,3
737,9
738,4
739,0
740,4
741,5
742,2
743,1
744,0
745,1
746,3
747,1
748,5
749,4
750,2
751,4
752,4
753,0
754,3
755,9
756,1
757,5
758,4
759,2
760,5
761,4
762,0
763,9
764,5
765,5
766,2
767,3
768,0
769,1
770,9
771,5
772,1
773,0
774,5
775,3
776,2
777,2
778,4
779,7
780,5
781,8
782,9
783,8
784,3
785,0
786,6
787,5
788,7
789,8
790,7
791,2
792,3
793,4
794,3
795,8
796,1
797,8
798,2
799,5
800,0
801,8
802,6
803,1
804,1
805,7
806,9
807,7
808,1
809,2
810,0
811,6
812,2
813,1
814,3
815,1
816,4
817,9
818,0
819,3
820,1
821,4
822,7
823,2
824,9
825,3
826,6
827,9
828,8
829,5
830,4
831,2
832,4
833,6
834,3
835,5
836,8
837,0
838,3
839,4
840,7
841,2
842,8
843,2
844,0
845,2
846,6
847,5
848,1
849,6
850,4
851,1
852,2
853,5
854,0
855,6
856,2
857,1
858,0
859,2
860,9
861,5
862,5
863,1
864,7
865,8
866,7
867,7
868,4
869,9
870,6
871,0
872,4
873,5
874,5
875,2
876,3
877,6
878,9
879,1
880,4
881,8
882,0
883,0
884,0
885,0
886,5
887,4
888,4
889,3
890,3
891,0
892,3
893,2
894,0
895,6
896,2
897,7
898,9
899,9
900,4
901,9
902,2
903,1
904,7
905,9
906,4
907,5
908,5
909,0
910,1
911,9
912,2
913,8
914,2
915,0
916,1
917,7
918,3
919,6
920,3
921,6
922,5
923,6
924,9
925,9
926,3
927,0
928,6
929,9
930,3
931,4
932,5
933,9
934,0
935,1
936,5
937,5
938,6
939,8
940,4
941,4
942,7
943,4
944,2
945,7
946,4
947,5
948,6
949,5
950,7
951,0
952,4
953,4
954,6
955,6
956,0
957,8
