,training
0,8.0
1,3.0
2,2.0
3,0.0
4,2.0
5,5.0
6,1.0
7,8.0
8,6.0
9,6.0
10,0.0
11,4.0
12,3.0
13,5.0
14,3.0
15,4.0
16,5.0
17,5.0
18,9.0
19,1.0
20,7.0
21,9.0
22,2.0
23,4.0
24,1.0
25,3.0
26,0.0
27,1.0
28,4.0
29,8.0
30,0.0
31,3.0
32,6.0
33,9.0
34,0.0
35,8.0
36,2.0
37,5.0
38,3.0
39,4.0
40,8.0
41,4.0
42,5.0
43,3.0
44,0.0
45,7.0
46,5.0
47,2.0
48,5.0
49,5.0
50,5.0
51,8.0
52,7.0
53,7.0
54,1.0
55,2.0
56,2.0
57,2.0
58,1.0
59,1.0
60,2.0
61,0.0
62,4.0
63,5.0
64,6.0
65,0.0
66,0.0
67,4.0
68,6.0
69,6.0
70,5.0
71,7.0
72,4.0
73,3.0
74,6.0
75,1.0
76,3.0
77,1.0
78,3.0
79,7.0
80,6.0
81,2.0
82,2.0
83,5.0
84,3.0
85,9.0
86,1.0
87,7.0
88,7.0
89,0.0
90,2.0
91,8.0
92,1.0
93,2.0
94,1.0
95,2.0
96,4.0
97,5.0
98,8.0
99,3.0
100,7.0
101,5.0
102,0.0
103,8.0
104,7.0
105,9.0
106,5.0
107,7.0
108,7.0
109,0.0
110,3.0
111,2.0
112,4.0
113,4.0
114,6.0
115,0.0
116,9.0
117,0.0
118,3.0
119,7.0
120,9.0
121,8.0
122,2.0
123,7.0
124,3.0
125,5.0
126,5.0
127,8.0
128,4.0
129,9.0
130,6.0
131,0.0
132,5.0
133,9.0
134,7.0
135,7.0
136,5.0
137,1.0
138,8.0
139,8.0
140,2.0
141,9.0
142,9.0
143,7.0
144,4.0
145,2.0
146,9.0
147,0.0
148,4.0
149,7.0
150,2.0
151,2.0
152,6.0
153,1.0
154,3.0
155,1.0
156,3.0
157,8.0
158,3.0
159,2.0
160,2.0
161,2.0
162,1.0
163,3.0
164,3.0
165,8.0
166,5.0
167,5.0
168,7.0
169,3.0
170,7.0
171,5.0
172,9.0
173,2.0
174,9.0
175,8.0
176,2.0
177,3.0
178,5.0
179,8.0
180,8.0
181,1.0
182,5.0
183,4.0
184,8.0
185,8.0
186,3.0
187,6.0
188,3.0
189,7.0
190,2.0
191,8.0
192,6.0
193,8.0
194,6.0
195,3.0
196,6.0
197,2.0
198,9.0
199,7.0
200,7.0
201,3.0
202,2.0
203,6.0
204,5.0
205,2.0
206,2.0
207,9.0
208,3.0
209,9.0
210,2.0
211,4.0
212,0.0
213,0.0
214,4.0
215,8.0
216,0.0
217,8.0
218,7.0
219,8.0
220,1.0
221,7.0
222,2.0
223,5.0
224,2.0
225,5.0
226,5.0
227,5.0
228,1.0
229,6.0
230,4.0
231,7.0
232,5.0
233,4.0
234,4.0
235,2.0
236,1.0
237,9.0
238,6.0
239,4.0
240,8.0
241,3.0
242,5.0
243,4.0
244,3.0
245,2.0
246,2.0
247,7.0
248,0.0
249,4.0
250,2.0
251,7.0
252,7.0
253,2.0
254,6.0
255,9.0
256,3.0
257,1.0
258,6.0
259,8.0
260,3.0
261,2.0
262,0.0
263,6.0
264,2.0
265,4.0
266,1.0
267,4.0
268,8.0
269,8.0
270,4.0
271,8.0
272,8.0
273,4.0
274,0.0
275,6.0
276,3.0
