,training
0,5.0
1,6.0
2,7.0
3,7.0
4,4.0
5,2.0
6,7.0
7,4.0
8,0.0
9,0.0
10,3.0
11,0.0
12,9.0
13,6.0
14,2.0
15,7.0
16,4.0
17,1.0
18,9.0
19,4.0
20,9.0
21,5.0
22,0.0
23,7.0
24,9.0
25,3.0
26,2.0
27,7.0
28,8.0
29,5.0
30,2.0
31,2.0
32,0.0
33,5.0
34,7.0
35,9.0
36,1.0
37,6.0
38,4.0
39,0.0
40,6.0
41,8.0
42,0.0
43,3.0
44,5.0
45,8.0
46,7.0
47,9.0
48,3.0
49,2.0
50,4.0
51,9.0
52,0.0
53,6.0
54,1.0
55,2.0
56,1.0
57,2.0
58,1.0
59,0.0
60,9.0
61,6.0
62,9.0
63,9.0
64,9.0
65,9.0
66,1.0
67,7.0
68,6.0
69,8.0
70,1.0
71,2.0
72,5.0
73,3.0
74,1.0
75,5.0
76,9.0
77,9.0
78,2.0
79,1.0
80,0.0
81,6.0
82,4.0
83,4.0
84,0.0
85,4.0
86,4.0
87,9.0
88,7.0
89,3.0
90,2.0
91,6.0
92,9.0
93,7.0
94,3.0
95,2.0
96,2.0
97,3.0
98,5.0
99,4.0
100,3.0
101,9.0
102,7.0
103,9.0
104,0.0
105,6.0
106,4.0
107,6.0
108,2.0
109,6.0
110,8.0
111,9.0
112,8.0
113,2.0
114,8.0
115,5.0
116,5.0
117,0.0
118,5.0
119,5.0
120,5.0
121,5.0
122,0.0
123,0.0
124,6.0
125,7.0
126,9.0
127,9.0
128,1.0
129,7.0
130,7.0
131,1.0
132,4.0
133,2.0
134,2.0
135,4.0
136,6.0
137,2.0
138,2.0
139,6.0
140,1.0
141,6.0
142,0.0
143,0.0
144,8.0
145,1.0
146,1.0
147,5.0
148,8.0
149,2.0
150,6.0
151,6.0
152,7.0
153,9.0
154,9.0
155,7.0
156,7.0
157,4.0
158,0.0
159,0.0
160,5.0
161,1.0
162,6.0
163,0.0
164,8.0
165,0.0
166,5.0
167,7.0
168,0.0
169,4.0
170,3.0
171,0.0
172,4.0
173,6.0
174,5.0
175,3.0
176,3.0
177,3.0
178,4.0
179,6.0
180,5.0
181,3.0
182,7.0
183,7.0
184,0.0
185,1.0
186,7.0
187,2.0
188,9.0
189,9.0
190,0.0
191,7.0
192,0.0
193,5.0
194,6.0
195,5.0
196,8.0
197,9.0
198,9.0
199,2.0
200,8.0
201,4.0
202,5.0
203,4.0
204,2.0
205,8.0
206,1.0
207,3.0
208,2.0
209,7.0
210,2.0
211,0.0
212,2.0
213,2.0
214,9.0
215,6.0
216,1.0
217,5.0
218,5.0
219,8.0
220,2.0
221,4.0
222,5.0
223,3.0
224,3.0
225,9.0
226,8.0
227,0.0
228,1.0
229,8.0
230,5.0
231,0.0
232,9.0
233,6.0
234,1.0
235,2.0
236,7.0
237,2.0
238,1.0
239,5.0
240,1.0
241,5.0
242,2.0
243,0.0
244,5.0
245,3.0
246,8.0
247,5.0
248,3.0
249,1.0
250,0.0
251,4.0
252,8.0
253,3.0
254,6.0
255,1.0
256,7.0
257,9.0
258,3.0
259,5.0
260,7.0
261,2.0
262,0.0
263,4.0
264,8.0
265,9.0
266,8.0
267,5.0
268,8.0
269,2.0
270,4.0
271,3.0
272,5.0
273,1.0
274,9.0
275,7.0
276,1.0
277,8.0
278,6.0
279,9.0
280,7.0
281,7.0
282,6.0
283,2.0
284,5.0
285,9.0
286,6.0
287,3.0
288,0.0
289,2.0
290,7.0
291,5.0
292,1.0
293,7.0
294,3.0
295,2.0
296,3.0
297,0.0
298,7.0
299,4.0
300,1.0
301,7.0
302,1.0
303,0.0
304,7.0
305,5.0
306,5.0
307,3.0
308,8.0
309,2.0
310,7.0
311,2.0
312,5.0
313,3.0
314,3.0
315,7.0
316,3.0
317,7.0
318,6.0
319,9.0
320,8.0
321,5.0
322,2.0
323,5.0
324,4.0
