,training
0,1.0
1,4.0
2,3.0
3,2.0
4,2.0
5,4.0
6,2.0
7,2.0
8,4.0
9,5.0
10,5.0
11,8.0
12,9.0
13,7.0
14,1.0
15,6.0
16,0.0
17,7.0
18,2.0
19,5.0
20,1.0
21,2.0
22,0.0
23,9.0
24,3.0
25,0.0
26,7.0
27,1.0
28,0.0
29,8.0
30,1.0
31,1.0
32,8.0
33,8.0
34,9.0
35,4.0
36,5.0
37,0.0
38,4.0
39,9.0
40,6.0
41,2.0
42,4.0
43,3.0
44,7.0
45,9.0
46,6.0
47,7.0
48,2.0
49,7.0
50,7.0
51,5.0
52,2.0
53,2.0
54,8.0
55,3.0
56,8.0
57,1.0
58,5.0
59,6.0
60,4.0
61,4.0
62,5.0
63,0.0
64,2.0
65,5.0
66,7.0
67,1.0
68,9.0
69,7.0
70,8.0
71,9.0
72,7.0
73,2.0
74,3.0
75,7.0
76,2.0
77,4.0
78,4.0
79,8.0
80,6.0
81,7.0
82,2.0
83,1.0
84,4.0
85,7.0
86,1.0
87,3.0
88,1.0
89,9.0
90,9.0
91,1.0
92,9.0
93,9.0
94,9.0
95,2.0
96,4.0
97,0.0
98,6.0
99,8.0
100,4.0
101,4.0
102,6.0
103,3.0
104,9.0
105,9.0
106,0.0
107,1.0
108,7.0
109,9.0
110,8.0
111,0.0
112,7.0
113,5.0
114,2.0
115,2.0
116,2.0
117,5.0
118,8.0
119,0.0
120,9.0
121,6.0
122,2.0
123,3.0
124,3.0
125,3.0
126,0.0
127,6.0
128,6.0
129,0.0
130,6.0
131,0.0
132,5.0
133,5.0
134,8.0
135,2.0
136,4.0
137,2.0
138,7.0
139,8.0
140,5.0
141,4.0
142,3.0
143,7.0
144,6.0
145,2.0
146,5.0
147,6.0
148,7.0
149,6.0
150,0.0
151,3.0
152,9.0
153,5.0
154,3.0
155,2.0
156,9.0
157,5.0
158,8.0
159,0.0
160,0.0
161,7.0
162,5.0
163,7.0
164,3.0
165,6.0
166,9.0
167,7.0
168,3.0
169,8.0
170,7.0
171,8.0
172,9.0
173,5.0
174,3.0
175,7.0
176,3.0
177,2.0
178,2.0
179,6.0
180,6.0
181,8.0
182,7.0
183,0.0
184,1.0
185,1.0
186,2.0
187,7.0
188,7.0
189,4.0
190,5.0
191,9.0
192,9.0
193,7.0
194,4.0
195,5.0
196,4.0
197,1.0
198,5.0
199,0.0
200,0.0
201,0.0
202,2.0
203,2.0
204,2.0
205,5.0
206,5.0
207,6.0
208,8.0
209,5.0
210,7.0
211,8.0
212,8.0
213,4.0
214,8.0
215,6.0
216,4.0
217,7.0
218,8.0
219,0.0
220,1.0
221,4.0
222,6.0
223,7.0
224,9.0
225,7.0
226,1.0
227,8.0
228,5.0
229,1.0
230,5.0
231,5.0
232,9.0
233,8.0
234,4.0
235,9.0
236,0.0
237,9.0
238,8.0
239,7.0
240,7.0
241,9.0
242,0.0
243,5.0
244,5.0
245,0.0
246,4.0
247,7.0
248,8.0
249,6.0
250,0.0
251,1.0
252,6.0
253,6.0
254,6.0
255,9.0
256,7.0
257,6.0
258,1.0
259,0.0
260,3.0
261,0.0
262,4.0
263,5.0
264,1.0
265,6.0
266,9.0
267,5.0
268,2.0
269,5.0
270,3.0
271,7.0
272,4.0
273,1.0
274,6.0
275,3.0
276,5.0
277,6.0
278,7.0
279,1.0
280,8.0
281,5.0
282,0.0
283,9.0
284,4.0
285,8.0
286,7.0
287,8.0
288,4.0
289,3.0
290,9.0
291,0.0
292,4.0
293,6.0
294,4.0
295,4.0
296,2.0
297,0.0
298,7.0
299,8.0
300,4.0
301,3.0
302,6.0
303,4.0
304,6.0
305,6.0
306,7.0
307,4.0
308,7.0
309,3.0
310,8.0
311,9.0
312,7.0
313,6.0
314,1.0
315,0.0
316,0.0
317,4.0
318,6.0
319,6.0
320,9.0
321,6.0
322,2.0
323,8.0
324,9.0
325,3.0
326,1.0
327,6.0
328,8.0
329,3.0
330,6.0
331,3.0
332,0.0
333,2.0
334,8.0
335,3.0
336,8.0
337,6.0
338,9.0
339,8.0
340,9.0
341,0.0
342,2.0
343,7.0
344,3.0
345,7.0
346,3.0
347,5.0
348,5.0
349,9.0
350,0.0
351,2.0
352,6.0
353,7.0
354,0.0
355,0.0
356,0.0
357,2.0
358,0.0
359,4.0
360,6.0
361,1.0
362,8.0
363,9.0
364,0.0
365,1.0
366,2.0
367,4.0
368,9.0
369,7.0
370,8.0
371,2.0
372,7.0
373,0.0
374,7.0
375,8.0
376,2.0
377,0.0
378,5.0
379,9.0
380,5.0
381,2.0
382,3.0
383,0.0
384,0.0
385,1.0
386,2.0
387,6.0
388,8.0
389,0.0
390,2.0
391,7.0
392,2.0
393,2.0
394,3.0
395,2.0
396,2.0
397,5.0
398,0.0
399,2.0
400,9.0
401,5.0
402,9.0
403,0.0
404,5.0
405,7.0
406,5.0
407,2.0
408,4.0
409,4.0
410,8.0
411,2.0
412,7.0
413,7.0
414,1.0
415,7.0
416,9.0
417,0.0
418,8.0
419,0.0
420,3.0
421,8.0
422,8.0
423,1.0
424,9.0
425,7.0
426,6.0
427,4.0
428,0.0
429,2.0
430,3.0
431,0.0
432,2.0
433,4.0
434,4.0
435,5.0
436,8.0
437,6.0
438,6.0
439,4.0
440,0.0
441,9.0
442,5.0
443,4.0
444,9.0
445,7.0
446,3.0
447,8.0
448,1.0
449,4.0
450,4.0
451,5.0
452,2.0
453,9.0
454,0.0
455,5.0
456,1.0
457,0.0
458,3.0
459,4.0
460,4.0
461,2.0
462,0.0
463,8.0
464,1.0
465,1.0
466,0.0
467,1.0
468,6.0
469,1.0
470,2.0
471,6.0
472,2.0
473,3.0
474,1.0
475,3.0
476,2.0
477,6.0
478,3.0
479,0.0
480,2.0
481,8.0
482,9.0
483,1.0
484,3.0
485,5.0
486,9.0
487,5.0
488,9.0
489,7.0
490,7.0
491,8.0
492,1.0
493,1.0
494,3.0
495,0.0
496,3.0
497,1.0
498,3.0
499,5.0
500,1.0
501,6.0
502,2.0
503,3.0
504,6.0
505,6.0
506,2.0
507,3.0
508,3.0
509,8.0
510,9.0
511,8.0
512,2.0
513,0.0
514,4.0
515,5.0
516,6.0
517,3.0
518,9.0
519,6.0
520,4.0
521,8.0
522,2.0
523,4.0
524,1.0
525,0.0
526,8.0
527,1.0
528,5.0
529,7.0
530,0.0
531,2.0
532,8.0
533,4.0
534,9.0
535,4.0
536,1.0
537,0.0
538,5.0
539,5.0
540,1.0
541,3.0
542,2.0
543,7.0
544,0.0
545,7.0
546,7.0
547,4.0
548,8.0
549,7.0
550,7.0
551,6.0
552,9.0
553,4.0
554,1.0
555,1.0
556,9.0
557,5.0
558,9.0
559,3.0
560,1.0
561,2.0
562,6.0
563,0.0
564,7.0
565,9.0
566,4.0
567,0.0
568,6.0
569,9.0
570,0.0
571,0.0
572,6.0
573,1.0
574,0.0
575,5.0
576,8.0
577,1.0
578,3.0
579,3.0
580,6.0
581,9.0
582,4.0
583,2.0
584,5.0
585,7.0
586,3.0
587,8.0
588,4.0
589,3.0
590,5.0
591,1.0
592,7.0
593,1.0
594,3.0
595,0.0
596,7.0
597,1.0
598,0.0
599,8.0
600,3.0
601,6.0
602,5.0
603,9.0
604,4.0
605,8.0
606,4.0
607,8.0
608,1.0
609,8.0
610,4.0
611,8.0
612,1.0
613,8.0
614,8.0
615,4.0
616,5.0
617,9.0
618,7.0
619,8.0
620,4.0
621,4.0
622,6.0
623,9.0
624,4.0
625,8.0
626,4.0
627,6.0
628,4.0
629,3.0
630,4.0
631,9.0
632,6.0
633,6.0
634,2.0
635,3.0
636,2.0
637,2.0
638,9.0
639,8.0
640,3.0
641,1.0
642,7.0
643,1.0
644,0.0
645,8.0
646,9.0
647,8.0
648,9.0
649,3.0
650,0.0
651,4.0
652,8.0
653,8.0
654,0.0
655,0.0
656,3.0
657,2.0
658,8.0
659,0.0
660,4.0
661,1.0
662,9.0
663,3.0
664,7.0
665,8.0
666,8.0
667,8.0
668,5.0
669,2.0
670,5.0
671,5.0
672,4.0
673,3.0
674,2.0
675,2.0
676,7.0
677,8.0
678,6.0
679,2.0
680,7.0
681,4.0
682,9.0
683,6.0
684,8.0
685,4.0
686,4.0
687,8.0
688,4.0
689,1.0
690,8.0
691,9.0
692,2.0
693,3.0
694,3.0
695,7.0
696,1.0
697,7.0
698,0.0
699,6.0
700,4.0
701,2.0
702,7.0
703,2.0
704,7.0
705,2.0
706,2.0
707,4.0
708,5.0
709,6.0
710,2.0
711,2.0
712,3.0
713,7.0
714,6.0
715,4.0
716,6.0
717,1.0
718,2.0
719,7.0
720,1.0
721,9.0
722,2.0
723,8.0
724,9.0
725,6.0
726,5.0
727,7.0
728,0.0
729,4.0
730,1.0
731,5.0
732,3.0
733,0.0
734,8.0
735,8.0
736,2.0
737,6.0
738,0.0
739,6.0
740,7.0
741,9.0
742,9.0
743,8.0
744,1.0
745,2.0
746,2.0
747,1.0
748,5.0
749,6.0
750,0.0
751,6.0
752,1.0
753,3.0
754,6.0
755,9.0
756,2.0
757,1.0
758,7.0
759,5.0
760,4.0
761,6.0
762,0.0
763,1.0
764,9.0
765,2.0
766,2.0
767,0.0
768,8.0
769,0.0
770,2.0
771,3.0
772,5.0
773,1.0
774,4.0
775,3.0
776,3.0
777,8.0
778,8.0
779,5.0
780,7.0
781,3.0
782,4.0
783,4.0
784,5.0
785,5.0
786,5.0
787,2.0
788,2.0
789,3.0
790,8.0
791,8.0
792,9.0
793,2.0
794,2.0
795,1.0
796,3.0
797,7.0
798,8.0
799,0.0
800,2.0
801,7.0
802,8.0
803,9.0
804,0.0
805,8.0
806,9.0
807,1.0
808,2.0
809,9.0
810,0.0
811,1.0
812,3.0
813,0.0
814,3.0
815,1.0
816,2.0
817,8.0
818,7.0
819,2.0
820,6.0
821,1.0
822,5.0
823,7.0
824,4.0
825,0.0
826,7.0
827,6.0
828,9.0
829,8.0
830,6.0
831,1.0
832,4.0
833,9.0
834,9.0
835,5.0
836,2.0
837,2.0
838,0.0
839,7.0
840,8.0
841,1.0
842,6.0
843,9.0
844,0.0
845,4.0
846,8.0
847,6.0
848,5.0
849,2.0
850,8.0
