,training
0,7.0
1,1.0
2,3.0
3,6.0
4,7.0
5,5.0
6,2.0
7,8.0
8,8.0
9,0.0
10,2.0
11,2.0
12,2.0
13,3.0
14,3.0
15,8.0
16,0.0
17,1.0
18,5.0
19,0.0
20,5.0
21,6.0
22,2.0
23,5.0
24,2.0
25,4.0
26,6.0
27,1.0
28,0.0
29,7.0
30,6.0
31,8.0
32,9.0
33,7.0
34,0.0
35,7.0
36,9.0
37,0.0
38,7.0
39,8.0
40,3.0
41,5.0
42,8.0
43,7.0
44,0.0
45,8.0
46,4.0
47,1.0
48,5.0
49,9.0
50,4.0
51,1.0
52,1.0
53,7.0
54,2.0
55,0.0
56,0.0
57,1.0
58,6.0
59,4.0
60,2.0
61,5.0
62,4.0
63,7.0
64,0.0
65,8.0
66,8.0
67,7.0
68,4.0
69,0.0
70,3.0
71,8.0
72,2.0
73,5.0
74,3.0
75,3.0
76,0.0
77,2.0
78,0.0
79,7.0
80,4.0
81,4.0
82,0.0
83,8.0
84,8.0
85,1.0
86,6.0
87,8.0
88,1.0
89,4.0
90,4.0
91,9.0
92,3.0
93,6.0
94,8.0
95,5.0
96,0.0
97,4.0
98,7.0
99,2.0
100,4.0
101,8.0
102,8.0
103,9.0
104,2.0
105,1.0
106,7.0
107,1.0
108,4.0
109,1.0
110,5.0
111,3.0
112,7.0
113,8.0
114,4.0
115,8.0
116,1.0
117,5.0
118,7.0
119,5.0
120,7.0
121,0.0
122,2.0
123,0.0
124,1.0
125,1.0
126,2.0
127,2.0
128,3.0
129,2.0
130,5.0
131,1.0
132,8.0
133,2.0
134,6.0
135,0.0
136,5.0
137,9.0
138,4.0
139,6.0
140,6.0
141,2.0
142,5.0
143,7.0
144,1.0
145,4.0
146,8.0
147,6.0
148,7.0
149,3.0
150,2.0
151,6.0
152,0.0
153,4.0
154,1.0
155,8.0
156,6.0
157,2.0
158,7.0
159,1.0
160,4.0
161,1.0
162,2.0
163,6.0
164,8.0
165,6.0
166,5.0
167,7.0
168,8.0
169,8.0
170,2.0
171,3.0
172,0.0
173,1.0
174,7.0
175,2.0
176,2.0
177,0.0
178,7.0
179,8.0
180,8.0
181,4.0
182,2.0
183,8.0
184,8.0
185,7.0
186,3.0
187,4.0
188,4.0
189,2.0
190,0.0
191,7.0
192,1.0
193,7.0
194,6.0
195,1.0
196,5.0
197,2.0
198,8.0
199,1.0
200,5.0
201,8.0
202,4.0
203,3.0
204,6.0
205,0.0
206,9.0
207,2.0
208,1.0
209,8.0
210,2.0
211,8.0
212,9.0
213,2.0
214,5.0
215,8.0
216,0.0
217,7.0
218,7.0
219,4.0
220,0.0
221,5.0
222,8.0
223,0.0
224,9.0
225,0.0
226,4.0
227,8.0
228,7.0
229,8.0
230,9.0
231,7.0
232,4.0
233,3.0
234,1.0
235,5.0
236,2.0
237,6.0
238,7.0
239,7.0
240,8.0
241,3.0
242,3.0
243,8.0
244,7.0
245,6.0
246,7.0
247,7.0
248,0.0
249,5.0
250,8.0
251,1.0
252,5.0
253,0.0
254,1.0
255,4.0
256,6.0
257,0.0
258,0.0
259,1.0
260,0.0
261,5.0
262,7.0
263,9.0
264,8.0
265,3.0
266,2.0
267,7.0
268,0.0
269,8.0
270,8.0
271,6.0
272,8.0
273,6.0
274,4.0
275,9.0
276,5.0
277,3.0
278,9.0
279,1.0
280,8.0
281,2.0
282,0.0
283,2.0
284,7.0
285,0.0
286,2.0
287,5.0
288,1.0
289,4.0
290,1.0
291,7.0
292,5.0
293,3.0
294,5.0
295,9.0
296,1.0
297,0.0
298,0.0
299,9.0
300,6.0
301,9.0
302,6.0
303,0.0
304,7.0
305,7.0
306,9.0
307,7.0
308,4.0
309,1.0
310,3.0
311,3.0
312,8.0
313,2.0
314,8.0
315,7.0
316,6.0
317,3.0
318,0.0
319,2.0
320,9.0
321,8.0
322,0.0
323,0.0
324,2.0
325,1.0
326,2.0
327,4.0
328,7.0
329,4.0
330,2.0
331,4.0
332,1.0
333,5.0
334,2.0
335,6.0
336,7.0
337,9.0
338,7.0
339,5.0
340,3.0
341,0.0
342,4.0
343,3.0
344,1.0
345,9.0
346,4.0
347,2.0
348,5.0
349,1.0
350,7.0
351,1.0
352,9.0
353,5.0
354,7.0
355,8.0
356,5.0
357,9.0
358,9.0
359,9.0
360,6.0
361,7.0
362,4.0
363,8.0
364,5.0
365,4.0
366,3.0
367,5.0
368,8.0
369,7.0
370,4.0
371,4.0
372,3.0
373,8.0
374,3.0
375,3.0
376,3.0
377,3.0
378,1.0
379,8.0
380,2.0
381,2.0
382,1.0
383,0.0
384,0.0
385,2.0
386,0.0
387,2.0
388,0.0
389,1.0
390,2.0
391,0.0
392,4.0
393,1.0
394,6.0
395,3.0
396,5.0
397,3.0
398,4.0
399,3.0
400,0.0
401,7.0
402,4.0
403,9.0
404,8.0
405,4.0
406,0.0
407,3.0
408,8.0
409,3.0
410,0.0
411,0.0
412,0.0
413,2.0
414,8.0
415,9.0
416,3.0
417,1.0
418,1.0
419,7.0
420,2.0
421,7.0
422,2.0
423,4.0
424,8.0
425,4.0
426,3.0
427,3.0
428,6.0
429,4.0
430,9.0
431,3.0
432,2.0
433,9.0
434,2.0
435,4.0
436,8.0
437,8.0
438,6.0
439,6.0
