,training
0,8
1,3
2,9
3,9
4,1
5,8
6,2
7,6
8,0
9,5
10,3
11,6
12,1
13,2
14,9
15,6
16,0
17,4
18,2
19,9
20,2
21,4
22,3
23,6
24,6
25,2
26,0
27,9
28,1
29,9
30,2
31,8
32,3
33,2
34,0
35,6
36,8
37,0
38,0
39,5
40,2
41,4
42,5
43,6
44,5
45,1
46,3
47,5
48,6
49,3
50,3
51,6
52,2
53,2
54,2
55,6
56,0
57,2
58,2
59,3
60,4
61,6
62,3
63,1
64,1
65,9
66,7
67,6
68,4
69,7
70,3
71,4
72,1
73,1
74,2
75,6
76,3
77,8
78,4
79,2
80,4
81,8
82,9
83,4
84,2
85,1
86,3
87,6
88,6
89,6
90,9
91,7
92,5
93,0
94,5
95,5
96,5
97,8
98,0
99,9
100,4
101,0
102,6
103,4
104,2
105,9
106,0
107,5
108,3
109,3
110,8
111,8
112,1
113,0
114,9
115,6
116,5
117,7
118,2
119,7
120,0
121,8
122,1
123,2
124,7
125,0
126,0
127,0
128,4
129,0
130,9
131,7
132,4
133,6
134,7
135,8
136,3
137,6
138,9
139,9
140,7
141,6
142,4
143,1
144,3
145,5
146,1
147,7
148,5
149,7
150,2
151,8
152,4
153,7
154,6
155,1
156,5
157,5
158,8
159,6
160,3
161,4
162,1
163,7
164,2
165,9
166,9
167,3
168,9
169,3
170,0
171,3
172,7
173,3
174,2
175,6
176,0
177,9
178,0
179,2
180,1
181,5
182,9
183,5
184,8
185,7
186,0
187,2
188,1
189,3
190,7
191,6
192,1
193,6
194,2
195,3
196,5
197,8
198,6
199,7
200,4
201,8
202,9
203,8
204,3
205,2
206,2
207,0
208,2
209,4
210,4
211,7
212,2
213,7
214,3
215,1
216,1
217,0
218,0
219,5
220,8
221,2
222,0
223,1
224,1
225,2
226,1
227,4
228,2
229,6
230,6
231,0
232,4
233,3
234,1
235,2
236,1
237,3
238,3
239,9
240,4
241,5
242,0
243,5
244,5
245,9
246,8
247,4
248,3
249,0
250,7
251,7
252,7
253,3
254,5
255,5
256,5
257,2
258,7
259,7
260,4
261,0
262,8
263,9
264,3
265,2
266,9
267,4
268,2
269,2
270,1
271,0
272,8
273,4
274,7
275,9
276,6
277,6
278,1
279,5
280,8
281,6
282,6
283,6
284,8
285,6
286,7
287,8
288,2
289,9
290,7
291,6
292,3
293,6
294,8
295,2
296,4
297,0
298,4
299,4
300,7
301,5
302,4
303,0
304,9
305,1
306,2
307,6
308,2
309,4
310,6
311,3
312,9
313,0
314,4
315,6
316,1
317,8
318,6
319,0
320,9
321,2
322,0
323,5
324,4
325,5
326,8
327,6
328,7
329,7
330,4
331,7
332,8
333,5
334,9
335,3
336,8
337,0
338,9
339,0
340,1
341,7
342,3
343,9
344,0
345,7
346,4
347,8
348,1
349,6
350,3
351,6
352,3
353,2
354,9
355,2
356,5
357,3
358,0
359,3
360,9
361,3
362,1
363,0
364,6
365,8
366,6
367,9
368,6
369,1
370,0
371,7
372,1
373,3
374,2
375,8
376,7
377,0
378,2
379,7
380,0
381,4
382,2
383,2
384,3
385,8
386,8
387,7
388,4
389,1
390,2
391,2
392,3
393,2
394,9
395,5
396,5
397,7
398,9
399,2
400,5
401,8
402,9
403,1
404,6
405,0
406,0
407,4
408,1
409,6
410,1
411,0
412,6
413,5
414,8
415,4
416,8
417,5
418,8
419,7
420,0
421,7
422,8
423,8
424,8
425,1
426,7
427,0
428,5
429,0
430,0
431,0
432,7
433,9
434,2
435,4
436,7
437,1
438,2
439,7
440,9
441,2
442,4
443,5
444,4
445,9
446,7
447,1
448,3
449,5
450,9
451,7
452,3
453,8
454,8
455,3
456,4
457,3
458,3
459,4
460,7
461,8
462,0
463,1
464,8
465,5
466,3
467,5
468,2
469,3
470,5
471,1
472,6
473,1
474,5
475,4
476,8
477,8
478,0
479,2
480,7
481,3
482,2
483,0
484,1
485,8
486,1
487,1
488,8
489,6
490,1
491,8
492,6
493,8
494,4
495,4
496,1
497,8
498,3
499,7
500,1
501,2
502,9
503,4
504,3
505,4
506,5
507,3
508,6
509,2
510,6
511,3
512,1
513,7
514,4
515,0
516,6
517,4
518,4
519,1
520,8
521,1
522,6
523,6
524,3
525,7
526,0
527,4
528,3
529,7
530,4
531,0
532,4
533,9
534,4
535,3
536,8
537,3
538,4
539,5
540,5
541,2
542,6
543,4
544,4
545,8
546,9
547,6
548,8
549,2
550,6
551,5
552,2
553,4
554,7
555,4
556,4
557,8
558,7
559,5
560,9
561,0
562,9
563,8
564,9
565,6
566,0
567,1
568,4
569,5
570,9
571,1
572,6
573,2
574,2
575,0
576,3
577,2
578,5
579,1
580,4
581,1
582,8
583,8
584,6
585,3
586,4
587,2
588,8
589,8
590,9
591,2
592,5
593,0
594,9
595,6
596,7
597,0
598,6
599,1
600,9
601,7
602,8
603,4
604,9
605,2
606,8
607,3
608,1
609,2
610,8
611,6
612,6
613,1
614,7
615,3
616,1
617,1
618,5
619,2
620,6
621,6
622,6
623,7
624,4
625,7
626,3
627,6
628,0
629,1
630,5
631,6
632,5
633,2
634,4
635,3
636,7
637,0
638,1
639,8
640,2
641,7
642,8
643,2
644,9
645,6
646,0
647,7
648,5
649,6
650,4
651,8
652,7
653,2
654,9
655,4
656,1
657,9
658,1
659,9
660,5
661,8
662,4
663,4
664,4
665,3
666,6
667,1
668,0
669,8
670,3
671,8
672,3
673,6
674,7
675,4
676,6
677,1
678,9
679,3
680,6
681,5
682,3
683,6
684,4
685,7
686,0
687,5
688,7
689,4
690,5
691,4
692,5
693,3
694,5
695,1
696,8
697,0
698,5
699,0
700,6
701,0
702,9
703,4
704,1
705,1
706,3
707,5
708,6
709,2
710,5
711,0
712,2
713,7
714,7
715,5
716,7
717,3
718,1
719,5
720,2
721,9
722,7
723,8
724,5
725,8
726,5
727,8
728,8
729,0
730,7
731,4
732,6
733,3
734,4
735,9
736,2
737,6
738,4
739,4
740,5
741,8
742,1
743,8
744,9
745,4
746,7
747,3
748,2
749,2
750,6
751,8
752,0
753,8
754,9
755,8
756,5
757,0
758,5
759,8
760,8
761,2
762,9
763,8
764,8
765,0
766,5
767,5
768,2
769,8
770,6
771,5
772,6
773,4
774,3
775,0
776,4
777,2
778,3
779,2
780,0
781,7
782,0
783,3
784,8
785,6
786,3
787,2
788,7
789,0
790,6
791,5
792,9
793,6
794,2
795,8
796,3
797,3
798,3
799,0
800,1
801,7
802,3
803,1
804,8
805,7
806,5
807,9
808,5
809,8
810,7
811,5
812,2
813,7
814,7
815,2
816,9
817,1
818,0
819,3
820,4
821,9
822,9
823,8
824,0
825,3
826,5
827,2
828,7
829,8
830,9
831,9
832,3
833,5
834,7
835,4
836,6
837,4
838,1
839,2
840,6
841,2
842,9
843,4
844,7
845,0
846,8
847,5
848,7
849,3
850,0
851,8
852,0
853,0
854,6
855,6
856,4
857,7
858,5
859,3
860,9
861,4
862,4
863,6
864,1
865,3
866,7
867,2
868,0
869,6
870,0
871,8
872,6
873,6
874,8
875,6
876,6
877,6
878,3
879,6
880,6
881,9
882,1
883,5
884,7
885,9
886,7
887,8
888,4
889,1
890,6
891,4
892,1
893,1
894,9
895,4
896,1
897,8
898,8
899,9
900,8
901,3
902,4
903,2
904,1
905,7
906,5
907,1
908,5
909,9
910,6
911,5
912,9
913,1
914,2
915,9
916,0
917,8
918,6
919,6
920,8
921,8
922,4
923,4
924,4
925,1
926,7
927,3
928,4
929,8
930,2
931,2
932,4
933,5
934,0
935,6
936,2
937,1
938,8
939,4
940,3
941,8
942,5
943,5
944,0
945,4
946,0
947,4
948,3
949,7
950,6
951,4
952,9
953,5
954,9
955,8
956,8
957,5
958,2
959,2
960,6
961,0
962,4
963,1
964,6
965,8
966,8
967,0
968,3
969,5
970,9
971,2
972,8
973,9
974,1
975,9
976,3
977,4
978,6
979,6
980,3
981,9
982,6
983,1
984,3
985,7
986,5
987,6
988,6
989,7
990,5
991,1
992,0
993,9
994,6
995,1
996,9
997,4
998,3
999,2
1000,0
1001,8
1002,1
1003,0
1004,0
1005,2
1006,6
1007,3
1008,4
