,training
0,5
1,9
2,0
3,4
4,8
5,1
6,4
7,9
8,9
9,0
10,8
11,9
12,0
13,0
14,9
15,8
16,8
17,7
18,0
19,1
20,5
21,2
22,2
23,9
24,2
25,1
26,8
27,3
28,0
29,2
30,0
31,9
32,1
33,1
34,0
35,5
36,9
37,0
38,2
39,1
40,9
41,2
42,6
43,7
44,4
45,2
46,9
47,2
48,9
49,4
50,8
51,7
52,9
53,1
54,9
55,7
56,4
57,1
58,3
59,4
60,7
61,7
62,2
63,6
64,5
65,2
66,0
67,8
68,7
69,3
70,6
71,7
72,2
73,1
74,6
75,5
76,6
77,1
78,6
79,8
80,4
81,5
82,3
83,0
84,8
85,0
86,6
87,4
88,6
89,2
90,1
91,1
92,4
93,4
94,5
95,1
96,5
97,6
98,0
99,6
100,7
101,3
102,1
103,6
104,2
105,8
106,0
107,3
108,7
109,9
110,7
111,8
112,3
113,3
114,4
115,7
116,5
117,2
118,0
119,6
120,4
121,6
122,8
123,6
124,6
125,9
126,7
127,6
128,8
129,2
130,2
131,1
132,3
133,1
134,0
135,7
136,3
137,0
138,0
139,2
140,3
141,5
142,9
143,8
144,4
145,4
146,3
147,3
148,8
149,8
150,6
151,0
152,3
153,9
154,2
155,4
156,2
157,2
158,3
159,8
160,9
161,8
162,6
163,8
164,0
165,6
166,8
167,7
168,2
169,6
170,0
171,0
172,7
173,1
174,9
175,0
176,7
177,7
178,1
179,4
180,3
181,0
182,3
183,2
184,5
185,9
186,2
187,0
188,3
189,8
190,4
191,8
192,4
193,6
194,1
195,1
196,8
197,0
198,7
199,2
200,1
201,3
202,5
203,5
204,0
205,0
206,1
207,6
208,6
209,0
210,2
211,8
212,3
213,0
214,8
215,8
216,6
217,6
218,0
219,6
220,4
221,5
222,5
223,9
224,7
225,6
226,5
227,7
228,7
229,8
230,3
231,8
232,7
233,3
234,5
235,1
236,1
237,7
238,5
239,7
240,3
241,7
242,0
243,7
244,0
245,8
246,9
247,2
248,1
249,1
250,9
251,3
252,7
253,3
254,5
255,3
256,8
257,0
258,8
259,5
260,6
261,5
262,8
263,9
264,0
265,1
266,7
267,8
268,4
269,1
270,2
271,4
272,3
273,9
274,9
275,4
276,5
277,6
278,3
279,1
280,7
281,7
282,8
283,4
284,3
285,8
286,8
287,0
288,1
289,2
290,9
291,0
292,0
293,8
294,0
295,2
296,7
297,1
298,2
299,7
300,3
301,0
302,7
303,5
304,7
305,4
306,3
307,2
308,3
309,3
310,8
311,2
312,2
313,1
314,8
315,9
316,2
317,8
318,6
319,4
320,4
321,7
322,5
323,6
324,0
325,7
326,9
327,6
328,2
329,9
330,7
331,6
332,2
333,0
334,8
335,6
336,2
337,9
338,3
339,5
340,2
341,6
342,1
343,2
344,6
345,8
346,5
347,3
348,5
349,7
350,4
351,4
352,1
353,2
354,8
355,2
356,6
357,8
358,3
359,5
360,7
361,7
362,0
363,8
364,6
365,5
366,1
367,6
368,8
369,5
370,1
371,6
372,9
373,4
374,5
375,5
376,0
377,5
378,4
379,1
380,2
381,5
382,9
383,5
384,3
385,5
386,0
387,3
388,2
389,9
390,9
391,1
392,6
393,3
394,8
395,4
396,8
397,4
398,9
399,6
400,0
401,5
402,0
403,6
404,3
405,1
406,5
407,1
408,9
409,9
410,3
411,9
412,2
413,3
414,8
415,7
416,2
417,9
418,9
419,8
420,5
421,7
422,7
423,8
424,7
425,3
426,5
427,2
428,8
429,3
430,6
431,5
432,7
433,2
434,5
435,4
436,8
437,6
438,8
439,8
440,8
441,8
442,6
443,5
444,4
445,7
446,4
447,3
448,3
449,7
450,4
451,6
452,2
453,4
454,9
455,7
456,4
457,7
458,2
459,0
460,0
461,2
462,8
463,5
464,7
465,9
466,9
467,9
468,9
469,5
470,6
471,8
472,2
473,3
474,5
475,5
476,2
477,8
478,6
479,3
480,2
481,4
482,5
483,8
484,7
485,3
486,1
487,3
488,8
489,6
490,3
491,9
492,6
493,8
494,1
495,9
496,5
497,1
498,4
499,0
500,8
501,3
502,4
503,6
504,7
505,4
506,8
507,1
508,8
509,3
510,7
511,8
512,7
513,7
514,2
515,1
516,6
517,6
518,1
519,1
520,8
521,1
522,1
523,0
524,0
525,5
526,4
527,3
528,4
529,2
530,3
531,2
532,9
533,2
534,4
535,7
536,7
537,8
538,9
539,4
540,8
541,3
542,6
543,7
544,9
545,6
546,7
547,3
548,3
549,5
550,4
551,5
552,2
553,9
554,0
555,9
556,3
557,2
