,training
0,8
1,2
2,1
3,4
4,6
5,4
6,2
7,0
8,2
9,4
10,8
11,5
12,1
13,5
14,2
15,0
16,9
17,4
18,6
19,0
20,6
21,4
22,9
23,1
24,7
25,1
26,8
27,0
28,2
29,7
30,9
31,1
32,9
33,5
34,3
35,0
36,0
37,2
38,3
39,4
40,9
41,2
42,5
43,3
44,4
45,3
46,5
47,3
48,6
49,9
50,8
51,2
52,1
53,1
54,6
55,0
56,9
57,3
58,7
59,0
60,7
61,6
62,0
63,8
64,9
65,2
66,9
67,6
68,1
69,9
70,1
71,8
72,3
73,0
74,5
75,0
76,5
77,4
78,0
79,4
80,5
81,7
82,4
83,1
84,2
85,4
86,2
87,1
88,9
89,4
90,4
91,1
92,2
93,7
94,8
95,8
96,1
97,3
98,8
99,8
100,7
101,8
102,6
103,0
104,5
105,4
106,6
107,5
108,6
109,4
110,1
111,1
112,0
113,7
114,6
115,9
116,4
117,5
118,5
119,2
120,3
121,4
122,8
123,7
124,7
125,1
126,7
127,7
128,6
129,3
130,3
131,0
132,6
133,3
134,7
135,1
136,5
137,3
138,9
139,4
140,2
141,7
142,9
143,5
144,0
145,8
146,4
147,0
148,9
149,2
150,1
151,3
152,6
153,2
154,2
155,8
156,5
157,7
158,6
159,7
160,1
161,7
162,5
163,3
164,3
165,4
166,4
167,5
168,9
169,4
170,2
171,5
172,3
173,0
174,1
175,4
176,8
177,5
178,9
179,9
180,0
181,9
182,1
183,8
184,2
185,5
186,9
187,8
188,8
189,0
190,8
191,2
192,8
193,8
194,4
195,3
196,1
197,7
198,2
199,6
200,9
201,9
202,5
203,4
204,7
205,7
206,3
207,6
208,0
209,5
210,4
211,8
212,5
213,9
214,4
215,3
216,9
217,7
218,0
219,1
220,3
221,0
222,3
223,4
224,9
225,8
226,7
227,6
228,0
229,8
230,8
231,5
232,0
233,4
234,8
235,2
236,4
237,3
238,8
239,6
240,7
241,5
242,4
243,2
244,9
245,2
246,7
247,8
248,7
249,6
250,5
251,0
252,1
253,6
254,1
255,8
256,3
257,8
258,6
259,6
260,8
261,0
262,1
263,2
264,8
265,5
266,5
267,4
268,5
269,8
270,8
271,3
272,3
273,7
274,0
275,1
276,2
277,0
278,5
279,4
280,1
281,4
282,8
283,8
284,7
285,5
286,4
287,6
288,0
289,2
290,4
291,8
292,8
293,8
294,0
295,5
296,5
297,8
298,4
299,2
300,8
301,2
302,6
303,2
304,9
305,5
306,2
307,9
308,5
309,0
310,8
311,4
312,2
313,2
314,9
315,4
316,6
317,3
318,9
319,3
320,8
321,5
322,7
323,7
324,2
325,6
326,4
327,6
328,6
329,0
330,4
331,0
332,6
333,8
334,4
335,7
336,4
337,5
338,2
339,1
340,3
341,2
342,3
343,8
344,2
345,6
346,0
347,2
348,9
349,5
350,9
351,8
352,4
353,5
354,9
355,0
356,6
357,8
358,2
359,1
360,6
361,6
362,8
363,5
364,6
365,2
366,2
367,4
368,5
369,4
370,6
371,3
372,9
373,5
374,0
375,3
376,6
377,3
378,9
379,4
380,3
381,7
382,8
383,8
384,5
385,4
386,4
387,5
388,1
389,0
390,5
391,1
392,4
393,1
394,2
395,9
396,2
397,0
398,2
399,0
400,6
401,3
402,8
403,1
404,7
405,6
406,6
407,7
408,0
409,0
410,3
411,2
412,5
413,2
414,1
415,2
416,7
417,9
418,8
419,2
420,6
421,1
422,6
423,0
424,1
425,1
426,3
427,2
428,1
429,3
430,1
431,0
432,2
433,3
434,8
435,0
436,3
437,3
438,5
439,5
440,1
441,5
442,1
443,5
444,1
445,6
446,2
447,2
448,9
449,8
450,9
451,1
452,1
453,3
454,7
455,9
456,6
457,9
458,1
459,6
460,2
461,9
462,0
463,5
464,9
465,7
466,2
467,8
468,2
469,0
470,4
471,2
472,8
473,1
474,6
475,1
476,3
477,7
478,4
479,4
480,5
481,0
482,4
483,7
484,8
485,3
486,7
487,2
488,1
489,9
490,9
491,6
492,0
493,0
494,3
495,7
496,2
497,0
498,4
499,4
500,3
501,4
502,1
503,5
504,0
505,2
506,0
507,5
508,4
509,2
510,6
511,7
512,1
513,4
514,4
515,4
516,0
517,9
518,4
519,5
520,4
521,2
522,8
523,6
524,8
525,6
526,6
527,1
528,0
529,1
530,3
531,5
532,6
533,1
534,1
535,3
536,6
537,7
538,9
539,7
540,8
541,9
542,9
543,0
544,6
545,4
546,4
547,2
548,4
549,3
550,6
551,0
552,1
553,2
554,3
555,2
556,9
557,5
558,7
559,1
560,6
561,8
562,2
563,5
564,5
565,7
566,7
567,7
568,5
569,7
570,4
571,9
572,9
573,5
574,9
575,1
576,0
577,2
578,0
579,4
580,4
581,3
582,1
583,2
584,2
585,9
586,5
587,9
588,3
589,7
590,2
591,1
592,4
593,8
594,5
595,8
596,2
597,6
598,2
599,2
600,5
601,7
602,1
603,8
604,8
605,2
606,7
607,9
608,3
609,7
610,2
611,3
612,9
613,1
614,6
615,7
616,9
617,8
618,3
619,0
620,0
621,0
622,1
623,8
624,8
625,5
626,6
627,7
628,4
629,2
630,3
631,0
632,4
633,6
634,1
635,6
636,4
637,1
638,4
639,9
640,3
641,3
642,2
643,9
644,6
645,8
646,6
647,2
648,0
649,5
650,4
651,2
652,1
653,6
654,1
655,0
656,8
657,1
658,7
659,7
660,9
661,2
662,8
663,4
664,4
665,1
666,2
667,5
668,5
669,0
670,4
671,5
672,4
673,6
674,8
675,0
676,2
677,4
678,5
679,4
680,6
681,2
682,5
683,4
684,3
685,6
686,7
687,8
688,4
689,7
690,8
691,1
692,9
693,4
694,4
695,7
696,5
697,7
698,7
699,6
700,6
701,2
702,3
703,4
704,0
705,0
706,2
707,8
708,8
709,2
710,5
711,9
712,1
713,5
714,5
715,1
716,8
717,2
718,9
719,9
720,2
721,2
722,6
723,6
724,4
725,5
726,9
727,2
728,6
729,9
730,4
731,7
732,1
733,4
734,9
735,9
736,4
737,2
738,0
739,3
740,6
741,8
742,9
743,9
744,0
745,9
746,2
747,4
748,5
749,8
750,5
751,6
752,5
753,6
754,9
755,6
756,5
757,7
758,0
759,3
760,9
761,4
762,1
763,5
764,4
765,3
766,1
767,3
768,9
769,9
770,0
771,4
772,1
773,3
774,2
775,9
776,8
777,2
778,1
779,8
780,7
781,3
782,1
783,8
784,7
785,1
786,8
787,6
788,0
789,0
790,4
791,9
792,3
793,2
794,1
795,8
796,0
797,4
798,3
799,5
800,8
801,2
802,5
803,0
804,9
805,8
806,1
807,9
808,4
809,2
810,4
811,5
812,3
813,6
814,3
815,3
816,8
817,2
818,6
819,0
820,3
821,4
822,0
823,5
824,1
825,1
826,4
827,4
828,3
829,2
830,5
831,6
832,4
833,7
834,3
835,2
836,2
837,9
838,8
839,2
840,6
841,5
842,6
843,3
844,4
845,1
846,1
847,6
848,2
849,9
850,0
851,6
852,4
853,1
854,8
855,6
856,3
857,6
858,6
859,5
860,0
861,7
862,7
863,3
864,5
865,9
866,4
867,3
868,7
869,6
870,2
871,8
872,3
873,8
874,4
875,9
876,4
877,2
878,4
879,0
880,5
881,6
882,4
883,2
884,6
885,1
886,0
887,0
888,5
889,3
890,1
891,8
892,1
893,4
894,0
895,8
896,1
897,8
898,3
899,2
900,2
901,7
902,5
903,2
904,6
905,9
906,4
907,6
908,8
909,3
910,0
911,7
912,4
913,0
914,3
915,4
916,5
917,0
918,1
919,9
920,5
921,2
922,7
923,1
924,0
925,9
926,5
927,6
928,0
929,8
930,0
931,2
932,2
933,1
934,2
935,2
936,4
937,8
938,9
939,6
940,5
941,4
942,8
943,5
944,9
945,7
946,0
947,9
948,4
949,0
950,7
951,5
952,1
953,2
954,5
955,7
956,9
957,3
958,5
959,9
960,2
961,1
962,7
963,6
964,0
965,2
966,6
967,8
968,0
969,3
970,1
971,4
972,8
973,0
974,3
975,0
976,1
977,6
978,4
979,2
980,0
981,4
982,5
983,6
984,0
985,7
986,5
987,7
988,6
989,4
990,5
991,2
992,5
993,5
994,5
995,0
996,9
997,9
998,9
999,6
1000,9
1001,8
1002,7
1003,5
1004,0
1005,9
1006,3
1007,7
1008,4
1009,9
1010,1
1011,2
1012,0
1013,6
1014,1
1015,8
1016,1
1017,6
1018,3
1019,8
1020,3
1021,4
1022,8
1023,5
1024,2
1025,1
1026,2
1027,7
1028,0
1029,1
1030,7
1031,6
1032,1
1033,0
1034,3
1035,3
1036,0
1037,7
1038,6
1039,1
1040,0
1041,8
1042,7
1043,1
1044,3
1045,9
1046,4
1047,6
1048,8
1049,8
1050,9
1051,9
1052,8
1053,4
1054,4
1055,7
1056,0
1057,8
1058,5
1059,0
1060,2
1061,0
1062,0
1063,7
1064,3
1065,3
1066,1
1067,5
1068,9
1069,4
1070,8
1071,8
1072,6
1073,2
1074,3
1075,8
1076,6
1077,3
1078,3
1079,4
1080,9
1081,1
1082,4
1083,1
1084,4
1085,2
1086,9
1087,1
1088,5
1089,6
1090,1
1091,5
1092,4
1093,3
1094,1
1095,9
1096,8
1097,7
1098,8
1099,9
1100,5
1101,2
1102,0
1103,7
1104,0
1105,7
1106,3
1107,0
1108,7
1109,4
1110,2
1111,4
1112,8
1113,3
1114,4
1115,2
1116,4
1117,5
1118,1
1119,3
1120,0
1121,7
1122,2
1123,8
1124,2
1125,3
1126,4
1127,1
1128,6
1129,5
1130,2
1131,6
1132,5
1133,9
1134,2
1135,4
1136,9
1137,8
1138,7
1139,4
1140,9
1141,6
1142,2
1143,2
1144,7
1145,9
1146,2
1147,1
1148,8
1149,8
1150,3
1151,3
1152,5
1153,0
1154,4
1155,5
1156,0
1157,0
1158,1
1159,7
1160,0
1161,6
1162,0
1163,5
1164,7
1165,3
1166,6
1167,8
1168,3
1169,6
1170,2
1171,6
1172,5
1173,7
1174,7
1175,3
1176,6
1177,6
1178,2
1179,0
1180,9
1181,3
1182,1
1183,3
1184,2
1185,8
1186,9
1187,8
1188,4
1189,8
1190,9
1191,4
1192,9
1193,3
1194,1
1195,7
1196,6
1197,5
1198,3
1199,3
1200,6
1201,0
1202,1
1203,7
1204,2
1205,6
1206,9
1207,6
1208,1
1209,0
1210,4
1211,4
1212,8
1213,2
1214,6
1215,0
1216,0
1217,2
1218,4
1219,7
1220,9
1221,0
1222,2
1223,9
1224,5
1225,0
1226,2
1227,0
1228,8
1229,8
1230,8
1231,3
1232,5
1233,9
1234,4
1235,2
1236,7
1237,3
1238,2
1239,8
1240,9
1241,2
1242,8
1243,4
1244,5
1245,4
1246,0
1247,8
