,training
0,1
1,2
2,8
3,7
4,6
5,4
6,7
7,8
8,3
9,2
10,6
11,9
12,4
13,6
14,4
15,6
16,6
17,9
18,0
19,0
20,7
21,7
22,0
23,0
24,4
25,9
26,0
27,6
28,5
29,8
30,5
31,4
32,3
33,8
34,7
35,7
36,9
37,2
38,1
39,0
40,5
41,8
42,2
43,7
44,7
45,1
46,6
47,1
48,5
49,9
50,1
51,7
52,0
53,1
54,6
55,5
56,7
57,2
58,7
59,3
60,5
61,3
62,2
63,9
64,7
65,8
66,1
67,0
68,0
69,8
70,5
71,8
72,3
73,6
74,4
75,8
76,8
77,5
78,3
79,6
80,4
81,0
82,3
83,1
84,7
85,2
86,7
87,2
88,6
89,9
90,2
91,8
92,2
93,2
94,0
95,0
96,2
97,4
98,7
99,4
100,7
101,6
102,6
103,1
104,6
105,5
106,0
107,8
108,4
109,1
110,8
111,8
112,5
113,3
114,8
115,3
116,6
117,2
118,0
119,0
120,4
121,1
122,6
123,2
124,2
125,7
126,6
127,1
128,2
129,3
130,6
131,4
132,5
133,2
134,5
135,9
136,5
137,8
138,2
139,7
140,2
141,9
142,1
143,5
144,5
145,1
146,3
147,2
148,2
149,3
150,7
151,5
152,0
153,5
154,4
155,7
156,9
157,5
158,8
159,1
160,0
161,1
162,1
163,2
164,8
165,2
166,1
167,7
168,1
169,6
170,9
171,3
172,8
173,1
174,9
175,0
176,3
177,2
178,8
179,3
180,3
181,6
182,2
183,9
184,2
185,4
186,2
187,7
188,0
189,6
190,6
191,1
192,2
193,6
194,8
195,5
196,1
197,8
198,1
199,8
200,4
201,9
202,7
203,8
204,0
205,6
206,7
207,2
208,3
209,5
210,7
211,3
212,3
213,3
214,2
215,2
216,0
217,6
218,5
219,0
220,3
221,6
222,9
223,9
224,7
225,7
226,0
227,0
228,4
229,0
230,5
231,7
232,9
233,8
234,3
235,4
236,7
237,3
238,3
239,4
240,0
241,6
242,8
243,2
244,8
245,9
246,6
247,8
248,6
249,9
250,3
251,9
252,5
253,9
254,6
255,4
256,6
257,7
258,0
259,1
260,8
261,8
262,2
263,8
264,1
265,5
266,8
267,7
268,0
269,5
270,8
271,5
272,7
273,5
274,9
275,2
276,3
277,2
278,5
279,3
280,2
281,2
282,9
283,6
284,2
285,3
286,7
287,7
288,7
289,9
290,8
291,7
292,2
293,8
294,1
295,3
296,0
297,4
298,6
299,9
300,8
301,5
302,8
303,3
304,4
305,7
306,2
307,5
308,6
309,0
310,2
311,8
312,1
313,7
314,5
315,3
316,0
317,5
318,3
319,6
320,3
321,2
322,6
323,8
324,4
325,8
326,2
327,7
328,5
329,8
330,8
331,0
332,2
333,4
334,2
335,3
336,9
337,1
338,9
339,6
340,9
341,7
342,6
343,6
344,9
345,5
346,5
347,4
348,3
349,0
350,9
351,1
352,9
353,7
354,7
355,0
356,1
357,2
358,5
359,6
360,0
361,4
362,2
363,8
364,9
365,5
366,0
367,3
368,4
369,6
370,0
371,4
372,6
373,3
374,2
375,1
376,2
377,3
378,5
379,8
380,3
381,6
382,2
383,0
384,5
385,7
386,7
387,9
388,7
389,1
390,6
391,0
392,6
393,5
394,2
395,5
396,4
397,4
398,2
399,8
400,6
401,8
402,3
403,8
404,9
405,4
406,1
407,8
408,9
409,5
410,1
411,7
412,5
413,2
414,3
415,3
416,6
417,3
418,4
419,8
420,2
421,0
422,5
423,1
424,6
425,9
426,0
427,4
428,7
429,4
430,4
431,5
432,8
433,8
434,9
435,8
436,0
437,9
438,3
439,2
440,7
441,1
442,8
443,5
444,7
445,3
446,5
447,1
448,2
449,0
450,9
451,4
452,1
453,1
454,5
455,7
456,6
457,4
458,1
459,8
460,9
461,0
462,7
463,5
464,5
465,6
466,4
467,4
468,5
469,2
470,3
471,4
472,9
473,2
474,8
475,7
476,1
477,3
478,3
479,6
480,0
481,9
482,3
483,9
484,7
485,1
486,2
487,3
488,5
489,1
490,3
491,0
492,1
493,2
494,0
495,3
496,0
497,5
498,3
499,0
500,4
501,5
502,6
503,3
504,4
505,2
506,9
507,3
508,0
509,5
510,9
511,8
512,0
513,7
514,4
515,4
516,1
517,1
518,8
519,3
520,6
521,8
522,6
523,1
524,3
525,6
526,8
527,8
528,9
529,2
530,3
531,3
532,5
533,1
534,5
535,3
536,7
537,5
538,9
539,6
540,0
541,2
542,3
543,6
544,1
545,5
546,9
547,1
548,5
549,4
550,5
551,3
552,3
553,0
554,5
555,9
556,7
557,8
558,8
559,1
560,8
561,4
562,0
563,6
564,2
565,3
566,2
567,9
568,9
569,5
570,8
571,0
572,1
573,1
574,2
575,4
576,4
577,4
578,7
579,6
580,5
581,8
582,5
583,0
584,8
585,3
586,6
587,1
588,0
589,6
590,5
591,6
592,0
593,8
594,6
595,6
596,8
597,6
598,9
599,7
600,9
601,7
602,7
603,7
604,9
605,0
606,7
607,9
608,8
609,1
610,3
611,9
612,6
613,3
614,6
615,8
616,1
617,4
618,8
619,7
620,2
621,9
622,6
623,6
624,7
625,5
626,3
627,2
628,5
629,2
630,7
631,7
632,5
633,4
634,4
635,8
636,4
637,0
638,5
639,3
640,6
641,5
642,1
643,3
644,7
645,5
646,7
647,8
648,4
649,9
650,1
651,0
652,2
653,7
654,6
655,7
656,2
657,7
658,9
659,0
660,9
661,7
662,5
663,6
664,6
665,6
666,0
667,7
668,5
669,8
670,3
671,9
672,9
673,4
674,1
675,7
676,9
677,8
678,6
679,0
680,2
681,7
682,4
683,2
684,4
685,0
686,0
687,2
688,1
689,7
690,5
691,4
692,5
693,2
694,6
695,1
696,1
697,8
698,6
699,2
700,8
701,7
702,1
703,1
704,8
705,0
706,7
707,9
708,0
709,6
710,4
711,1
712,3
713,3
714,1
715,6
716,2
717,0
718,7
719,8
720,0
721,6
722,9
723,1
724,7
725,1
726,3
727,4
728,8
729,8
730,8
731,8
732,9
733,8
734,9
735,0
736,3
737,6
738,5
739,9
740,7
741,4
742,4
743,0
744,0
745,0
746,9
747,2
748,8
749,5
750,0
751,7
752,5
753,7
754,1
755,6
756,6
757,4
758,0
759,2
760,9
761,8
762,4
763,0
764,4
765,1
766,8
767,7
768,9
769,5
770,9
771,5
772,8
773,4
774,6
775,5
776,0
777,0
778,2
779,1
780,2
781,4
782,9
783,9
784,1
785,5
786,7
787,0
788,4
789,7
790,3
791,1
792,7
793,4
794,3
795,8
796,8
797,5
798,9
799,8
800,3
801,8
802,0
803,4
804,2
805,0
806,5
807,9
808,9
809,0
810,5
811,8
812,8
813,4
814,0
815,6
816,1
817,2
818,5
819,9
820,2
821,9
822,4
823,6
824,0
825,0
826,0
827,8
828,0
829,7
830,2
831,9
832,9
833,2
834,3
835,2
836,5
837,8
838,8
839,2
840,2
841,7
842,2
843,8
844,0
845,2
846,9
847,2
848,5
849,9
850,1
851,5
852,1
853,0
854,9
855,8
856,6
857,6
858,4
859,5
860,2
861,1
862,3
863,1
864,4
865,5
866,1
867,9
868,7
869,8
870,6
871,7
872,6
873,9
874,7
875,4
876,3
877,5
878,7
879,9
880,3
881,4
882,7
883,2
884,1
885,9
886,0
887,5
888,6
889,7
890,3
891,9
892,4
893,0
894,6
895,9
896,7
897,4
898,8
899,4
900,4
901,1
902,9
903,1
904,9
905,3
906,6
907,7
908,5
909,6
910,1
911,6
912,7
913,7
914,9
915,2
916,9
917,1
918,9
919,3
920,1
921,0
922,0
923,6
924,8
925,9
926,1
927,2
928,6
929,3
930,5
931,0
932,7
933,9
934,1
935,0
936,2
937,2
938,0
939,8
940,6
941,5
942,1
943,3
944,5
945,5
946,3
947,7
948,8
949,3
950,7
951,8
952,0
953,1
954,7
955,4
956,7
957,4
958,2
959,7
960,9
961,6
962,5
963,3
