,training
0,6
1,5
2,6
3,4
4,7
5,6
6,5
7,4
8,7
9,5
10,9
11,3
12,3
13,1
14,3
15,5
16,2
17,4
18,6
19,6
20,0
21,7
22,1
23,1
24,4
25,0
26,7
27,1
28,1
29,5
30,0
31,8
32,1
33,1
34,8
35,2
36,4
37,8
38,8
39,6
40,4
41,4
42,9
43,9
44,0
45,6
46,2
47,3
48,6
49,3
50,1
51,8
52,9
53,3
54,0
55,1
56,3
57,6
58,2
59,7
60,8
61,6
62,0
63,3
64,5
65,3
66,0
67,1
68,2
69,5
70,7
71,5
72,7
73,1
74,5
75,1
76,1
77,9
78,6
79,2
80,8
81,7
82,8
83,6
84,6
85,0
86,9
87,7
88,5
89,2
90,0
91,7
92,0
93,4
94,2
95,6
96,8
97,1
98,7
99,5
100,1
101,7
102,8
103,7
104,5
105,5
106,2
107,7
108,9
109,3
110,5
111,2
112,6
113,3
114,0
115,8
116,6
117,6
118,1
119,6
120,0
121,2
122,8
123,8
124,2
125,4
126,5
127,3
128,6
129,5
130,6
131,9
132,2
133,0
134,4
135,3
136,8
137,1
138,3
139,3
140,1
141,5
142,9
143,0
144,1
145,6
146,1
147,5
148,4
149,9
150,5
151,8
152,6
153,7
154,6
155,6
156,4
157,0
158,1
159,3
160,2
161,3
162,4
163,0
164,7
165,5
166,1
167,3
168,1
169,2
170,1
171,7
172,2
173,9
174,6
175,1
176,9
177,2
178,7
179,9
180,8
181,1
182,7
183,5
184,1
185,4
186,2
187,0
188,9
189,1
190,2
191,1
192,4
193,7
194,6
195,6
196,7
197,1
198,9
199,9
200,8
201,6
202,0
203,6
204,8
205,8
206,2
207,8
208,7
209,7
210,0
211,6
212,0
213,1
214,2
215,7
216,3
217,1
218,3
219,5
220,4
221,8
222,9
223,9
224,8
225,8
226,5
227,1
228,5
229,4
230,8
231,8
232,2
233,0
234,1
235,6
236,6
237,5
238,1
239,6
240,0
241,5
242,5
243,0
244,1
245,8
246,9
247,1
248,6
249,1
250,8
251,7
252,5
253,8
254,2
255,6
256,3
257,8
258,0
259,9
260,8
261,7
262,5
263,1
264,8
265,5
266,4
267,7
268,4
269,7
270,8
271,1
272,0
273,0
274,8
275,1
276,0
277,6
278,6
279,9
280,6
281,0
282,1
283,6
284,8
285,1
286,7
287,5
288,2
289,1
290,0
291,5
292,5
293,8
294,2
295,5
296,6
297,6
298,4
299,2
300,3
301,2
302,8
303,7
304,0
305,2
306,9
307,5
308,3
309,4
310,0
311,1
312,6
313,4
