,training
0,8
1,8
2,5
3,5
4,2
5,4
6,1
7,1
8,0
9,9
10,2
11,6
12,8
13,0
14,8
15,8
16,2
17,2
18,5
19,8
20,8
21,5
22,2
23,4
24,7
25,7
26,6
27,4
28,1
29,7
30,6
31,3
32,5
33,3
34,1
35,8
36,6
37,6
38,2
39,0
40,9
41,2
42,4
43,9
44,2
45,0
46,0
47,8
48,5
49,0
50,8
51,2
52,1
53,0
54,3
55,1
56,1
57,6
58,9
59,6
60,6
61,9
62,5
63,2
64,6
65,1
66,0
67,3
68,8
69,2
70,9
71,8
72,5
73,3
74,2
75,5
76,4
77,3
78,1
79,0
80,9
81,3
82,3
83,9
84,0
85,4
86,1
87,8
88,8
89,6
90,0
91,6
92,3
93,5
94,9
95,4
96,4
97,5
98,5
99,6
100,6
101,7
102,9
103,0
104,9
105,6
106,4
107,0
108,1
109,5
110,1
111,9
112,7
113,2
114,9
115,0
116,4
117,1
118,2
119,3
120,9
121,2
122,5
123,1
124,3
125,9
126,1
127,4
128,1
129,4
130,9
131,9
132,8
133,2
134,3
135,8
136,3
137,2
138,7
139,2
140,6
141,9
142,0
143,1
144,4
145,7
146,2
147,9
148,0
149,2
150,2
151,3
152,4
153,5
154,5
155,3
156,6
157,7
158,6
159,4
160,8
161,0
162,2
163,8
164,9
165,5
166,3
167,7
168,6
169,9
170,5
171,0
172,1
173,3
174,7
175,8
176,9
177,3
178,9
179,2
180,4
181,1
182,2
183,5
184,3
185,6
186,6
187,8
188,2
189,4
190,4
191,6
192,3
193,5
194,3
195,1
196,4
197,8
198,5
199,7
200,3
201,8
202,1
203,1
204,2
205,4
206,7
207,5
208,6
209,2
210,9
211,3
212,2
213,2
214,0
215,1
216,1
217,7
218,4
219,0
220,3
221,4
222,2
223,3
224,0
225,9
226,5
227,2
228,9
229,5
230,8
231,5
232,5
233,0
234,9
235,1
236,3
237,2
238,6
239,1
240,9
241,0
242,1
243,7
244,6
245,2
246,5
247,1
248,0
249,6
250,3
251,3
252,9
253,8
254,5
255,7
256,8
257,3
258,9
259,9
260,7
261,7
262,9
263,0
264,2
265,4
266,2
267,1
268,5
269,0
270,3
271,7
272,7
273,8
274,5
275,2
276,8
277,1
278,0
279,9
280,0
281,0
282,5
283,4
284,6
285,2
286,6
287,5
288,0
289,0
290,6
291,7
292,9
293,4
294,8
295,1
296,5
297,5
298,1
299,0
300,6
301,3
302,8
303,6
304,8
305,1
306,4
307,9
308,5
309,5
310,2
311,5
312,2
313,0
314,1
315,4
316,1
317,4
318,4
319,2
320,1
321,9
322,8
323,1
324,4
325,3
326,7
327,2
328,5
329,6
330,7
331,9
332,3
333,9
334,2
335,2
336,7
337,8
338,9
339,0
340,4
341,6
