,training
0,8.0
1,8.0
2,2.0
3,2.0
4,3.0
5,4.0
6,1.0
7,1.0
8,6.0
9,0.0
10,9.0
11,9.0
12,1.0
13,3.0
14,6.0
15,2.0
16,8.0
17,1.0
18,9.0
19,7.0
20,0.0
21,1.0
22,3.0
23,1.0
24,7.0
25,1.0
26,3.0
27,2.0
28,5.0
29,5.0
30,3.0
31,2.0
32,4.0
33,2.0
34,3.0
35,0.0
36,9.0
37,4.0
38,2.0
39,9.0
40,8.0
41,4.0
42,0.0
43,4.0
44,5.0
45,8.0
46,9.0
47,5.0
48,9.0
49,0.0
50,0.0
51,2.0
52,0.0
53,8.0
54,1.0
55,4.0
56,8.0
57,9.0
58,4.0
59,0.0
60,1.0
61,3.0
62,2.0
63,2.0
64,8.0
65,9.0
66,1.0
67,9.0
68,9.0
69,5.0
70,0.0
71,4.0
72,4.0
73,5.0
74,6.0
75,9.0
76,3.0
77,4.0
78,8.0
79,0.0
80,6.0
81,1.0
82,8.0
83,4.0
84,6.0
85,5.0
86,8.0
87,4.0
88,1.0
89,7.0
90,1.0
91,3.0
92,1.0
93,3.0
94,6.0
95,9.0
96,3.0
97,0.0
98,6.0
99,8.0
100,3.0
101,1.0
102,1.0
103,3.0
104,5.0
105,4.0
106,5.0
107,0.0
108,1.0
109,6.0
110,4.0
111,2.0
112,5.0
113,9.0
114,8.0
115,1.0
116,8.0
117,2.0
118,7.0
119,1.0
120,8.0
121,4.0
122,9.0
123,6.0
124,7.0
125,0.0
126,6.0
127,2.0
128,9.0
129,3.0
130,8.0
131,6.0
132,2.0
133,8.0
134,3.0
135,7.0
136,0.0
137,8.0
138,9.0
139,9.0
140,6.0
141,6.0
142,4.0
143,5.0
144,0.0
145,6.0
146,2.0
147,4.0
148,5.0
149,8.0
150,7.0
151,5.0
152,3.0
153,1.0
154,7.0
155,4.0
156,6.0
157,3.0
158,8.0
159,6.0
160,7.0
161,3.0
162,4.0
163,6.0
164,8.0
165,9.0
166,7.0
167,5.0
168,1.0
169,6.0
170,3.0
171,4.0
172,7.0
173,8.0
174,8.0
175,1.0
176,6.0
177,6.0
178,0.0
179,3.0
180,4.0
181,4.0
182,8.0
183,3.0
184,1.0
185,4.0
186,8.0
187,8.0
188,8.0
189,2.0
190,7.0
191,8.0
192,3.0
193,8.0
194,8.0
195,9.0
196,9.0
197,9.0
198,5.0
199,5.0
200,3.0
201,9.0
202,7.0
203,9.0
204,5.0
205,6.0
206,4.0
207,1.0
208,2.0
209,8.0
210,7.0
211,4.0
212,4.0
213,6.0
214,5.0
215,7.0
216,9.0
217,9.0
218,9.0
219,3.0
220,2.0
221,3.0
222,5.0
223,7.0
224,6.0
225,0.0
226,5.0
227,8.0
228,0.0
229,1.0
230,7.0
231,2.0
232,9.0
233,3.0
234,8.0
235,5.0
236,8.0
237,9.0
238,5.0
239,1.0
240,7.0
241,0.0
242,8.0
243,2.0
244,9.0
245,5.0
246,2.0
247,4.0
248,1.0
249,7.0
250,1.0
251,1.0
252,3.0
253,3.0
254,7.0
255,9.0
256,3.0
257,3.0
258,7.0
259,5.0
260,2.0
261,0.0
262,3.0
263,3.0
264,3.0
265,9.0
266,9.0
267,1.0
268,4.0
269,9.0
270,6.0
271,9.0
272,8.0
273,9.0
274,2.0
275,4.0
276,9.0
277,6.0
278,7.0
279,0.0
280,7.0
281,8.0
282,2.0
283,5.0
284,3.0
285,6.0
286,9.0
287,0.0
288,5.0
289,5.0
290,4.0
291,1.0
292,1.0
293,5.0
294,6.0
295,3.0
296,7.0
297,6.0
298,7.0
299,5.0
300,9.0
301,3.0
302,0.0
303,8.0
304,1.0
305,5.0
306,9.0
307,1.0
308,2.0
309,0.0
310,2.0
311,0.0
312,2.0
313,3.0
314,4.0
315,1.0
316,5.0
317,1.0
318,9.0
319,8.0
320,9.0
321,4.0
322,3.0
323,2.0
324,4.0
325,1.0
326,1.0
327,8.0
328,7.0
329,2.0
330,8.0
331,3.0
332,5.0
333,2.0
334,0.0
335,4.0
336,2.0
337,5.0
338,2.0
339,2.0
340,2.0
341,1.0
342,0.0
343,6.0
344,9.0
345,2.0
346,0.0
347,6.0
348,9.0
349,9.0
