,training
0,0
1,3
2,5
3,6
4,5
5,5
6,5
7,5
8,7
9,9
10,8
11,0
12,7
13,6
14,5
15,5
16,1
17,2
18,1
19,7
20,1
21,7
22,4
23,5
24,6
25,2
26,5
27,2
28,1
29,0
30,2
31,6
32,5
33,4
34,4
35,2
36,3
37,4
38,4
39,4
40,0
41,2
42,8
43,1
44,1
45,8
46,7
47,1
48,2
49,1
50,7
51,6
52,8
53,7
54,4
55,4
56,0
57,3
58,7
59,2
60,0
61,0
62,2
63,6
64,8
65,2
66,2
67,7
68,5
69,2
70,1
71,9
72,5
73,7
74,5
75,8
76,8
77,7
78,0
79,8
80,2
81,1
82,2
83,7
84,5
85,9
86,0
87,5
88,7
89,3
90,8
91,1
92,7
93,8
94,5
95,8
96,2
97,0
98,2
99,1
100,7
101,2
102,2
103,7
104,9
105,0
106,9
107,9
108,0
109,1
110,8
111,7
112,9
113,5
114,4
115,5
116,5
117,3
118,9
119,1
120,5
121,7
122,6
123,1
124,0
125,1
126,4
127,8
128,4
129,7
130,9
131,2
132,0
133,1
134,2
135,2
136,5
137,3
138,8
139,1
140,7
141,2
142,6
143,5
144,5
145,1
146,3
147,1
148,3
149,2
150,7
151,0
152,0
153,1
154,3
155,2
156,3
157,8
158,0
159,5
160,4
161,4
162,0
163,3
164,2
165,4
166,3
167,2
168,5
169,6
170,8
171,2
172,9
173,6
174,5
175,4
176,6
177,1
178,6
179,8
180,7
181,7
182,7
183,5
184,5
185,3
186,6
187,5
188,7
189,0
190,8
191,1
192,4
193,5
194,1
195,7
196,4
197,6
198,6
199,2
200,5
201,0
202,0
203,0
204,6
205,0
206,6
207,9
208,2
209,1
210,8
211,5
212,0
213,7
214,4
215,1
216,2
217,7
218,6
219,8
220,4
221,7
222,3
223,2
224,1
225,0
226,8
227,0
228,7
229,1
230,4
231,9
232,7
233,3
234,3
235,7
236,4
237,6
238,3
239,7
240,5
241,7
242,7
243,1
244,8
245,6
246,4
247,6
248,9
249,4
250,9
251,8
252,1
253,9
254,1
255,6
256,3
257,7
258,5
259,5
260,6
261,9
262,3
263,7
264,3
265,3
266,0
267,5
268,8
269,7
270,3
271,8
272,6
273,8
274,6
275,4
276,3
277,0
278,8
279,9
280,9
281,2
282,8
283,8
284,1
285,7
286,9
287,2
288,9
289,2
290,4
291,7
292,3
293,0
294,4
295,4
296,2
297,2
298,4
299,6
300,2
301,4
302,9
303,6
304,8
305,9
306,5
307,1
308,2
309,6
310,5
311,9
312,8
313,4
314,4
315,0
316,3
317,5
318,7
319,3
320,5
321,5
322,4
323,6
324,2
325,8
326,8
327,7
328,2
