,training
0,6.0
1,2.0
2,2.0
3,0.0
4,7.0
5,1.0
6,2.0
7,7.0
8,7.0
9,9.0
10,8.0
11,9.0
12,9.0
13,9.0
14,5.0
15,1.0
16,7.0
17,0.0
18,3.0
19,3.0
20,9.0
21,2.0
22,6.0
23,1.0
24,8.0
25,3.0
26,9.0
27,1.0
28,5.0
29,3.0
30,4.0
31,1.0
32,3.0
33,6.0
34,3.0
35,2.0
36,9.0
37,5.0
38,0.0
39,4.0
40,4.0
41,1.0
42,4.0
43,3.0
44,4.0
45,8.0
46,2.0
47,7.0
48,4.0
49,8.0
50,8.0
51,7.0
52,8.0
53,2.0
54,9.0
55,1.0
56,7.0
57,4.0
58,6.0
59,7.0
60,1.0
61,6.0
62,6.0
63,1.0
64,7.0
65,8.0
66,6.0
67,4.0
68,6.0
69,5.0
70,3.0
71,7.0
72,7.0
73,9.0
74,1.0
75,2.0
76,3.0
77,8.0
78,9.0
79,8.0
80,9.0
81,3.0
82,3.0
83,2.0
84,6.0
85,3.0
86,2.0
87,0.0
88,1.0
89,6.0
90,4.0
91,7.0
92,4.0
93,3.0
94,3.0
95,7.0
96,0.0
97,9.0
98,5.0
99,0.0
100,6.0
101,1.0
102,7.0
103,0.0
104,2.0
105,0.0
106,2.0
107,5.0
108,2.0
109,4.0
110,1.0
111,3.0
112,3.0
113,8.0
114,6.0
115,3.0
116,4.0
117,5.0
118,5.0
119,2.0
120,6.0
121,7.0
122,6.0
123,0.0
124,2.0
125,6.0
126,4.0
127,8.0
128,2.0
129,6.0
130,3.0
131,8.0
132,4.0
133,5.0
134,5.0
135,3.0
136,2.0
137,4.0
138,4.0
139,9.0
140,9.0
141,7.0
142,5.0
143,6.0
144,7.0
145,8.0
146,1.0
147,2.0
148,2.0
149,4.0
150,4.0
151,1.0
152,8.0
153,4.0
154,0.0
155,8.0
156,5.0
157,9.0
158,8.0
159,4.0
160,0.0
161,1.0
162,4.0
163,4.0
164,6.0
165,3.0
166,5.0
167,8.0
168,1.0
169,1.0
170,9.0
171,4.0
172,6.0
173,9.0
174,5.0
175,9.0
176,4.0
177,9.0
178,5.0
179,8.0
180,6.0
181,8.0
182,6.0
183,3.0
184,5.0
185,9.0
186,5.0
187,1.0
188,7.0
189,0.0
190,2.0
191,4.0
192,3.0
193,1.0
194,6.0
195,1.0
196,9.0
197,6.0
198,8.0
199,8.0
200,9.0
201,9.0
202,2.0
203,3.0
204,5.0
205,5.0
206,3.0
207,4.0
208,5.0
209,0.0
210,6.0
211,0.0
212,0.0
213,0.0
214,7.0
215,9.0
216,5.0
217,6.0
218,7.0
219,8.0
220,7.0
221,8.0
222,7.0
223,6.0
224,9.0
225,5.0
226,9.0
227,5.0
228,6.0
229,8.0
230,8.0
231,3.0
232,5.0
233,1.0
234,3.0
235,4.0
236,2.0
237,2.0
238,3.0
239,2.0
240,3.0
241,8.0
242,8.0
243,1.0
244,5.0
245,7.0
246,3.0
247,3.0
248,3.0
249,2.0
250,8.0
251,1.0
252,0.0
253,4.0
254,9.0
255,2.0
256,9.0
257,0.0
258,3.0
259,4.0
260,9.0
261,7.0
262,0.0
263,2.0
264,8.0
265,3.0
266,0.0
267,2.0
268,8.0
269,2.0
270,7.0
271,3.0
272,9.0
273,7.0
274,3.0
275,2.0
276,0.0
277,2.0
278,1.0
279,2.0
280,2.0
281,4.0
282,3.0
283,0.0
284,9.0
285,0.0
286,1.0
287,4.0
288,5.0
289,6.0
290,5.0
291,4.0
292,6.0
293,3.0
294,8.0
295,3.0
296,5.0
297,6.0
298,3.0
299,1.0
300,7.0
301,1.0
302,1.0
303,2.0
304,2.0
305,6.0
306,9.0
307,7.0
308,8.0
309,3.0
310,1.0
311,3.0
312,9.0
313,4.0
314,2.0
315,3.0
316,8.0
317,0.0
318,8.0
319,0.0
320,4.0
321,9.0
322,6.0
323,9.0
324,3.0
325,4.0
326,1.0
327,3.0
328,6.0
329,8.0
330,9.0
331,5.0
332,2.0
333,6.0
334,4.0
335,4.0
336,6.0
337,9.0
338,0.0
339,7.0
340,4.0
341,5.0
342,6.0
343,6.0
344,3.0
345,8.0
346,0.0
347,3.0
348,1.0
349,8.0
350,4.0
351,2.0
352,9.0
353,5.0
354,2.0
355,9.0
356,0.0
357,8.0
358,5.0
359,6.0
360,1.0
361,7.0
362,0.0
363,1.0
364,4.0
365,5.0
366,2.0
367,1.0
368,0.0
369,6.0
370,2.0
371,4.0
372,1.0
373,4.0
374,8.0
375,3.0
376,3.0
377,8.0
378,3.0
379,2.0
380,4.0
381,8.0
382,2.0
383,4.0
384,7.0
385,6.0
386,8.0
387,3.0
388,7.0
389,9.0
390,8.0
391,0.0
392,0.0
393,2.0
394,4.0
395,7.0
396,3.0
397,7.0
398,9.0
399,0.0
400,2.0
401,9.0
402,9.0
403,0.0
404,5.0
405,8.0
406,0.0
407,6.0
408,8.0
409,0.0
410,5.0
411,2.0
412,0.0
413,1.0
414,7.0
415,3.0
416,4.0
417,2.0
418,0.0
419,4.0
420,2.0
421,6.0
422,2.0
423,3.0
424,4.0
425,5.0
426,8.0
427,0.0
428,0.0
429,0.0
430,5.0
431,0.0
432,2.0
433,5.0
434,6.0
435,6.0
436,2.0
437,2.0
438,4.0
439,7.0
440,2.0
441,7.0
442,8.0
443,4.0
444,6.0
445,7.0
446,3.0
447,5.0
448,4.0
449,6.0
450,9.0
451,6.0
452,4.0
453,2.0
454,5.0
455,9.0
456,6.0
457,6.0
458,7.0
459,6.0
460,1.0
461,3.0
462,5.0
463,0.0
464,9.0
465,7.0
466,1.0
