,training
0,4
1,1
2,9
3,8
4,6
5,1
6,2
7,2
8,7
9,1
10,6
11,2
12,8
13,2
14,5
15,2
16,1
17,3
18,6
19,1
20,1
21,0
22,0
23,1
24,2
25,3
26,7
27,8
28,6
29,5
30,0
31,9
32,4
33,4
34,7
35,8
36,0
37,5
38,5
39,1
40,9
41,3
42,9
43,1
44,3
45,8
46,9
47,2
48,2
49,0
50,7
51,0
52,7
53,9
54,7
55,5
56,8
57,7
58,7
59,0
60,3
61,1
62,3
63,3
64,1
65,3
66,5
67,4
68,2
69,7
70,3
71,2
72,5
73,7
74,4
75,4
76,0
77,6
78,6
79,8
80,5
81,1
82,4
83,3
84,1
85,7
86,0
87,0
88,1
89,1
90,8
91,0
92,0
93,0
94,4
95,0
96,1
97,4
98,3
99,4
100,7
101,7
102,6
103,5
104,5
105,7
106,0
107,1
108,5
109,3
110,1
111,9
112,8
113,7
114,0
115,3
116,8
117,4
118,7
119,3
120,1
121,8
122,9
123,2
124,6
125,9
126,3
127,6
128,6
129,3
130,7
131,1
132,3
133,5
134,6
135,1
136,8
137,8
138,9
139,9
140,3
141,7
142,4
143,3
144,8
145,3
146,0
147,8
148,1
149,4
150,5
151,1
152,6
153,7
154,8
155,0
156,3
157,6
158,4
159,2
160,5
161,1
162,8
163,8
164,4
165,4
166,7
167,1
168,3
169,5
170,2
171,9
172,7
173,3
174,0
175,1
176,7
177,0
178,3
179,3
180,7
181,5
182,4
183,4
184,4
185,2
186,0
187,0
188,8
189,8
190,6
191,9
192,5
193,7
194,3
195,2
196,5
197,3
198,6
199,1
200,2
201,8
202,7
203,3
204,2
205,7
206,5
207,7
208,8
209,2
210,6
211,8
212,6
213,7
214,7
215,5
216,0
217,2
218,6
219,6
220,4
221,2
222,0
223,1
224,9
225,2
226,8
227,0
228,7
229,6
230,2
231,4
232,5
233,9
234,6
235,2
236,0
237,8
238,0
239,6
240,3
241,4
242,2
243,9
244,2
245,4
246,8
247,0
248,7
249,5
250,1
251,2
252,0
253,4
254,6
255,5
256,8
257,8
258,4
259,2
260,5
261,2
262,5
263,4
264,2
265,0
266,1
267,5
268,9
269,0
270,6
271,4
272,3
273,2
274,3
275,5
276,4
277,3
278,7
279,4
280,2
281,3
282,9
283,0
284,2
285,2
286,0
287,1
288,5
289,3
290,7
291,1
292,4
293,5
294,8
295,3
296,3
297,7
298,1
299,7
300,6
301,6
302,6
303,1
304,2
305,7
306,3
307,0
308,4
309,7
310,1
311,7
312,9
313,2
314,9
315,5
316,9
317,1
318,3
319,7
320,9
321,1
322,7
323,4
324,6
325,6
326,8
327,3
328,3
329,4
330,4
331,9
332,3
333,4
334,1
335,5
336,1
337,1
338,6
339,3
340,0
341,8
342,4
343,6
344,4
345,7
346,7
347,0
348,3
349,1
350,4
351,3
352,3
353,5
354,4
355,3
356,0
357,4
358,4
359,6
360,7
361,1
362,4
363,4
364,2
365,4
366,0
367,0
368,2
369,4
370,5
371,6
372,2
373,1
374,9
375,9
376,4
377,1
378,3
379,6
380,1
381,6
382,9
383,3
384,2
385,4
386,6
387,3
388,2
389,3
390,8
391,2
392,2
393,6
394,2
395,6
396,2
397,5
398,9
399,5
400,3
401,0
402,0
403,1
404,4
405,6
406,6
407,8
408,9
409,9
410,5
411,0
412,4
413,7
414,7
415,4
416,2
417,1
418,4
419,9
420,2
421,7
422,1
423,5
424,0
425,5
426,5
427,3
428,9
429,6
430,8
431,0
432,3
433,0
434,9
435,6
436,7
437,2
438,6
439,6
440,8
441,5
442,7
443,0
444,3
445,1
446,8
447,2
448,6
449,4
450,2
451,4
452,9
453,9
454,3
455,4
456,7
457,9
458,3
459,5
460,1
461,5
462,5
463,1
464,9
465,9
466,2
467,2
468,9
469,0
470,9
471,3
472,4
473,0
474,8
475,9
476,6
477,1
478,5
479,3
480,8
481,5
482,8
483,7
484,7
485,1
486,8
487,6
488,1
489,4
490,6
491,9
492,4
493,7
494,5
495,5
496,6
497,0
498,3
499,9
500,1
501,0
502,9
503,7
504,5
505,1
506,0
507,9
508,9
509,6
510,2
511,7
512,8
513,7
514,0
515,9
516,0
517,5
518,5
519,2
520,0
521,0
522,9
523,6
524,3
525,2
526,7
527,2
528,9
529,2
530,8
531,6
532,3
533,0
