,training
0,2
1,4
2,2
3,4
4,6
5,7
6,0
7,5
8,3
9,2
10,8
11,6
12,9
13,8
14,9
15,1
16,4
17,8
18,0
19,6
20,2
21,7
22,0
23,0
24,2
25,0
26,4
27,7
28,6
29,5
30,0
31,8
32,1
33,0
34,7
35,1
36,8
37,0
38,4
39,0
40,2
41,5
42,9
43,9
44,3
45,9
46,7
47,6
48,5
49,7
50,2
51,2
52,2
53,1
54,0
55,0
56,8
57,0
58,4
59,4
60,6
61,5
62,6
63,1
64,9
65,1
66,0
67,4
68,5
69,8
70,2
71,9
72,1
73,0
74,3
75,5
76,0
77,3
78,6
79,4
80,2
81,7
82,7
83,6
84,9
85,8
86,5
87,9
88,4
89,6
90,2
91,0
92,8
93,5
94,4
95,6
96,0
97,0
98,1
99,2
100,2
101,3
102,0
103,4
104,2
105,6
106,0
107,8
108,0
109,3
110,9
111,0
112,4
113,6
114,4
115,3
116,5
117,6
118,3
119,8
120,3
121,2
122,5
123,9
124,8
125,2
126,9
127,6
128,6
129,1
130,7
131,1
132,3
133,4
134,8
135,8
136,6
137,8
138,9
139,8
140,3
141,2
142,9
143,5
144,8
145,3
146,7
147,4
148,7
149,0
150,6
151,8
152,1
153,2
154,0
155,3
156,8
157,3
158,0
159,1
160,3
161,8
162,5
163,5
164,3
165,4
166,7
167,0
168,3
169,5
170,0
171,6
172,8
173,7
174,1
175,2
176,2
177,8
178,0
179,4
180,6
181,0
182,1
183,6
184,1
185,0
186,2
187,8
188,0
189,0
190,5
191,0
192,3
193,7
194,0
195,9
196,3
197,9
198,5
199,6
200,8
201,9
202,4
203,2
204,8
205,9
206,9
207,7
208,8
209,3
210,1
211,6
212,7
213,0
214,3
215,4
216,9
217,9
218,7
219,5
220,8
221,7
222,1
223,0
224,0
225,4
226,2
227,0
228,3
229,9
230,3
231,2
232,2
233,8
234,1
235,1
236,7
237,8
238,8
239,0
240,1
241,3
242,0
243,7
244,6
245,1
246,6
247,0
248,1
249,6
250,5
251,2
252,4
253,6
254,1
255,1
256,2
257,5
258,1
259,6
260,9
261,1
262,5
263,5
264,7
265,4
266,3
267,4
268,9
269,6
270,3
271,1
272,3
273,7
274,7
275,8
276,6
277,0
278,1
279,6
280,5
281,7
282,4
283,4
284,7
285,3
286,1
287,2
288,4
289,2
290,5
291,1
292,8
293,4
294,1
295,9
296,9
297,0
298,6
299,2
300,9
301,6
302,4
303,6
304,5
305,1
306,8
307,5
308,6
309,3
310,6
311,9
312,9
313,8
314,7
315,8
316,1
317,9
318,4
319,1
320,6
321,2
322,4
323,7
324,1
325,7
326,6
327,2
328,2
329,2
330,9
331,6
332,7
333,1
334,1
335,1
336,1
337,3
338,3
339,7
340,2
341,7
342,2
343,8
344,7
345,8
346,9
347,0
348,0
349,3
350,7
351,7
352,1
353,3
354,4
355,4
356,3
357,5
358,3
359,0
360,7
361,6
362,5
363,8
364,4
365,7
366,4
367,1
368,3
369,8
370,3
371,3
372,0
373,0
374,0
375,3
376,9
377,8
378,2
379,0
380,8
381,7
382,7
383,7
384,8
385,9
386,3
387,4
388,1
389,7
390,0
391,5
392,3
393,6
394,3
395,8
396,7
397,0
398,9
399,6
400,1
401,4
402,7
403,9
404,3
405,8
406,7
407,1
408,1
409,5
410,0
411,2
412,6
413,9
414,0
415,5
416,3
417,2
418,9
419,7
420,3
421,7
422,2
423,4
424,9
425,7
426,0
427,0
428,8
429,4
430,0
431,9
432,8
433,3
434,1
435,3
436,0
437,2
438,9
439,6
440,2
441,2
442,3
443,5
444,0
445,7
446,7
447,4
448,3
449,1
450,4
451,1
452,3
453,5
454,2
455,6
456,9
457,8
458,1
459,6
460,5
461,7
462,2
463,3
464,9
465,4
466,6
467,8
468,6
469,7
470,6
471,4
472,7
473,7
474,1
475,2
476,1
477,9
478,2
479,3
480,6
481,0
482,7
483,8
484,7
485,2
486,6
487,3
488,2
489,9
490,8
491,0
492,6
493,5
494,4
495,1
496,4
497,6
498,1
499,8
500,4
501,2
502,5
503,1
504,6
505,0
506,2
507,6
508,5
509,5
510,4
511,0
512,7
513,5
514,2
515,4
516,7
517,6
518,8
519,8
520,0
521,5
522,3
523,5
524,2
525,0
526,6
527,3
528,1
529,8
530,4
531,0
532,6
533,4
534,6
535,4
536,3
537,0
538,4
539,7
540,7
541,6
542,9
543,6
544,7
545,9
546,2
547,4
548,2
549,2
550,4
551,4
552,8
553,5
554,8
555,7
556,8
557,6
558,3
559,8
560,2
561,4
562,7
563,1
564,0
565,2
566,0
567,7
568,4
569,0
570,5
571,7
572,7
573,2
574,7
575,1
576,8
577,5
578,7
579,8
580,4
581,0
582,9
583,5
584,5
585,5
586,7
587,8
588,2
589,3
590,5
591,1
592,2
593,4
594,2
595,7
596,7
597,5
598,1
599,5
600,9
601,8
602,3
603,0
604,2
605,1
606,0
607,3
608,4
609,7
610,2
611,5
612,5
613,4
614,9
615,8
616,4
617,8
618,4
619,0
620,3
621,6
622,2
623,4
624,7
625,0
626,2
627,3
628,7
629,4
630,4
631,0
632,4
633,9
634,2
635,1
636,6
637,2
638,1
639,3
640,0
641,5
642,2
643,5
644,7
645,2
646,0
647,3
648,2
649,6
650,5
651,1
652,0
653,4
654,2
655,5
656,8
657,7
658,1
659,5
660,5
661,6
662,0
663,9
664,3
665,3
666,4
667,0
668,2
669,5
670,3
671,9
672,5
673,9
674,8
675,5
676,7
677,6
678,3
679,0
680,4
681,5
682,2
683,0
684,2
685,7
686,2
687,0
688,5
689,4
690,2
691,0
692,8
693,2
694,8
695,9
696,2
697,2
698,2
699,2
700,5
701,2
702,6
703,7
704,3
705,2
706,2
707,3
708,5
709,5
710,7
711,7
712,1
713,5
714,3
715,0
716,4
717,4
718,0
719,7
720,1
721,9
722,1
723,4
724,5
725,9
726,8
727,3
728,5
729,4
730,0
731,2
732,3
733,7
734,7
735,2
736,7
737,9
738,3
739,1
740,0
741,8
742,3
743,1
744,6
745,4
746,2
747,8
748,1
749,3
750,3
751,8
752,4
753,6
754,5
755,7
756,5
757,0
758,3
759,4
760,5
761,5
762,0
763,1
764,1
765,5
766,2
767,8
768,8
769,5
770,3
771,1
772,6
773,7
774,8
775,8
776,2
777,2
778,3
779,3
780,1
781,6
782,0
783,3
784,0
785,5
786,0
787,6
788,4
789,1
790,3
791,9
792,4
793,5
794,0
795,6
796,1
797,0
798,2
799,8
800,6
801,1
802,8
803,4
804,7
805,5
806,2
807,4
808,4
809,0
810,1
811,8
812,2
813,3
814,9
815,2
816,2
817,6
818,3
819,1
820,6
821,8
822,8
823,7
824,9
825,2
826,9
827,9
828,0
829,7
830,2
831,6
832,2
833,8
834,8
835,1
836,5
837,3
838,9
839,6
840,2
841,3
842,8
843,4
844,4
845,7
846,5
847,9
848,1
849,7
850,6
851,0
852,9
853,5
854,1
855,9
856,4
857,7
858,0
859,4
860,1
861,2
862,1
863,7
864,8
865,4
866,2
867,7
868,8
869,2
870,9
871,2
872,8
873,5
874,5
875,1
876,8
877,5
878,4
879,4
880,7
881,8
882,7
883,8
884,6
885,1
886,9
887,5
888,9
889,0
890,9
891,1
892,8
893,1
894,9
895,7
896,6
897,6
898,9
899,2
900,5
901,6
902,4
903,2
904,4
905,6
906,8
907,1
908,1
909,2
910,3
911,5
912,5
913,0
914,0
915,3
916,5
917,4
918,8
919,7
920,5
921,8
922,5
923,1
924,3
925,4
926,0
927,3
928,6
929,1
930,0
931,2
932,0
933,2
934,0
935,3
936,1
937,8
938,8
939,2
940,5
941,3
942,1
943,1
944,5
945,1
946,7
947,7
948,2
949,0
950,9
951,3
952,8
953,5
954,1
955,0
956,6
957,8
958,9
959,1
960,3
961,7
