,training
0,4
1,1
2,5
3,4
4,7
5,1
6,8
7,9
8,4
9,2
10,2
11,3
12,2
13,8
14,4
15,7
16,2
17,2
18,6
19,0
20,4
21,2
22,5
23,9
24,6
25,8
26,8
27,9
28,7
29,3
30,4
31,6
32,5
33,4
34,4
35,1
36,2
37,6
38,0
39,9
40,7
41,4
42,9
43,3
44,2
45,2
46,9
47,0
48,5
49,1
50,6
51,0
52,0
53,0
54,0
55,3
56,0
57,2
58,4
59,9
60,4
61,6
62,6
63,8
64,5
65,2
66,4
67,3
68,0
69,6
70,6
71,4
72,9
73,8
74,2
75,6
76,0
77,9
78,4
79,2
80,6
81,2
82,9
83,2
84,6
85,3
86,8
87,0
88,1
89,1
90,6
91,8
92,9
93,5
94,5
95,6
96,6
97,4
98,5
99,4
100,2
101,4
102,3
103,1
104,4
105,0
106,5
107,5
108,7
109,8
110,8
111,3
112,0
113,2
114,8
115,1
116,5
117,1
118,6
119,3
120,7
121,2
122,3
123,5
124,5
125,8
126,6
127,8
128,1
129,4
130,9
131,3
132,4
133,9
134,0
135,4
136,9
137,3
138,9
139,0
140,3
141,6
142,0
143,7
144,0
145,4
146,7
147,4
148,4
149,9
150,6
151,5
152,4
153,3
154,4
155,1
156,7
157,9
158,4
159,1
160,9
161,1
162,7
163,2
164,0
165,2
166,1
167,8
168,9
169,7
170,8
171,0
172,5
173,9
174,0
175,8
176,3
177,0
178,7
179,9
180,6
181,9
182,7
183,2
184,2
185,1
186,2
187,1
188,5
189,9
190,2
191,9
192,0
193,4
194,7
195,2
196,7
197,8
198,6
199,3
200,5
201,4
202,5
203,5
204,7
205,5
206,9
207,6
208,6
209,8
210,7
211,7
212,4
213,9
214,6
215,5
216,9
217,8
218,5
219,9
220,5
221,0
222,7
223,1
224,8
225,7
226,4
227,7
228,9
229,0
230,6
231,8
232,8
233,4
234,4
235,7
236,9
237,9
238,2
239,8
240,3
241,0
242,9
243,3
244,3
245,6
246,5
247,4
248,6
249,7
250,7
251,9
252,1
253,2
254,0
255,8
256,0
257,2
258,1
259,1
260,4
261,2
262,6
263,1
264,6
265,5
266,4
267,4
268,0
269,2
270,6
271,8
272,2
273,9
274,7
275,8
276,6
277,3
278,9
279,9
280,0
281,2
282,0
283,8
284,6
285,8
286,4
287,2
288,5
289,2
290,3
291,8
292,1
293,5
294,3
295,6
296,5
297,9
298,1
299,7
300,0
301,9
302,8
303,2
304,8
305,9
306,2
307,3
308,4
309,4
310,2
311,9
312,5
313,6
314,3
315,7
316,3
317,8
318,9
319,4
320,1
321,3
322,0
323,7
324,0
325,9
326,6
327,6
328,8
329,0
330,5
331,5
332,0
333,6
334,3
335,6
336,8
337,3
338,0
339,8
340,2
341,7
342,2
343,9
344,8
345,8
346,2
347,9
348,2
349,4
350,5
351,7
352,6
353,5
354,7
355,7
356,8
357,5
358,1
359,5
360,9
361,7
362,4
363,1
364,9
365,8
366,3
367,5
368,1
369,1
370,8
371,5
372,4
373,6
374,8
375,1
376,6
377,5
378,9
379,1
380,4
381,1
382,8
383,3
384,4
385,6
386,6
387,9
388,7
389,1
390,2
391,6
392,5
393,8
394,0
395,5
396,0
397,2
398,0
399,3
400,8
401,2
402,9
403,0
404,7
405,8
406,4
407,5
408,8
409,6
410,4
411,0
412,9
413,1
414,6
415,3
416,8
417,5
418,2
419,0
420,4
421,2
422,7
423,4
424,8
425,5
426,4
427,6
428,6
429,5
430,9
431,9
432,8
433,2
434,7
435,3
436,0
437,1
438,5
439,4
440,1
441,7
442,6
443,7
444,4
445,9
446,3
447,3
448,6
449,9
450,5
451,2
452,5
453,9
454,3
455,1
456,9
457,9
458,7
459,5
460,2
461,3
462,2
463,2
464,2
465,2
466,5
467,4
468,1
469,4
470,3
471,0
472,4
473,7
474,1
475,1
476,5
477,7
478,4
479,0
480,2
481,4
482,5
483,2
484,8
485,1
486,8
487,6
488,5
489,7
490,9
491,9
492,3
493,0
494,1
495,5
496,8
497,1
498,3
499,2
500,7
501,0
502,1
503,6
504,2
505,3
506,1
507,9
508,6
509,2
510,4
511,2
512,3
513,1
514,7
515,0
516,4
517,8
518,5
519,5
520,3
521,7
522,0
523,9
524,4
525,3
526,9
527,3
528,6
529,2
530,6
531,8
532,7
533,9
