,training
0,9
1,4
2,9
3,2
4,0
5,3
6,6
7,0
8,0
9,9
10,6
11,8
12,0
13,6
14,8
15,0
16,0
17,8
18,8
19,7
20,1
21,0
22,3
23,9
24,7
25,7
26,0
27,5
28,5
29,3
30,8
31,9
32,8
33,4
34,1
35,6
36,5
37,7
38,2
39,1
40,4
41,8
42,2
43,5
44,5
45,5
46,9
47,6
48,3
49,4
50,8
51,2
52,2
53,6
54,0
55,4
56,6
57,4
58,7
59,6
60,1
61,5
62,9
63,9
64,6
65,0
66,2
67,6
68,3
69,1
70,1
71,4
72,2
73,6
74,7
75,4
76,0
77,7
78,7
79,0
80,2
81,9
82,7
83,8
84,8
85,9
86,7
87,3
88,0
89,1
90,3
91,1
92,1
93,9
94,2
95,1
96,0
97,2
98,7
99,7
100,3
101,9
102,3
103,8
104,0
105,4
106,0
107,0
108,6
109,7
110,0
111,8
112,8
113,6
114,3
115,6
116,0
117,7
118,6
119,2
120,0
121,4
122,2
123,7
124,5
125,7
126,7
127,6
128,8
129,3
130,9
131,2
132,7
133,6
134,5
135,8
136,2
137,8
138,7
139,6
140,9
141,3
142,3
143,3
144,5
145,2
146,9
147,1
148,7
149,7
150,8
151,3
152,4
153,5
154,8
155,5
156,1
157,4
158,9
159,4
160,0
161,8
162,8
163,9
164,3
165,6
166,4
167,4
168,7
169,0
170,3
171,6
172,5
173,6
174,1
175,4
176,7
177,2
178,3
179,7
180,4
181,6
182,2
183,0
184,1
185,8
186,9
187,0
188,0
189,1
190,6
191,8
192,7
193,9
194,8
195,3
196,3
197,5
198,0
199,4
200,1
201,4
202,7
203,8
204,0
205,1
206,5
207,6
208,6
209,2
210,8
211,1
212,8
213,4
214,6
215,9
216,5
217,0
218,0
219,0
220,8
221,7
222,1
223,5
224,7
225,4
226,5
227,2
228,5
229,7
230,7
231,5
232,8
233,1
234,5
235,2
236,2
237,2
238,4
239,0
240,0
241,7
242,1
243,3
244,8
245,4
246,1
247,2
248,7
249,6
250,8
251,5
252,0
253,1
254,0
255,2
256,5
257,4
258,6
259,5
260,1
261,8
262,9
263,6
264,2
265,9
266,3
267,0
268,0
269,0
270,6
271,1
272,4
273,4
274,3
275,4
276,6
277,8
278,8
279,4
280,5
281,8
282,1
283,1
284,1
285,9
286,6
287,6
288,1
289,6
290,5
291,9
292,4
293,5
294,1
295,4
296,2
297,8
298,3
299,6
300,9
301,0
302,6
303,2
304,9
305,7
306,9
307,3
308,8
309,0
310,5
311,6
312,8
313,6
314,5
315,2
316,1
317,4
318,8
319,7
320,3
321,0
322,4
323,9
324,4
325,2
326,1
327,9
328,0
329,6
330,9
331,9
332,6
333,1
334,0
335,2
336,5
337,0
338,4
339,7
340,7
341,1
342,2
343,3
344,3
345,7
346,3
347,2
348,9
349,1
350,9
351,9
352,3
353,3
354,9
355,3
356,6
357,8
358,1
359,8
360,9
361,2
362,7
363,7
364,5
365,1
366,5
367,7
368,6
369,3
370,3
371,2
372,4
373,0
374,5
375,6
376,2
377,9
378,7
379,8
380,7
381,3
382,0
383,2
384,5
385,4
386,4
387,9
388,3
389,9
390,8
391,7
392,2
393,6
394,5
395,0
396,2
397,1
398,2
399,7
400,8
401,9
402,1
403,9
404,2
405,4
406,2
407,3
408,2
409,2
410,1
411,3
412,3
413,8
414,0
415,9
416,0
417,5
418,7
419,7
420,6
421,1
422,7
423,6
424,4
425,6
426,6
427,8
428,0
429,8
430,6
431,8
432,8
433,5
434,2
435,4
436,7
437,8
438,6
439,1
440,2
441,4
442,6
443,5
444,8
445,9
446,1
447,8
448,9
449,9
450,9
451,1
452,4
453,7
454,8
455,2
456,3
457,6
458,6
459,8
460,0
461,9
462,5
463,8
464,2
465,4
466,4
467,6
468,5
469,5
470,0
471,5
472,0
473,9
474,6
475,0
476,8
477,5
478,9
479,4
480,2
481,1
482,0
483,3
484,0
485,6
486,6
487,2
488,3
489,4
490,7
491,5
492,2
493,7
494,2
495,9
496,4
497,2
498,2
499,0
500,7
501,4
502,8
503,9
504,7
505,1
506,2
507,2
508,6
509,7
510,3
511,6
512,6
513,0
514,8
515,0
516,7
517,6
518,5
519,0
520,1
521,8
522,9
523,1
524,8
525,2
526,3
527,9
528,5
529,8
530,6
531,3
532,4
533,0
534,5
535,3
536,2
537,4
538,3
539,2
540,9
541,0
542,6
543,3
544,8
545,7
546,5
547,7
548,2
549,6
550,0
551,1
552,7
553,7
554,2
555,4
556,8
557,4
558,3
559,9
560,1
561,5
562,4
563,9
564,5
565,1
566,4
567,9
568,5
569,4
570,4
571,4
572,5
573,8
574,8
575,3
576,2
577,3
578,9
579,0
580,3
581,1
582,7
583,8
584,4
585,0
586,2
587,9
588,5
589,3
590,6
591,9
592,9
593,3
594,5
595,5
596,5
597,1
598,6
599,5
600,1
601,1
602,4
603,7
604,5
605,9
606,6
607,0
608,9
609,6
610,0
611,8
612,5
613,9
614,4
615,8
616,9
617,0
618,0
619,4
620,0
621,2
622,4
623,8
624,5
625,2
626,5
627,4
628,8
629,0
630,9
631,1
632,2
633,7
634,9
635,4
636,0
637,2
638,5
639,2
640,2
641,9
642,5
643,3
644,4
645,6
646,5
647,4
648,6
649,8
650,7
651,1
652,5
653,5
654,6
655,6
656,7
657,7
658,7
659,7
660,7
661,3
662,2
663,4
664,9
665,4
666,8
667,1
668,8
669,2
670,4
671,8
672,7
673,7
674,8
675,8
676,4
677,2
678,1
679,3
680,5
681,1
682,3
683,2
684,1
685,2
686,8
687,8
688,2
689,7
690,1
691,4
692,6
693,3
694,6
695,0
696,1
697,0
698,0
699,0
700,1
701,6
702,0
703,3
704,6
705,7
706,3
707,6
708,8
709,3
710,2
711,6
712,1
713,4
714,0
715,9
716,8
717,8
718,2
719,2
720,6
721,1
722,4
723,4
724,0
725,7
726,8
727,9
728,5
729,5
730,6
731,7
732,3
733,7
734,8
735,8
736,5
737,1
738,5
739,5
740,6
741,1
742,0
743,2
744,3
745,0
746,5
747,9
748,2
749,0
750,7
751,6
752,0
753,0
754,4
755,0
756,3
757,7
758,8
759,3
760,1
761,1
762,1
763,3
764,6
765,2
766,2
767,5
768,7
769,4
770,9
771,9
772,0
773,2
774,5
775,2
776,8
777,3
778,8
779,8
780,5
781,4
782,1
783,6
784,2
785,1
786,4
787,5
788,4
789,4
790,5
791,0
792,3
793,9
794,2
795,6
796,1
797,4
798,4
799,0
800,3
801,1
802,9
803,6
804,4
805,0
806,9
807,5
808,8
809,9
810,9
811,9
812,8
813,6
814,6
815,2
816,9
817,9
818,0
819,9
820,7
821,0
822,7
823,7
824,0
825,0
826,6
827,3
828,1
829,1
830,1
831,4
832,8
833,9
834,3
835,9
836,2
837,3
838,4
839,4
840,4
841,8
842,7
843,8
844,1
845,2
846,6
847,5
848,2
849,2
850,6
851,3
852,5
853,5
854,1
855,3
856,2
857,4
858,2
859,2
860,8
861,1
862,7
863,9
864,9
865,2
866,1
867,7
868,8
869,7
870,7
871,6
872,3
873,2
874,3
875,3
876,5
877,3
878,5
879,5
880,4
881,9
882,5
883,6
884,9
885,7
886,3
887,6
888,8
889,7
890,8
891,7
892,8
893,7
894,7
895,3
896,0
897,6
898,2
899,1
900,9
901,9
902,1
903,3
904,5
905,8
906,5
907,0
908,4
909,3
910,2
911,6
912,6
913,4
914,6
915,3
916,3
917,3
918,8
919,8
920,2
921,3
922,6
923,0
924,4
925,4
926,0
927,6
928,9
929,2
930,8
931,7
932,4
933,4
934,9
935,3
936,2
937,0
938,5
939,0
940,9
941,2
942,3
943,3
944,6
945,7
946,7
947,1
948,7
949,2
950,2
951,8
952,8
953,5
954,9
955,0
956,9
957,7
958,3
959,8
960,6
961,7
962,6
963,7
964,8
965,9
966,5
967,9
968,5
969,8
970,6
971,2
972,2
973,6
974,4
975,5
976,4
977,8
978,4
979,9
980,5
981,0
982,6
983,2
984,4
985,1
986,8
987,4
988,4
989,9
990,2
991,1
992,1
993,6
994,5
995,6
996,4
997,7
998,4
999,6
1000,5
1001,6
1002,7
1003,4
1004,3
1005,9
1006,7
1007,4
1008,3
1009,2
1010,0
1011,3
1012,5
1013,7
1014,7
1015,1
1016,6
1017,8
1018,6
1019,6
1020,0
1021,6
1022,9
1023,8
1024,2
1025,3
1026,4
1027,9
1028,0
1029,5
1030,6
1031,6
1032,1
1033,2
1034,0
1035,1
1036,7
1037,2
1038,5
1039,0
1040,7
1041,1
1042,6
1043,0
1044,4
1045,1
1046,2
1047,3
1048,6
1049,1
1050,5
1051,1
1052,0
1053,0
1054,0
1055,0
1056,9
1057,8
1058,5
1059,1
1060,5
1061,9
1062,1
1063,8
1064,6
1065,7
1066,8
1067,8
1068,5
1069,0
1070,9
1071,3
1072,5
1073,7
1074,9
1075,8
1076,7
1077,4
1078,9
1079,4
1080,9
1081,6
1082,0
1083,2
1084,9
1085,2
1086,1
1087,1
1088,1
1089,0
1090,1
1091,5
1092,4
1093,9
1094,2
1095,4
1096,6
1097,3
1098,0
1099,2
1100,2
1101,5
1102,8
1103,0
1104,6
1105,7
1106,8
1107,8
1108,2
1109,3
1110,9
1111,0
1112,1
1113,9
1114,4
1115,8
1116,2
1117,6
1118,4
1119,6
1120,9
1121,8
1122,9
1123,9
1124,7
1125,9
1126,3
1127,3
1128,0
1129,6
1130,0
1131,4
1132,3
1133,9
1134,0
1135,8
1136,6
1137,8
1138,0
1139,9
1140,3
1141,8
1142,0
1143,2
1144,5
1145,5
1146,4
1147,8
1148,3
1149,7
1150,5
1151,2
1152,9
1153,8
1154,1
1155,3
1156,8
1157,9
1158,7
1159,3
1160,5
1161,0
1162,6
1163,5
1164,2
1165,3
1166,9
1167,9
1168,5
1169,3
1170,6
1171,4
1172,5
1173,8
1174,5
1175,2
1176,4
1177,5
1178,2
1179,3
1180,9
1181,5
1182,4
1183,4
1184,7
1185,9
1186,9
1187,9
1188,7
1189,2
1190,5
1191,4
1192,7
1193,2
1194,7
1195,5
1196,3
1197,9
1198,0
1199,8
1200,8
1201,3
1202,5
1203,0
1204,8
1205,8
1206,0
1207,8
1208,9
1209,1
1210,6
1211,1
1212,5
1213,3
1214,0
1215,3
1216,3
1217,1
1218,3
1219,8
1220,9
1221,5
1222,9
1223,1
1224,0
1225,7
1226,9
1227,5
1228,9
1229,7
1230,6
1231,0
1232,6
1233,2
1234,9
1235,4
1236,1
1237,8
1238,4
1239,0
1240,4
1241,1
1242,8
1243,3
1244,1
1245,4
1246,2
1247,6
1248,4
1249,5
1250,9
1251,3
1252,8
1253,0
1254,7
1255,9
1256,7
1257,5
1258,8
1259,7
1260,4
