,training
0,1
1,3
2,7
3,0
4,0
5,0
6,1
7,8
8,7
9,8
10,7
11,6
12,2
13,4
14,2
15,3
16,9
17,8
18,4
19,6
20,1
21,7
22,9
23,0
24,7
25,2
26,0
27,5
28,7
29,9
30,9
31,9
32,2
33,8
34,6
35,9
36,7
37,5
38,0
39,1
40,8
41,4
42,8
43,9
44,3
45,0
46,6
47,9
48,4
49,8
50,8
51,1
52,1
53,4
54,2
55,1
56,2
57,8
58,7
59,5
60,4
61,0
62,8
63,3
64,6
65,9
66,9
67,4
68,7
69,3
70,0
71,3
72,4
73,4
74,2
75,0
76,3
77,1
78,7
79,3
80,9
81,9
82,7
83,2
84,3
85,0
86,1
87,8
88,4
89,2
90,3
91,2
92,2
93,2
94,7
95,3
96,5
97,8
98,7
99,7
100,0
101,6
102,8
103,5
104,1
105,9
106,2
107,5
108,8
109,0
110,9
111,3
112,5
113,7
114,8
115,9
116,8
117,5
118,5
119,1
120,4
121,5
122,8
123,5
124,9
125,5
126,8
127,0
128,4
129,7
130,9
131,3
132,7
133,8
134,6
135,3
136,3
137,6
138,4
139,8
140,1
141,8
142,6
143,2
144,4
145,6
146,1
147,8
148,4
149,4
150,6
151,7
152,0
153,8
154,6
155,0
156,3
157,0
158,6
159,2
160,6
161,3
162,1
163,2
164,2
165,0
166,3
167,4
168,0
169,1
170,3
171,6
172,3
173,8
174,7
175,3
176,0
177,7
178,8
179,4
180,7
181,6
182,8
183,3
184,7
185,8
186,4
187,2
188,4
189,8
190,3
191,4
192,2
193,3
194,3
195,1
196,2
197,9
198,1
199,3
200,8
201,3
202,0
203,7
204,3
205,2
206,5
207,1
208,8
209,3
210,4
211,1
212,2
213,1
214,2
215,5
216,3
217,3
218,2
219,8
220,6
221,3
222,7
223,8
224,3
225,5
226,8
227,3
228,3
229,7
230,1
231,7
232,5
233,4
234,8
235,3
236,1
237,4
238,7
239,4
240,4
241,2
242,9
243,2
244,2
245,2
246,9
247,2
248,7
249,1
250,2
251,4
252,8
253,9
254,4
255,4
256,3
257,4
258,5
259,0
260,6
261,3
262,9
263,8
264,9
265,7
266,0
267,7
268,6
269,2
270,3
271,7
272,7
273,8
274,5
275,3
276,6
277,5
278,9
279,9
280,6
281,0
282,5
283,4
284,0
285,4
286,0
287,3
288,7
289,0
290,2
291,9
292,4
293,1
294,0
295,8
296,8
297,4
298,4
299,7
300,1
301,1
302,3
303,3
304,6
305,8
306,3
307,7
308,1
309,8
310,3
311,1
312,8
313,3
314,8
315,7
316,3
317,1
318,5
319,9
320,5
321,4
322,7
323,3
324,2
325,6
326,0
327,0
328,7
329,4
330,4
331,4
332,1
333,1
334,7
335,0
336,0
337,8
338,3
339,0
340,8
341,5
342,7
343,7
344,2
345,9
346,4
347,2
348,9
349,2
350,1
351,6
352,2
353,0
354,6
355,3
356,6
357,0
358,1
359,8
360,2
361,6
362,2
363,0
364,2
365,2
366,0
367,4
368,0
369,6
370,3
371,3
372,0
373,7
374,7
375,8
376,0
377,8
378,3
379,8
380,3
381,9
382,1
383,5
384,5
385,3
386,8
387,8
388,0
389,4
390,5
391,1
392,0
393,0
394,3
395,8
396,1
397,8
398,9
399,4
400,8
401,5
402,4
403,0
404,2
405,1
406,3
407,8
408,4
409,6
410,5
411,8
412,2
413,7
414,9
415,5
416,7
417,0
418,5
419,6
420,7
421,4
422,0
423,9
424,1
425,0
426,9
427,5
428,6
429,3
430,7
431,0
432,2
433,7
434,3
435,2
436,5
437,1
438,5
439,0
440,7
441,3
442,0
443,3
444,8
445,1
446,9
447,5
448,6
449,6
450,4
451,1
452,8
453,1
454,4
455,7
456,9
457,6
458,5
459,9
460,3
461,6
462,0
463,0
464,6
465,1
466,1
467,2
468,8
469,1
470,0
471,4
472,6
473,6
474,7
475,2
476,7
477,6
478,3
479,0
480,9
481,9
482,7
483,9
484,2
485,0
486,9
487,1
488,3
489,6
490,1
491,4
492,0
493,5
494,2
495,0
496,5
497,0
498,1
499,6
500,5
501,3
502,4
503,3
504,6
505,2
506,3
507,9
508,4
509,0
510,3
511,6
512,8
513,4
514,1
515,1
516,3
517,6
518,6
519,7
520,1
521,2
522,2
523,9
524,1
525,4
526,1
527,1
528,6
529,9
530,2
531,4
532,4
533,8
534,6
535,9
536,3
537,1
538,7
539,9
540,4
541,8
542,6
543,0
544,6
545,2
546,2
547,0
548,2
549,5
550,2
551,2
552,8
553,2
554,1
555,3
556,0
557,8
558,9
559,4
560,4
561,7
562,5
563,3
564,5
565,7
566,2
567,4
568,2
569,2
570,0
571,2
572,0
573,2
574,5
575,7
576,3
577,5
578,6
579,2
580,5
581,4
582,1
583,0
584,2
585,3
586,6
587,1
588,2
589,0
590,2
591,9
592,8
593,9
594,8
595,1
596,0
597,8
598,7
599,5
600,1
601,7
602,2
603,8
604,3
605,1
606,9
607,5
608,0
609,7
610,0
611,1
612,1
613,9
614,2
615,9
616,9
617,8
618,8
619,9
620,4
621,5
622,1
623,3
624,4
625,7
626,4
627,4
628,4
629,9
630,6
631,0
632,5
633,2
634,0
635,0
636,8
637,7
638,6
639,9
640,4
641,9
642,2
643,4
644,9
645,8
646,0
647,6
648,4
649,3
650,8
651,2
652,0
653,0
654,0
655,6
656,7
657,1
658,9
659,2
660,0
661,8
662,6
663,8
664,0
665,5
666,9
667,2
668,1
669,1
670,3
671,7
672,2
673,5
674,7
675,5
676,5
677,1
678,0
679,7
680,5
681,5
682,2
683,8
684,8
685,7
686,9
687,3
688,9
689,4
690,1
691,7
692,3
693,7
694,9
695,5
696,1
697,5
698,7
699,7
700,3
701,9
702,9
703,2
704,2
705,9
706,3
707,5
708,0
709,1
710,8
711,4
712,1
713,8
714,8
715,2
716,7
717,8
718,6
719,0
720,7
721,1
722,0
723,8
724,9
725,9
726,8
727,6
728,3
729,5
730,6
731,8
732,0
733,5
734,7
735,0
736,7
737,9
738,2
739,8
740,4
741,9
742,0
743,0
744,2
745,4
746,3
747,5
748,1
749,5
750,4
751,2
752,0
753,7
754,6
755,1
756,5
757,3
758,0
759,7
760,5
761,7
762,0
763,3
764,2
765,3
766,5
767,0
768,7
769,0
770,5
771,8
772,5
773,7
774,5
775,9
776,9
777,4
778,3
779,8
780,9
781,4
782,7
783,8
784,6
785,5
786,8
787,0
788,0
789,0
790,9
791,2
792,3
793,5
794,6
795,4
796,9
797,2
798,4
799,1
800,8
801,2
802,9
803,3
804,9
805,2
806,7
807,8
808,2
809,9
810,8
811,1
812,4
813,6
814,3
815,1
816,7
817,8
818,2
819,9
820,2
821,2
822,0
823,0
824,9
825,7
826,5
827,6
828,1
829,5
830,1
831,5
832,4
833,2
834,9
835,1
836,4
837,7
838,6
839,2
840,2
841,9
842,2
843,0
844,4
845,0
846,7
847,0
848,3
849,5
850,0
851,8
852,0
853,6
854,3
855,9
856,9
857,6
858,6
859,8
860,9
861,5
862,0
863,2
864,7
865,8
866,3
867,4
868,2
869,9
870,4
871,3
872,1
873,5
874,3
875,5
876,5
877,6
878,2
879,7
880,3
881,7
882,9
883,2
884,0
885,0
886,5
887,4
888,9
889,3
890,5
891,9
892,1
893,5
894,0
895,1
896,9
897,4
898,7
899,8
900,1
901,4
902,0
903,9
904,1
905,1
906,3
907,1
908,9
909,9
910,7
911,0
912,5
913,9
914,4
915,9
916,4
917,9
918,1
919,7
920,6
921,0
922,9
923,7
924,2
925,2
926,2
927,2
928,1
929,4
930,0
931,3
932,2
933,8
934,9
935,7
936,6
937,4
938,9
939,8
940,3
941,9
942,2
943,7
944,6
945,9
946,2
947,3
948,7
949,7
950,6
951,8
952,4
953,0
954,4
955,5
956,6
957,0
958,8
959,7
960,8
961,2
962,8
963,5
964,2
965,3
966,8
967,4
968,2
969,8
970,6
971,2
972,2
973,7
974,2
975,4
976,6
977,2
978,8
979,4
980,3
981,6
982,1
983,2
984,2
985,2
986,8
987,4
988,8
989,9
990,2
991,0
992,1
993,8
994,8
995,6
996,6
997,6
998,6
999,6
1000,8
1001,4
1002,5
1003,0
1004,4
1005,8
1006,0
1007,3
1008,2
1009,2
1010,8
1011,5
1012,0
1013,3
1014,7
1015,0
1016,2
1017,6
1018,5
1019,8
1020,5
1021,2
1022,5
1023,9
1024,3
1025,6
1026,1
1027,9
1028,1
1029,3
1030,6
1031,3
1032,8
1033,9
1034,9
1035,7
1036,6
1037,0
1038,9
1039,7
1040,1
1041,5
1042,9
1043,0
1044,5
1045,0
1046,6
1047,7
1048,0
1049,2
1050,0
1051,2
1052,9
1053,8
1054,1
1055,0
1056,1
1057,6
1058,3
1059,3
1060,4
1061,0
1062,0
1063,8
1064,3
1065,5
1066,6
1067,4
1068,9
1069,7
1070,8
1071,7
1072,2
1073,1
1074,1
1075,8
1076,6
1077,4
1078,5
1079,2
1080,8
1081,1
1082,3
1083,3
1084,4
1085,2
1086,1
1087,5
1088,9
1089,8
1090,3
1091,0
1092,0
1093,3
1094,8
1095,3
1096,1
1097,4
1098,7
1099,9
1100,7
1101,4
1102,3
1103,0
1104,6
1105,5
1106,1
1107,1
1108,9
1109,1
1110,3
1111,9
1112,1
1113,8
1114,1
1115,0
1116,3
1117,6
1118,2
1119,2
1120,1
1121,4
1122,5
1123,1
1124,3
1125,8
1126,2
1127,4
1128,5
1129,6
1130,4
1131,4
1132,2
1133,3
1134,4
1135,2
1136,0
1137,6
1138,6
1139,8
1140,0
1141,9
1142,6
1143,8
1144,8
1145,8
1146,8
1147,8
1148,0
1149,7
1150,5
1151,2
1152,9
1153,3
1154,5
1155,0
1156,6
1157,3
1158,0
1159,9
1160,7
1161,1
1162,3
1163,2
1164,1
1165,6
1166,9
1167,0
1168,2
1169,2
1170,2
1171,2
1172,6
1173,6
1174,9
1175,3
1176,9
1177,4
1178,7
1179,6
1180,6
1181,0
1182,5
1183,0
1184,5
1185,3
1186,7
1187,3
1188,7
1189,1
1190,8
1191,0
1192,6
1193,2
1194,7
1195,4
1196,2
1197,0
1198,1
1199,8
1200,9
1201,5
1202,5
1203,2
1204,7
1205,0
1206,6
1207,4
1208,8
1209,0
1210,0
1211,0
1212,6
1213,8
1214,0
1215,3
1216,7
1217,5
1218,3
1219,4
1220,4
1221,7
1222,8
1223,0
1224,5
1225,9
1226,1
1227,7
1228,9
1229,0
1230,4
1231,8
1232,8
1233,0
1234,2
1235,3
1236,5
1237,9
1238,3
1239,2
1240,5
1241,0
1242,5
1243,9
1244,8
1245,3
1246,0
1247,2
1248,0
1249,7
1250,0
1251,6
1252,0
1253,5
1254,9
1255,3
1256,9
1257,0
